Date,Team 1,FT,Team 2
Wed Jul 19 1995,As Monaco,3-1,Stade Rennes
Wed Jul 19 1995,FC Nantes,1-0,Aj Auxerre
Wed Jul 19 1995,Girondins Bordeaux,1-0,Lille OSC
Wed Jul 19 1995,RC Lens,2-0,Le Havre Ac
Wed Jul 19 1995,SC Bastia,2-2,Paris Saint Germain
Wed Jul 19 1995,As Saint Etienne,1-1,OGC Nice
Wed Jul 19 1995,EA Guingamp,2-0,FC Martigues
Wed Jul 19 1995,Montpellier HSC,2-2,RC Strasbourg
Wed Jul 19 1995,FC Gueugnon,0-0,FC Metz
Wed Jul 19 1995,As Cannes,3-0,Olympique Lyon
Wed Jul 26 1995,Olympique Lyon,3-2,Montpellier HSC
Wed Jul 26 1995,Paris Saint Germain,1-1,EA Guingamp
Wed Jul 26 1995,Aj Auxerre,4-0,FC Gueugnon
Wed Jul 26 1995,Girondins Bordeaux,2-0,As Saint Etienne
Wed Jul 26 1995,Stade Rennes,3-2,As Cannes
Wed Jul 26 1995,OGC Nice,1-2,As Monaco
Wed Jul 26 1995,Lille OSC,0-2,SC Bastia
Wed Jul 26 1995,FC Metz,2-0,RC Lens
Wed Jul 26 1995,RC Strasbourg,3-0,Le Havre Ac
Wed Jul 26 1995,FC Martigues,0-4,FC Nantes
Fri Aug 4 1995,FC Nantes,1-2,Paris Saint Germain
Sat Aug 5 1995,As Monaco,2-2,Aj Auxerre
Sat Aug 5 1995,RC Lens,0-0,RC Strasbourg
Sat Aug 5 1995,SC Bastia,2-0,Girondins Bordeaux
Sat Aug 5 1995,As Saint Etienne,1-1,Lille OSC
Sat Aug 5 1995,EA Guingamp,0-0,OGC Nice
Sat Aug 5 1995,Montpellier HSC,3-1,Stade Rennes
Sat Aug 5 1995,Le Havre Ac,2-1,Olympique Lyon
Sat Aug 5 1995,FC Gueugnon,0-0,FC Martigues
Sat Aug 5 1995,As Cannes,1-2,FC Metz
Wed Aug 9 1995,Paris Saint Germain,4-0,As Saint Etienne
Wed Aug 9 1995,Aj Auxerre,0-1,RC Lens
Wed Aug 9 1995,Stade Rennes,1-0,Le Havre Ac
Wed Aug 9 1995,OGC Nice,3-1,FC Gueugnon
Wed Aug 9 1995,Lille OSC,0-3,EA Guingamp
Wed Aug 9 1995,FC Metz,1-0,Montpellier HSC
Wed Aug 9 1995,SC Bastia,2-1,As Monaco
Wed Aug 9 1995,FC Martigues,2-1,As Cannes
Sat Aug 19 1995,As Monaco,0-1,FC Martigues
Sat Aug 19 1995,FC Nantes,1-0,OGC Nice
Sat Aug 19 1995,RC Strasbourg,3-1,Stade Rennes
Sat Aug 19 1995,As Saint Etienne,3-0,SC Bastia
Sat Aug 19 1995,EA Guingamp,1-0,Girondins Bordeaux
Sat Aug 19 1995,Montpellier HSC,3-1,Aj Auxerre
