Round,Date,Team 1,FT,HT,Team 2
?,(Wed) 19 Jul 1995 (29),Bastia (1),2-2,1-2,Paris Saint-Germain (1)
?,(Wed) 19 Jul 1995 (29),Girondins de Bordeaux (1),1-0,1-0,Lille OSC (1)
?,(Wed) 19 Jul 1995 (29),Cannes (1),3-0,0-0,Olympique Lyonnais (1)
?,(Wed) 19 Jul 1995 (29),Gueugnon (1),0-0,0-0,FC Metz (1)
?,(Wed) 19 Jul 1995 (29),EA Guingamp (1),2-0,0-0,Martigues (1)
?,(Wed) 19 Jul 1995 (29),RC Lens (1),2-0,1-0,Le Havre AC (1)
?,(Wed) 19 Jul 1995 (29),AS Monaco (1),3-1,0-1,Stade Rennais FC (1)
?,(Wed) 19 Jul 1995 (29),Montpellier HSC (1),2-2,1-1,RC Strasbourg (1)
?,(Wed) 19 Jul 1995 (29),FC Nantes (1),1-0,1-0,AJ Auxerre (1)
?,(Wed) 19 Jul 1995 (29),AS Saint-Étienne (1),1-1,0-1,OGC Nice (1)
?,(Wed) 26 Jul 1995 (30),AJ Auxerre (2),4-0,1-0,Gueugnon (2)
?,(Wed) 26 Jul 1995 (30),Girondins de Bordeaux (2),2-0,2-0,AS Saint-Étienne (2)
?,(Wed) 26 Jul 1995 (30),Lille OSC (2),0-2,0-1,Bastia (2)
?,(Wed) 26 Jul 1995 (30),Olympique Lyonnais (2),3-2,1-1,Montpellier HSC (2)
?,(Wed) 26 Jul 1995 (30),Martigues (2),0-4,0-1,FC Nantes (2)
?,(Wed) 26 Jul 1995 (30),FC Metz (2),2-0,1-0,RC Lens (2)
?,(Wed) 26 Jul 1995 (30),OGC Nice (2),1-2,1-1,AS Monaco (2)
?,(Wed) 26 Jul 1995 (30),Paris Saint-Germain (2),1-1,1-0,EA Guingamp (2)
?,(Wed) 26 Jul 1995 (30),Stade Rennais FC (2),3-2,2-2,Cannes (2)
?,(Wed) 26 Jul 1995 (30),RC Strasbourg (2),3-0,1-0,Le Havre AC (2)
?,(Fri) 4 Aug 1995 (31),FC Nantes (3),1-2,1-1,Paris Saint-Germain (3)
?,(Sat) 5 Aug 1995 (31),Bastia (3),2-0,1-0,Girondins de Bordeaux (3)
?,(Sat) 5 Aug 1995 (31),Cannes (3),1-2,0-0,FC Metz (3)
?,(Sat) 5 Aug 1995 (31),Gueugnon (3),0-0,0-0,Martigues (3)
?,(Sat) 5 Aug 1995 (31),EA Guingamp (3),0-0,0-0,OGC Nice (3)
?,(Sat) 5 Aug 1995 (31),Le Havre AC (3),2-1,2-0,Olympique Lyonnais (3)
?,(Sat) 5 Aug 1995 (31),RC Lens (3),0-0,0-0,RC Strasbourg (3)
?,(Sat) 5 Aug 1995 (31),AS Monaco (3),2-2,2-0,AJ Auxerre (3)
?,(Sat) 5 Aug 1995 (31),Montpellier HSC (3),3-1,1-1,Stade Rennais FC (3)
?,(Sat) 5 Aug 1995 (31),AS Saint-Étienne (3),1-1,1-0,Lille OSC (3)
?,(Wed) 9 Aug 1995 (32),AJ Auxerre (4),0-1,0-0,RC Lens (4)
?,(Wed) 9 Aug 1995 (32),Bastia (4),2-1,0-0,AS Monaco (4)
?,(Wed) 9 Aug 1995 (32),Lille OSC (4),0-3,0-0,EA Guingamp (4)
?,(Wed) 9 Aug 1995 (32),Martigues (4),2-1,1-0,Cannes (4)
?,(Wed) 9 Aug 1995 (32),FC Metz (4),1-0,1-0,Montpellier HSC (4)
?,(Wed) 9 Aug 1995 (32),OGC Nice (4),3-1,1-1,Gueugnon (4)
?,(Wed) 9 Aug 1995 (32),Paris Saint-Germain (4),4-0,2-0,AS Saint-Étienne (4)
?,(Wed) 9 Aug 1995 (32),Stade Rennais FC (4),1-0,1-0,Le Havre AC (4)
?,(Sat) 19 Aug 1995 (33),Cannes (5),2-1,1-0,Lille OSC (5)
?,(Sat) 19 Aug 1995 (33),Gueugnon (5),1-3,0-1,Paris Saint-Germain (5)
?,(Sat) 19 Aug 1995 (33),EA Guingamp (5),1-0,1-0,Girondins de Bordeaux (4)
?,(Sat) 19 Aug 1995 (33),Le Havre AC (5),0-0,0-0,FC Metz (5)
?,(Sat) 19 Aug 1995 (33),AS Monaco (5),0-1,0-0,Martigues (5)
?,(Sat) 19 Aug 1995 (33),Montpellier HSC (5),3-1,3-0,AJ Auxerre (5)
?,(Sat) 19 Aug 1995 (33),FC Nantes (4),1-0,0-0,OGC Nice (5)
?,(Sat) 19 Aug 1995 (33),AS Saint-Étienne (5),3-0,1-0,Bastia (5)
?,(Sat) 19 Aug 1995 (33),RC Strasbourg (4),3-1,2-0,Stade Rennais FC (5)
?,(Sun) 20 Aug 1995 (33),RC Lens (5),2-2,1-1,Olympique Lyonnais (4)
?,(Fri) 25 Aug 1995 (34),Lille OSC (6),0-0,0-0,FC Nantes (5)
?,(Sat) 26 Aug 1995 (34),AJ Auxerre (6),5-1,1-0,Cannes (6)
?,(Sat) 26 Aug 1995 (34),Bastia (6),1-2,0-0,Gueugnon (6)
?,(Sat) 26 Aug 1995 (34),Girondins de Bordeaux (5),2-4,0-4,AS Monaco (6)
?,(Sat) 26 Aug 1995 (34),Martigues (6),0-1,0-0,Montpellier HSC (6)
?,(Sat) 26 Aug 1995 (34),FC Metz (6),3-2,2-1,RC Strasbourg (5)
?,(Sat) 26 Aug 1995 (34),OGC Nice (6),1-1,0-0,RC Lens (6)
?,(Sat) 26 Aug 1995 (34),Paris Saint-Germain (6),2-0,1-0,Le Havre AC (6)
?,(Sat) 26 Aug 1995 (34),Stade Rennais FC (6),1-0,1-0,Olympique Lyonnais (5)
?,(Sat) 26 Aug 1995 (34),AS Saint-Étienne (6),4-0,2-0,EA Guingamp (6)
?,(Tue) 29 Aug 1995 (35),Cannes (7),0-2,0-0,Paris Saint-Germain (7)
?,(Tue) 29 Aug 1995 (35),Gueugnon (7),2-2,2-1,Girondins de Bordeaux (6)
?,(Tue) 29 Aug 1995 (35),Le Havre AC (7),0-4,0-1,AJ Auxerre (7)
?,(Tue) 29 Aug 1995 (35),RC Lens (7),1-0,0-0,Stade Rennais FC (7)
?,(Tue) 29 Aug 1995 (35),Olympique Lyonnais (6),1-1,1-0,FC Metz (7)
?,(Tue) 29 Aug 1995 (35),AS Monaco (7),2-1,0-0,Lille OSC (7)
?,(Tue) 29 Aug 1995 (35),Montpellier HSC (7),0-1,0-1,OGC Nice (7)
?,(Tue) 29 Aug 1995 (35),FC Nantes (6),2-2,1-0,AS Saint-Étienne (7)
?,(Tue) 29 Aug 1995 (35),RC Strasbourg (6),2-0,0-0,Martigues (7)
?,(Wed) 30 Aug 1995 (35),EA Guingamp (7),1-0,1-0,Bastia (7)
?,(Sat) 2 Sep 1995 (35),Girondins de Bordeaux (7),3-0,2-0,FC Nantes (7)
?,(Sat) 2 Sep 1995 (35),Olympique Lyonnais (7),1-1,1-1,RC Strasbourg (7)
?,(Sat) 9 Sep 1995 (36),AJ Auxerre (8),1-0,0-0,RC Strasbourg (8)
?,(Sat) 9 Sep 1995 (36),Bastia (8),4-1,2-1,FC Nantes (8)
?,(Sat) 9 Sep 1995 (36),Girondins de Bordeaux (8),2-1,1-0,Cannes (8)
?,(Sat) 9 Sep 1995 (36),EA Guingamp (8),0-0,0-0,Montpellier HSC (8)
?,(Sat) 9 Sep 1995 (36),Lille OSC (8),1-3,1-2,RC Lens (8)
?,(Sat) 9 Sep 1995 (36),Martigues (8),1-2,0-2,Olympique Lyonnais (8)
?,(Sat) 9 Sep 1995 (36),OGC Nice (8),1-2,1-0,Le Havre AC (8)
?,(Sat) 9 Sep 1995 (36),Paris Saint-Germain (8),2-1,2-1,AS Monaco (8)
?,(Sat) 9 Sep 1995 (36),AS Saint-Étienne (8),2-0,0-0,Gueugnon (8)
?,(Sun) 10 Sep 1995 (36),FC Metz (8),0-0,0-0,Stade Rennais FC (8)
?,(Sat) 16 Sep 1995 (37),Cannes (9),2-0,1-0,AS Saint-Étienne (9)
?,(Sat) 16 Sep 1995 (37),Gueugnon (9),3-1,1-1,Lille OSC (9)
?,(Sat) 16 Sep 1995 (37),Olympique Lyonnais (9),0-1,0-1,AJ Auxerre (9)
?,(Sat) 16 Sep 1995 (37),AS Monaco (9),0-1,0-1,FC Metz (9)
?,(Sat) 16 Sep 1995 (37),FC Nantes (9),0-0,0-0,EA Guingamp (9)
?,(Sat) 16 Sep 1995 (37),Stade Rennais FC (9),1-3,1-2,Martigues (9)
?,(Sat) 16 Sep 1995 (37),RC Strasbourg (9),1-1,0-1,OGC Nice (9)
?,(Sun) 17 Sep 1995 (37),Le Havre AC (9),1-0,0-0,Girondins de Bordeaux (9)
?,(Sun) 17 Sep 1995 (37),RC Lens (9),3-1,1-0,Bastia (9)
?,(Sun) 17 Sep 1995 (37),Montpellier HSC (9),1-0,1-0,Paris Saint-Germain (9)
?,(Wed) 20 Sep 1995 (38),AS Saint-Étienne (10),2-4,1-1,AS Monaco (10)
?,(Thu) 21 Sep 1995 (38),AJ Auxerre (10),2-1,0-1,Stade Rennais FC (10)
?,(Thu) 21 Sep 1995 (38),Bastia (10),2-1,2-0,Cannes (10)
?,(Thu) 21 Sep 1995 (38),Girondins de Bordeaux (10),3-0,2-0,Montpellier HSC (10)
?,(Thu) 21 Sep 1995 (38),EA Guingamp (10),0-0,0-0,Gueugnon (10)
?,(Thu) 21 Sep 1995 (38),Lille OSC (10),2-0,1-0,Le Havre AC (10)
?,(Thu) 21 Sep 1995 (38),Martigues (10),0-1,0-1,FC Metz (10)
?,(Thu) 21 Sep 1995 (38),FC Nantes (10),1-1,1-1,RC Lens (10)
?,(Thu) 21 Sep 1995 (38),OGC Nice (10),1-0,0-0,Olympique Lyonnais (10)
?,(Thu) 21 Sep 1995 (38),Paris Saint-Germain (10),2-0,1-0,RC Strasbourg (10)
?,(Sat) 30 Sep 1995 (39),Cannes (11),1-3,1-0,OGC Nice (11)
?,(Sat) 30 Sep 1995 (39),Gueugnon (11),0-1,0-0,FC Nantes (11)
?,(Sat) 30 Sep 1995 (39),Le Havre AC (11),1-0,1-0,Martigues (11)
?,(Sat) 30 Sep 1995 (39),Olympique Lyonnais (11),2-1,2-0,AS Saint-Étienne (11)
?,(Sat) 30 Sep 1995 (39),FC Metz (11),3-1,1-0,AJ Auxerre (11)
?,(Sat) 30 Sep 1995 (39),AS Monaco (11),1-0,1-0,EA Guingamp (11)
?,(Sat) 30 Sep 1995 (39),Montpellier HSC (11),0-0,0-0,Lille OSC (11)
?,(Sat) 30 Sep 1995 (39),Stade Rennais FC (11),2-0,2-0,Bastia (11)
