Date,Team 1,FT,Team 2
Sun Aug 26 1945,RC Lens,5-1,FC Sete
Sun Aug 26 1945,As Saint Etienne,1-3,RC Roubaix
Sun Aug 26 1945,Lille OSC,5-1,As Cannes
Sun Aug 26 1945,Stade Rennes,2-0,FC Rouen
Sun Aug 26 1945,Racing Club De France,2-6,Olympique Marseille
Sun Aug 26 1945,Red Star Olympique,2-3,FC Metz
Sun Aug 26 1945,Le Havre Ac,2-3,Stade Reims
Sun Aug 26 1945,FC Sochaux,1-3,Olympique Lyon
Sun Aug 26 1945,Girondins Bordeaux,4-3,RC Strasbourg
Sun Sep 2 1945,RC Roubaix,2-2,FC Sochaux
Sun Sep 2 1945,FC Rouen,2-0,Racing Club De France
Sun Sep 2 1945,RC Strasbourg,1-1,Stade Rennes
Sun Sep 2 1945,Girondins Bordeaux,0-3,FC Sete
Sun Sep 2 1945,Stade Reims,1-2,RC Lens
Sun Sep 2 1945,Red Star Olympique,3-0,Le Havre Ac
Sun Sep 2 1945,As Saint Etienne,2-4,Olympique Marseille
Sun Sep 2 1945,As Cannes,0-1,FC Metz
Sun Sep 2 1945,Olympique Lyon,1-2,Lille OSC
Sun Sep 9 1945,FC Sochaux,1-0,Olympique Marseille
Sun Sep 9 1945,RC Roubaix,5-0,Olympique Lyon
Sun Sep 9 1945,FC Metz,0-3,Lille OSC
Sun Sep 9 1945,Le Havre Ac,1-2,As Cannes
Sun Sep 9 1945,RC Lens,1-1,Red Star Olympique
Sun Sep 9 1945,Girondins Bordeaux,5-1,Stade Reims
Sun Sep 9 1945,Stade Rennes,3-3,FC Sete
Sun Sep 9 1945,Racing Club De France,2-1,RC Strasbourg
Sun Sep 9 1945,As Saint Etienne,3-1,FC Rouen
Sun Sep 16 1945,Lille OSC,1-0,Le Havre Ac
Sun Sep 16 1945,Olympique Marseille,0-2,RC Roubaix
Sun Sep 16 1945,FC Rouen,1-1,FC Sochaux
Sun Sep 16 1945,RC Strasbourg,3-2,As Saint Etienne
Sun Sep 16 1945,FC Sete,3-2,Racing Club De France
Sun Sep 16 1945,Stade Reims,5-0,Stade Rennes
Sun Sep 16 1945,Red Star Olympique,4-2,Girondins Bordeaux
Sun Sep 16 1945,As Cannes,1-0,RC Lens
Sun Sep 16 1945,Olympique Lyon,2-0,FC Metz
Sun Sep 23 1945,FC Sochaux,4-2,RC Strasbourg
Sun Sep 23 1945,RC Roubaix,0-0,FC Rouen
Sun Sep 23 1945,Olympique Marseille,1-1,Olympique Lyon
Sun Sep 23 1945,Le Havre Ac,3-0,FC Metz
Sun Sep 23 1945,RC Lens,3-1,Lille OSC
