Date,Team 1,FT,Team 2
Sat Sep 1 1945,Austria Wien,10-2,FC Wien
Sat Sep 1 1945,SC Rapid Oberlaa,0-7,Sportclub
Sun Sep 2 1945,SC Ostbahn XI,1-9,Rapid Wien
Sun Sep 2 1945,Wiener AC,4-2,First Vienna FC
Sun Sep 2 1945,Favoritner AC,4-1,SPC Helfort 15
Sun Sep 2 1945,SC Wacker Wien,2-0,SK Admira Vienna
Sat Sep 8 1945,SPC Helfort 15,2-1,SC Ostbahn XI
Sun Sep 9 1945,Sportclub,2-2,Austria Wien
Sun Sep 9 1945,FC Wien,3-3,Favoritner AC
Sun Sep 9 1945,Rapid Wien,4-1,Wiener AC
Sun Sep 9 1945,SC Wacker Wien,4-2,SC Rapid Oberlaa
Sun Sep 9 1945,First Vienna FC,2-1,SK Admira Vienna
Sat Sep 15 1945,First Vienna FC,8-0,SC Rapid Oberlaa
Sat Sep 15 1945,SC Wacker Wien,0-0,Sportclub
Sun Sep 16 1945,Favoritner AC,2-9,Austria Wien
Sun Sep 16 1945,SK Admira Vienna,1-2,Rapid Wien
Sun Sep 16 1945,SC Ostbahn XI,1-4,FC Wien
Sun Sep 16 1945,Wiener AC,3-1,SPC Helfort 15
Sun Sep 16 1945,Sportclub,3-2,Favoritner AC
Sun Sep 16 1945,First Vienna FC,1-1,SC Wacker Wien
Sun Sep 16 1945,Austria Wien,14-0,SC Ostbahn XI
Sun Sep 16 1945,SPC Helfort 15,3-3,SK Admira Vienna
Sun Sep 16 1945,FC Wien,2-1,Wiener AC
Sun Sep 16 1945,Rapid Wien,5-1,SC Rapid Oberlaa
Sat Sep 29 1945,SC Rapid Oberlaa,1-1,SPC Helfort 15
Sat Sep 29 1945,SC Ostbahn XI,0-5,Favoritner AC
Sun Sep 30 1945,First Vienna FC,3-4,Sportclub
Sun Sep 30 1945,SC Wacker Wien,3-3,Rapid Wien
Sun Sep 30 1945,Wiener AC,1-4,Austria Wien
Sun Sep 30 1945,SK Admira Vienna,5-2,FC Wien
Sun Oct 7 1945,Rapid Wien,0-3,First Vienna FC
Sun Oct 7 1945,FC Wien,4-1,SC Rapid Oberlaa
Sun Oct 7 1945,SPC Helfort 15,3-5,SC Wacker Wien
Sun Oct 7 1945,Austria Wien,9-1,SK Admira Vienna
Sun Oct 7 1945,Sportclub,14-0,SC Ostbahn XI
Sat Oct 13 1945,SC Rapid Oberlaa,0-3,Austria Wien
Sun Oct 14 1945,SK Admira Vienna,1-3,Favoritner AC
Sun Oct 14 1945,Sportclub,1-5,Rapid Wien
