Date,Team 1,FT,Team 2
Sat Aug 18 1962,Bayern Muenchen,0-5,Eintracht Frankfurt
Sat Aug 18 1962,Karlsruher SC,3-2,1 FC Nuernberg
Sat Aug 18 1962,Vfb Stuttgart,2-1,SSV Ulm 1846
Sat Aug 18 1962,Rot Weiss Oberhausen,3-1,1 FC Koeln
Sat Aug 18 1962,Viktoria Koeln,0-1,Hamborn 07
Sat Aug 18 1962,FC St Pauli,2-1,Arminia Hannover
Sat Aug 18 1962,VFR Neumuenster,0-1,VFL Osnabrueck
Sun Aug 19 1962,VFR Mannheim,3-1,SSV Reutlingen
Sun Aug 19 1962,Spvgg Greuther Fuerth,1-1,TSV Schwaben Augsburg
Sun Aug 19 1962,FC Augsburg,2-1,Spvgg Bayern Hof
Sun Aug 19 1962,Hessen Kassel,0-1,TSV 1860 Muenchen
Sun Aug 19 1962,Kickers Offenbach,2-0,1 FC Schweinfurt 05
Sun Aug 19 1962,SV 1911 Niederlahnstein,2-7,Sportfreunde Saarbruecken
Sun Aug 19 1962,VFR Kaiserslautern,0-0,1 FC Saarbruecken
Sun Aug 19 1962,Borussia Neunkirchen,3-1,Tus Koblenz
Sun Aug 19 1962,BSC Oppau,2-3,FK Pirmasens
Sun Aug 19 1962,Wormatia Worms,4-1,1 Fsv Mainz 05
Sun Aug 19 1962,Tura Ludwigshafen,3-0,VFR Frankenthal
Sun Aug 19 1962,Eintracht Bad Kreuznach,2-0,Ludwigshafener SC
Sun Aug 19 1962,Saar 05 Saarbruecken,4-2,1 FC Kaiserslautern
Sun Aug 19 1962,Fortuna Duesseldorf,3-2,Alemannia Aachen
Sun Aug 19 1962,MSV Duisburg,1-1,Westfalia Herne
Sun Aug 19 1962,FC Schalke 04,2-2,Bayer Leverkusen
Sun Aug 19 1962,Preussen Munster,3-1,Bor Moenchengladbach
Sun Aug 19 1962,Wuppertaler SV,0-1,Schwarz Weiss Essen
Sun Aug 19 1962,Borussia Dortmund,11-1,TSV Marl Huels
Sun Aug 19 1962,Werder Bremen,7-1,FC Bergedorf 85
Sun Aug 19 1962,VFV Hildesheim,1-0,Atona 93
Sun Aug 19 1962,VFB Oldenburg,2-4,Holstein Kiel
