Date,Team 1,FT,Team 2
Sat Apr 27 2019,Sao Paulo FC,2-0,Botafogo RJ
Sun Apr 28 2019,Atletico Mineiro,2-1,Avai FC
Sun Apr 28 2019,Chapecoense,2-0,Internacional
Sun Apr 28 2019,Flamengo RJ,3-1,Cruzeiro EC
Sun Apr 28 2019,Atletico Paranaense,4-1,Vasco Da Gama
Sun Apr 28 2019,Ceara SC,4-0,CS Alagoano
Sun Apr 28 2019,EC Bahia,3-2,Corinthians SP
Sun Apr 28 2019,Gremio Porto Alegre,1-2,Santos FC
Mon Apr 29 2019,Fluminense RJ,0-1,Goias EC
Mon Apr 29 2019,Se Palmeiras,4-0,Fortaleza
Wed May 1 2019,Internacional,2-1,Flamengo RJ
Wed May 1 2019,Corinthians SP,1-0,Chapecoense
Wed May 1 2019,CS Alagoano,1-1,Se Palmeiras
Thu May 2 2019,Cruzeiro EC,1-0,Ceara SC
Thu May 2 2019,Avai FC,1-1,Gremio Porto Alegre
Thu May 2 2019,Goias EC,1-2,Sao Paulo FC
Thu May 2 2019,Vasco Da Gama,1-2,Atletico Mineiro
Thu May 2 2019,Fortaleza,2-1,Atletico Paranaense
Fri May 3 2019,Santos FC,2-1,Fluminense RJ
Fri May 3 2019,Botafogo RJ,3-2,EC Bahia
Sun May 5 2019,Ceara SC,1-2,Atletico Mineiro
Sun May 5 2019,Vasco Da Gama,1-1,Corinthians SP
Sun May 5 2019,Se Palmeiras,1-0,Internacional
Sun May 5 2019,Chapecoense,1-1,Atletico Paranaense
Sun May 5 2019,CS Alagoano,0-0,Santos FC
Sun May 5 2019,Sao Paulo FC,1-1,Flamengo RJ
Sun May 5 2019,Botafogo RJ,1-0,Fortaleza
Sun May 5 2019,Cruzeiro EC,2-1,Goias EC
Mon May 6 2019,Gremio Porto Alegre,4-5,Fluminense RJ
Mon May 6 2019,EC Bahia,1-0,Avai FC
Sat May 11 2019,Fluminense RJ,0-1,Botafogo RJ
Sun May 12 2019,Corinthians SP,0-0,Gremio Porto Alegre
Sun May 12 2019,Goias EC,2-1,Ceara SC
Sun May 12 2019,Flamengo RJ,2-1,Chapecoense
Sun May 12 2019,Internacional,3-1,Cruzeiro EC
Sun May 12 2019,Santos FC,3-0,Vasco Da Gama
Sun May 12 2019,Atletico Mineiro,0-2,Se Palmeiras
Mon May 13 2019,Fortaleza,0-1,Sao Paulo FC
Mon May 13 2019,Avai FC,0-0,CS Alagoano
Mon May 13 2019,Atletico Paranaense,1-0,EC Bahia
Sat May 18 2019,Fluminense RJ,4-1,Cruzeiro EC
Sun May 19 2019,Sao Paulo FC,0-0,EC Bahia
Sun May 19 2019,Se Palmeiras,4-0,Santos FC
Sun May 19 2019,Atletico Mineiro,2-1,Flamengo RJ
Sun May 19 2019,Internacional,2-0,CS Alagoano
Sun May 19 2019,Chapecoense,1-3,Fortaleza
Sun May 19 2019,Atletico Paranaense,0-2,Corinthians SP
Sun May 19 2019,Goias EC,1-0,Botafogo RJ
Mon May 20 2019,Ceara SC,2-1,Gremio Porto Alegre
Mon May 20 2019,Vasco Da Gama,1-1,Avai FC
Sat May 25 2019,Botafogo RJ,0-1,Se Palmeiras
Sun May 26 2019,Gremio Porto Alegre,1-0,Atletico Mineiro
Sun May 26 2019,Flamengo RJ,3-2,Atletico Paranaense
Sun May 26 2019,Santos FC,0-0,Internacional
Mon May 27 2019,EC Bahia,3-2,Fluminense RJ
Mon May 27 2019,Fortaleza,1-1,Vasco Da Gama
Mon May 27 2019,Corinthians SP,1-0,Sao Paulo FC
Mon May 27 2019,Cruzeiro EC,1-2,Chapecoense
Tue May 28 2019,Avai FC,1-2,Ceara SC
Tue May 28 2019,CS Alagoano,1-0,Goias EC
Sat Jun 1 2019,Flamengo RJ,2-0,Fortaleza
