Date,Team 1,FT,Team 2
Sat Aug 27 1966,Rapid Wien,5-0,Kapfenberger SV 1919
Sat Aug 27 1966,1. Wiener Neustädter SC,1-2,Schwarz Weiss Bregenz
Sat Aug 27 1966,FC Wacker Innsbruck,1-0,SK Admira Vienna
Sat Aug 27 1966,Grazer Ak,0-4,Austria Wien
Sat Aug 27 1966,LASK Linz,3-1,Sportclub
Sun Aug 28 1966,First Vienna FC,3-2,Austria Klagenfurt
Sun Aug 28 1966,SC Wacker Wien,4-0,Sturm Graz
Sat Sep 3 1966,SC Wacker Wien,1-2,Rapid Wien
Sat Sep 3 1966,Sturm Graz,0-2,Austria Wien
Sat Sep 3 1966,Kapfenberger SV 1919,2-2,FC Wacker Innsbruck
Sat Sep 3 1966,SK Admira Vienna,4-1,1. Wiener Neustädter SC
Sun Sep 4 1966,Sportclub,2-0,Grazer Ak
Sun Sep 4 1966,Austria Klagenfurt,1-0,LASK Linz
Sun Sep 4 1966,Schwarz Weiss Bregenz,2-3,First Vienna FC
Sat Sep 10 1966,Austria Wien,2-2,Sportclub
Sat Sep 10 1966,FC Wacker Innsbruck,1-1,SC Wacker Wien
Sat Sep 10 1966,LASK Linz,1-2,Schwarz Weiss Bregenz
Sat Sep 10 1966,Grazer Ak,2-0,Austria Klagenfurt
Sat Sep 10 1966,1. Wiener Neustädter SC,2-0,Kapfenberger SV 1919
Sun Sep 11 1966,Rapid Wien,2-0,Sturm Graz
Sun Sep 11 1966,First Vienna FC,1-1,SK Admira Vienna
Sat Sep 24 1966,Rapid Wien,1-1,FC Wacker Innsbruck
Sat Sep 24 1966,SK Admira Vienna,1-1,LASK Linz
Sat Sep 24 1966,Kapfenberger SV 1919,2-3,First Vienna FC
Sun Sep 25 1966,SC Wacker Wien,2-1,1. Wiener Neustädter SC
Sun Sep 25 1966,Austria Klagenfurt,1-0,Austria Wien
Sun Sep 25 1966,Sturm Graz,2-2,Sportclub
Sun Sep 25 1966,Schwarz Weiss Bregenz,2-1,Grazer Ak
Sat Oct 8 1966,First Vienna FC,4-3,SC Wacker Wien
Sat Oct 8 1966,LASK Linz,1-0,Kapfenberger SV 1919
Sat Oct 8 1966,Grazer Ak,1-0,SK Admira Vienna
Sat Oct 8 1966,FC Wacker Innsbruck,2-1,Sturm Graz
Sun Oct 9 1966,Sportclub,1-2,Austria Klagenfurt
Sun Oct 9 1966,Austria Wien,0-0,Schwarz Weiss Bregenz
Sun Oct 9 1966,1. Wiener Neustädter SC,1-4,Rapid Wien
Sat Oct 15 1966,Austria Wien,2-1,SK Admira Vienna
Sat Oct 15 1966,Rapid Wien,6-1,First Vienna FC
Sat Oct 15 1966,FC Wacker Innsbruck,5-0,1. Wiener Neustädter SC
