Date,Team 1,FT,Team 2
Sat Aug 20 1966,1 FC Koeln,2-0,TSV 1860 Muenchen
Sat Aug 20 1966,Borussia Dortmund,1-2,Fortuna Duesseldorf
Sat Aug 20 1966,Eintracht Braunschweig,2-0,Werder Bremen
Sat Aug 20 1966,Hamburger SV,2-1,Hannover 96
Sat Aug 20 1966,Vfb Stuttgart,1-0,1 FC Nuernberg
Sat Aug 20 1966,1 FC Kaiserslautern,3-1,Karlsruher SC
Sat Aug 20 1966,MSV Duisburg,2-0,Rot Weiss Essen
Sat Aug 20 1966,FC Schalke 04,0-0,Bor Moenchengladbach
Sat Aug 20 1966,Bayern Muenchen,1-2,Eintracht Frankfurt
Sat Aug 27 1966,TSV 1860 Muenchen,2-1,Eintracht Braunschweig
Sat Aug 27 1966,Fortuna Duesseldorf,0-0,Bayern Muenchen
Sat Aug 27 1966,Hannover 96,2-0,Borussia Dortmund
Sat Aug 27 1966,Werder Bremen,1-2,Vfb Stuttgart
Sat Aug 27 1966,1 FC Nuernberg,3-1,MSV Duisburg
Sat Aug 27 1966,Bor Moenchengladbach,1-1,1 FC Kaiserslautern
Sat Aug 27 1966,Rot Weiss Essen,4-1,FC Schalke 04
Sat Aug 27 1966,Eintracht Frankfurt,4-0,1 FC Koeln
Sat Aug 27 1966,Karlsruher SC,1-1,Hamburger SV
Sat Sep 3 1966,Vfb Stuttgart,2-0,TSV 1860 Muenchen
Sat Sep 3 1966,Bayern Muenchen,0-0,Hannover 96
Sat Sep 3 1966,MSV Duisburg,1-0,Werder Bremen
Sat Sep 3 1966,Hamburger SV,2-0,Bor Moenchengladbach
Sat Sep 3 1966,FC Schalke 04,1-0,1 FC Nuernberg
Sat Sep 3 1966,1 FC Kaiserslautern,5-2,Rot Weiss Essen
Sat Sep 3 1966,Borussia Dortmund,2-1,Karlsruher SC
Sat Sep 3 1966,Eintracht Braunschweig,1-0,1 FC Koeln
Sat Sep 3 1966,Fortuna Duesseldorf,2-4,Eintracht Frankfurt
Wed Sep 7 1966,Eintracht Frankfurt,0-1,Eintracht Braunschweig
Sat Sep 10 1966,TSV 1860 Muenchen,3-3,MSV Duisburg
Sat Sep 10 1966,Karlsruher SC,1-6,Bayern Muenchen
Sat Sep 10 1966,Rot Weiss Essen,1-1,Hamburger SV
Sat Sep 10 1966,Werder Bremen,2-1,FC Schalke 04
Sat Sep 10 1966,Bor Moenchengladbach,4-0,Borussia Dortmund
Sat Sep 10 1966,1 FC Koeln,3-1,Vfb Stuttgart
Sat Sep 10 1966,Hannover 96,0-2,Fortuna Duesseldorf
Sat Sep 10 1966,1 FC Nuernberg,1-2,1 FC Kaiserslautern
Sat Sep 17 1966,FC Schalke 04,1-0,TSV 1860 Muenchen
Sat Sep 17 1966,Bayern Muenchen,4-3,Bor Moenchengladbach
Sat Sep 17 1966,1 FC Kaiserslautern,2-0,Werder Bremen
Sat Sep 17 1966,Hamburger SV,0-1,1 FC Nuernberg
Sat Sep 17 1966,Borussia Dortmund,0-0,Rot Weiss Essen
Sat Sep 17 1966,MSV Duisburg,1-0,1 FC Koeln
Sat Sep 17 1966,Fortuna Duesseldorf,1-0,Karlsruher SC
Sat Sep 17 1966,Vfb Stuttgart,1-2,Eintracht Braunschweig
Sat Sep 17 1966,Hannover 96,2-1,Eintracht Frankfurt
Sat Sep 24 1966,TSV 1860 Muenchen,3-0,1 FC Kaiserslautern
Sat Sep 24 1966,Rot Weiss Essen,3-1,Bayern Muenchen
Sat Sep 24 1966,Werder Bremen,5-1,Hamburger SV
Sat Sep 24 1966,1 FC Nuernberg,2-0,Borussia Dortmund
Sat Sep 24 1966,1 FC Koeln,2-1,FC Schalke 04
Sat Sep 24 1966,Bor Moenchengladbach,3-1,Fortuna Duesseldorf
Sat Sep 24 1966,Eintracht Braunschweig,0-0,MSV Duisburg
Sat Sep 24 1966,Karlsruher SC,0-0,Hannover 96
Sat Sep 24 1966,Eintracht Frankfurt,4-0,Vfb Stuttgart
Sat Oct 1 1966,Hamburger SV,3-2,TSV 1860 Muenchen
Sat Oct 1 1966,Bayern Muenchen,0-1,1 FC Nuernberg
Sat Oct 1 1966,Borussia Dortmund,2-0,Werder Bremen
Sat Oct 1 1966,1 FC Kaiserslautern,0-0,1 FC Koeln
Sat Oct 1 1966,Fortuna Duesseldorf,2-0,Rot Weiss Essen
Sat Oct 1 1966,FC Schalke 04,0-0,Eintracht Braunschweig
Sat Oct 1 1966,Hannover 96,1-1,Bor Moenchengladbach
Sat Oct 1 1966,MSV Duisburg,0-0,Vfb Stuttgart
Sat Oct 1 1966,Karlsruher SC,3-2,Eintracht Frankfurt
Sat Oct 8 1966,TSV 1860 Muenchen,1-2,Borussia Dortmund
Sat Oct 8 1966,Werder Bremen,4-1,Bayern Muenchen
Sat Oct 8 1966,1 FC Koeln,0-0,Hamburger SV
Sat Oct 8 1966,1 FC Nuernberg,4-2,Fortuna Duesseldorf
Sat Oct 8 1966,Eintracht Braunschweig,2-0,1 FC Kaiserslautern
Sat Oct 8 1966,Rot Weiss Essen,3-0,Hannover 96
Sat Oct 8 1966,Vfb Stuttgart,1-1,FC Schalke 04
Sat Oct 8 1966,Bor Moenchengladbach,3-1,Karlsruher SC
Sat Oct 8 1966,Eintracht Frankfurt,1-0,MSV Duisburg
Sat Oct 15 1966,Bayern Muenchen,3-0,TSV 1860 Muenchen
Sat Oct 15 1966,Fortuna Duesseldorf,0-1,Werder Bremen
Sat Oct 15 1966,Hamburger SV,1-0,Eintracht Braunschweig
Sat Oct 15 1966,Hannover 96,2-0,1 FC Nuernberg
Sat Oct 15 1966,1 FC Kaiserslautern,3-3,Vfb Stuttgart
Sat Oct 15 1966,Karlsruher SC,0-1,Rot Weiss Essen
Sat Oct 15 1966,FC Schalke 04,2-1,MSV Duisburg
Sat Oct 15 1966,Bor Moenchengladbach,0-0,Eintracht Frankfurt
Sat Oct 15 1966,Borussia Dortmund,6-1,1 FC Koeln
Sat Oct 22 1966,TSV 1860 Muenchen,3-0,Fortuna Duesseldorf
Sat Oct 22 1966,Eintracht Frankfurt,4-2,FC Schalke 04
Sat Oct 22 1966,Eintracht Braunschweig,3-1,Borussia Dortmund
Sat Oct 22 1966,Werder Bremen,3-0,Hannover 96
Sat Oct 22 1966,1 FC Nuernberg,2-2,Karlsruher SC
Sat Oct 22 1966,MSV Duisburg,1-1,1 FC Kaiserslautern
Sat Oct 22 1966,Rot Weiss Essen,2-1,Bor Moenchengladbach
Sat Oct 22 1966,1 FC Koeln,2-4,Bayern Muenchen
Sat Oct 22 1966,Vfb Stuttgart,1-3,Hamburger SV
Sat Oct 29 1966,Hannover 96,2-2,TSV 1860 Muenchen
Sat Oct 29 1966,Bayern Muenchen,2-0,Eintracht Braunschweig
Sat Oct 29 1966,Karlsruher SC,4-4,Werder Bremen
Sat Oct 29 1966,Hamburger SV,0-0,MSV Duisburg
Sat Oct 29 1966,Bor Moenchengladbach,2-0,1 FC Nuernberg
Sat Oct 29 1966,1 FC Kaiserslautern,1-0,FC Schalke 04
Sat Oct 29 1966,Rot Weiss Essen,1-1,Eintracht Frankfurt
Sat Oct 29 1966,Fortuna Duesseldorf,1-3,1 FC Koeln
Sat Nov 5 1966,TSV 1860 Muenchen,3-0,Karlsruher SC
Sat Nov 5 1966,Vfb Stuttgart,2-4,Bayern Muenchen
Sat Nov 5 1966,Werder Bremen,2-2,Bor Moenchengladbach
Sat Nov 5 1966,FC Schalke 04,2-0,Hamburger SV
Sat Nov 5 1966,1 FC Nuernberg,1-1,Rot Weiss Essen
Sat Nov 5 1966,Eintracht Frankfurt,1-1,1 FC Kaiserslautern
Sat Nov 5 1966,MSV Duisburg,1-5,Borussia Dortmund
Sat Nov 5 1966,1 FC Koeln,1-1,Hannover 96
Sat Nov 5 1966,Eintracht Braunschweig,4-0,Fortuna Duesseldorf
Sat Nov 12 1966,Bor Moenchengladbach,2-3,TSV 1860 Muenchen
Sat Nov 12 1966,Bayern Muenchen,2-1,MSV Duisburg
Sat Nov 12 1966,Rot Weiss Essen,0-1,Werder Bremen
Sat Nov 12 1966,Hamburger SV,1-0,1 FC Kaiserslautern
Sat Nov 12 1966,1 FC Nuernberg,0-1,Eintracht Frankfurt
Sat Nov 12 1966,Borussia Dortmund,6-2,FC Schalke 04
Sat Nov 12 1966,Karlsruher SC,1-1,1 FC Koeln
Sat Nov 12 1966,Fortuna Duesseldorf,3-3,Vfb Stuttgart
Sat Nov 12 1966,Hannover 96,4-2,Eintracht Braunschweig
Sat Nov 26 1966,TSV 1860 Muenchen,1-0,Rot Weiss Essen
Sat Nov 26 1966,FC Schalke 04,2-1,Bayern Muenchen
Sat Nov 26 1966,Werder Bremen,4-4,1 FC Nuernberg
Sat Nov 26 1966,Eintracht Frankfurt,1-3,Hamburger SV
Sat Nov 26 1966,1 FC Kaiserslautern,1-1,Borussia Dortmund
Sat Nov 26 1966,1 FC Koeln,1-2,Bor Moenchengladbach
Sat Nov 26 1966,MSV Duisburg,1-1,Fortuna Duesseldorf
Sat Nov 26 1966,Eintracht Braunschweig,4-1,Karlsruher SC
Sat Nov 26 1966,Vfb Stuttgart,1-2,Hannover 96
Tue Nov 29 1966,Borussia Dortmund,1-1,Vfb Stuttgart
Sat Dec 3 1966,1 FC Nuernberg,2-2,TSV 1860 Muenchen
Sat Dec 3 1966,Bayern Muenchen,5-0,1 FC Kaiserslautern
Sat Dec 3 1966,Eintracht Frankfurt,4-1,Werder Bremen
Sat Dec 3 1966,Hamburger SV,1-1,Borussia Dortmund
Sat Dec 3 1966,Rot Weiss Essen,1-3,1 FC Koeln
Sat Dec 3 1966,Fortuna Duesseldorf,3-1,FC Schalke 04
Sat Dec 3 1966,Bor Moenchengladbach,0-0,Eintracht Braunschweig
Sat Dec 3 1966,Hannover 96,3-0,MSV Duisburg
Sat Dec 3 1966,Karlsruher SC,4-1,Vfb Stuttgart
Sat Dec 10 1966,TSV 1860 Muenchen,2-1,Werder Bremen
Sat Dec 10 1966,Hamburger SV,3-1,Bayern Muenchen
Sat Dec 10 1966,Eintracht Braunschweig,0-0,Rot Weiss Essen
Sat Dec 10 1966,FC Schalke 04,2-1,Hannover 96
Sat Dec 10 1966,Vfb Stuttgart,0-2,Bor Moenchengladbach
Sat Dec 17 1966,Hannover 96,2-1,1 FC Kaiserslautern
Sat Dec 17 1966,Eintracht Frankfurt,3-3,TSV 1860 Muenchen
