Date,Team 1,FT,Team 2
Fri Aug 11 1978,MSV Duisburg,1-1,Arminia Bielefeld
Sat Aug 12 1978,FC Schalke 04,4-0,Eintracht Frankfurt
Sat Aug 12 1978,Borussia Dortmund,1-0,Bayern Muenchen
Sat Aug 12 1978,Hamburger SV,3-0,Bor Moenchengladbach
Sat Aug 12 1978,Fortuna Duesseldorf,3-1,Werder Bremen
Sat Aug 12 1978,1 FC Nuernberg,0-2,Vfl Bochum
Sat Aug 12 1978,1 FC Kaiserslautern,5-1,Vfb Stuttgart
Sat Aug 12 1978,SV Darmstadt 98,0-0,Hertha BSC Berlin
Sat Aug 12 1978,Eintracht Braunschweig,1-0,1 FC Koeln
Thu Aug 17 1978,Hertha BSC Berlin,0-3,1 FC Kaiserslautern
Sat Aug 19 1978,1 FC Koeln,2-1,SV Darmstadt 98
Sat Aug 19 1978,Vfb Stuttgart,4-0,1 FC Nuernberg
Sat Aug 19 1978,Vfl Bochum,2-2,Fortuna Duesseldorf
Sat Aug 19 1978,Werder Bremen,1-1,Hamburger SV
Sat Aug 19 1978,Bor Moenchengladbach,2-2,Borussia Dortmund
Sat Aug 19 1978,Bayern Muenchen,6-2,MSV Duisburg
Sat Aug 19 1978,Arminia Bielefeld,3-2,FC Schalke 04
Sat Aug 19 1978,Eintracht Frankfurt,3-1,Eintracht Braunschweig
Fri Aug 25 1978,Borussia Dortmund,1-0,Werder Bremen
Fri Aug 25 1978,Fortuna Duesseldorf,2-0,Vfb Stuttgart
Sat Aug 26 1978,FC Schalke 04,2-1,Bayern Muenchen
Sat Aug 26 1978,MSV Duisburg,0-3,Bor Moenchengladbach
Sat Aug 26 1978,Hamburger SV,1-1,Vfl Bochum
Sat Aug 26 1978,1 FC Nuernberg,2-1,Hertha BSC Berlin
Sat Aug 26 1978,1 FC Kaiserslautern,1-1,1 FC Koeln
Sat Aug 26 1978,Eintracht Frankfurt,1-0,Arminia Bielefeld
Sat Aug 26 1978,Eintracht Braunschweig,4-1,SV Darmstadt 98
Sat Sep 2 1978,1 FC Koeln,2-0,1 FC Nuernberg
Sat Sep 2 1978,Vfb Stuttgart,1-0,Hamburger SV
Sat Sep 2 1978,Vfl Bochum,4-1,Borussia Dortmund
Sat Sep 2 1978,Werder Bremen,3-2,MSV Duisburg
Sat Sep 2 1978,Bor Moenchengladbach,0-0,FC Schalke 04
Sat Sep 2 1978,Bayern Muenchen,3-1,Eintracht Frankfurt
Sat Sep 2 1978,Arminia Bielefeld,2-2,Eintracht Braunschweig
Sat Sep 2 1978,SV Darmstadt 98,2-2,1 FC Kaiserslautern
Sat Sep 2 1978,Hertha BSC Berlin,4-1,Fortuna Duesseldorf
Fri Sep 8 1978,FC Schalke 04,2-1,Werder Bremen
Fri Sep 8 1978,MSV Duisburg,1-0,Vfl Bochum
Sat Sep 9 1978,Borussia Dortmund,4-3,Vfb Stuttgart
Sat Sep 9 1978,Hamburger SV,4-1,Hertha BSC Berlin
Sat Sep 9 1978,Fortuna Duesseldorf,1-1,1 FC Koeln
Sat Sep 9 1978,1 FC Nuernberg,3-2,SV Darmstadt 98
Sat Sep 9 1978,Arminia Bielefeld,0-2,Bayern Muenchen
Sat Sep 9 1978,Eintracht Frankfurt,2-0,Bor Moenchengladbach
Sat Sep 9 1978,Eintracht Braunschweig,0-0,1 FC Kaiserslautern
Sat Sep 16 1978,1 FC Koeln,1-3,Hamburger SV
Sat Sep 16 1978,Vfb Stuttgart,2-0,MSV Duisburg
Sat Sep 16 1978,Vfl Bochum,2-2,FC Schalke 04
Sat Sep 16 1978,Werder Bremen,0-2,Eintracht Frankfurt
