Date,Team 1,FT,Team 2
Wed Jul 19 1978,OGC Nice,3-1,Angers Sco
Wed Jul 19 1978,Stade Reims,2-0,Paris Saint Germain
Wed Jul 19 1978,Lille OSC,4-3,As Nancy
Wed Jul 19 1978,FC Nantes,2-1,Stade Laval
Wed Jul 19 1978,FC Metz,2-1,Olympique Marseille
Wed Jul 19 1978,As Saint Etienne,2-1,SC Bastia
Wed Jul 19 1978,RC Strasbourg,1-0,Olympique Lyon
Wed Jul 19 1978,Nimes Olympique,1-0,As Monaco
Wed Jul 19 1978,Girondins Bordeaux,1-1,FC Sochaux
Wed Jul 19 1978,Paris FC,0-2,Valenciennes FC
Tue Jul 25 1978,Olympique Lyon,1-1,Stade Reims
Tue Jul 25 1978,Valenciennes FC,4-2,Lille OSC
Tue Jul 25 1978,Paris Saint Germain,0-2,FC Metz
Tue Jul 25 1978,Stade Laval,2-2,RC Strasbourg
Tue Jul 25 1978,FC Sochaux,2-1,OGC Nice
Tue Jul 25 1978,SC Bastia,5-1,Paris FC
Tue Jul 25 1978,As Nancy,3-0,Nimes Olympique
Tue Jul 25 1978,Olympique Marseille,2-0,As Saint Etienne
Tue Jul 25 1978,As Monaco,2-1,FC Nantes
Tue Jul 25 1978,Angers Sco,0-0,Girondins Bordeaux
Fri Jul 28 1978,FC Metz,1-0,Valenciennes FC
Fri Jul 28 1978,RC Strasbourg,2-1,FC Nantes
Fri Jul 28 1978,OGC Nice,4-2,Olympique Marseille
Fri Jul 28 1978,Stade Reims,1-1,Stade Laval
Fri Jul 28 1978,Girondins Bordeaux,2-0,SC Bastia
Fri Jul 28 1978,Lille OSC,4-2,As Monaco
Fri Jul 28 1978,As Saint Etienne,3-1,FC Sochaux
Fri Jul 28 1978,Angers Sco,2-1,As Nancy
Fri Jul 28 1978,Paris FC,0-0,Olympique Lyon
Fri Jul 28 1978,Nimes Olympique,1-2,Paris Saint Germain
Wed Aug 2 1978,Stade Laval,0-1,FC Metz
Wed Aug 2 1978,As Monaco,0-2,RC Strasbourg
Wed Aug 2 1978,FC Sochaux,4-0,Angers Sco
Wed Aug 2 1978,Valenciennes FC,0-0,As Saint Etienne
Wed Aug 2 1978,Olympique Marseille,0-0,Girondins Bordeaux
Wed Aug 2 1978,Paris Saint Germain,0-0,Lille OSC
Wed Aug 2 1978,As Nancy,5-1,Paris FC
Wed Aug 2 1978,SC Bastia,5-2,OGC Nice
Wed Aug 2 1978,FC Nantes,2-0,Stade Reims
Wed Aug 2 1978,Olympique Lyon,3-1,Nimes Olympique
Tue Aug 8 1978,Stade Reims,1-1,RC Strasbourg
