Date,Team 1,FT,Team 2
Fri Aug 18 1978,Grazer Ak,1-2,RB Salzburg
Fri Aug 18 1978,Rapid Wien,3-1,Austria Wien
Fri Aug 18 1978,First Vienna FC,1-1,FC Wacker Innsbruck
Fri Aug 18 1978,FC Blau Weiss Linz,1-0,Sturm Graz
Sat Aug 19 1978,FC Admira Wacker,3-2,Wiener Sportklub
Fri Aug 25 1978,Austria Wien,1-3,FC Blau Weiss Linz
Fri Aug 25 1978,Sturm Graz,2-0,FC Admira Wacker
Fri Aug 25 1978,RB Salzburg,1-0,Rapid Wien
Fri Aug 25 1978,First Vienna FC,3-3,Grazer Ak
Fri Aug 25 1978,FC Wacker Innsbruck,0-3,Wiener Sportklub
Fri Sep 1 1978,Grazer Ak,1-0,FC Wacker Innsbruck
Fri Sep 1 1978,FC Blau Weiss Linz,1-0,RB Salzburg
Fri Sep 1 1978,Wiener Sportklub,3-0,Sturm Graz
Sat Sep 2 1978,FC Admira Wacker,1-1,Austria Wien
Sat Sep 2 1978,Rapid Wien,2-1,First Vienna FC
Fri Sep 8 1978,RB Salzburg,1-0,FC Admira Wacker
Fri Sep 8 1978,FC Wacker Innsbruck,1-1,Sturm Graz
Sat Sep 9 1978,Austria Wien,3-1,Wiener Sportklub
Sat Sep 9 1978,Grazer Ak,1-1,Rapid Wien
Sat Sep 9 1978,First Vienna FC,1-0,FC Blau Weiss Linz
Fri Sep 15 1978,Rapid Wien,2-0,FC Wacker Innsbruck
Fri Sep 15 1978,FC Blau Weiss Linz,1-2,Grazer Ak
Sat Sep 16 1978,FC Admira Wacker,3-3,First Vienna FC
Sat Sep 16 1978,Sturm Graz,0-3,Austria Wien
Sun Sep 17 1978,Wiener Sportklub,6-1,RB Salzburg
Fri Sep 22 1978,Grazer Ak,0-1,FC Admira Wacker
Fri Sep 22 1978,Rapid Wien,0-1,FC Blau Weiss Linz
Fri Sep 22 1978,RB Salzburg,2-0,Sturm Graz
Sat Sep 23 1978,FC Wacker Innsbruck,4-0,Austria Wien
Sun Sep 24 1978,First Vienna FC,2-2,Wiener Sportklub
Fri Sep 29 1978,FC Admira Wacker,0-1,Rapid Wien
Fri Sep 29 1978,FC Blau Weiss Linz,3-1,FC Wacker Innsbruck
Fri Sep 29 1978,Wiener Sportklub,1-1,Grazer Ak
Sat Sep 30 1978,Sturm Graz,3-1,First Vienna FC
Sun Oct 1 1978,Austria Wien,4-1,RB Salzburg
Fri Oct 6 1978,Grazer Ak,1-2,Sturm Graz
Fri Oct 6 1978,Rapid Wien,1-0,Wiener Sportklub
Fri Oct 6 1978,FC Blau Weiss Linz,1-0,FC Admira Wacker
Sat Oct 7 1978,First Vienna FC,1-3,Austria Wien
Sat Oct 7 1978,FC Wacker Innsbruck,4-1,RB Salzburg
Fri Oct 13 1978,Austria Wien,4-1,Grazer Ak
Fri Oct 13 1978,Sturm Graz,0-0,Rapid Wien
Fri Oct 13 1978,RB Salzburg,2-0,First Vienna FC
Sat Oct 14 1978,FC Admira Wacker,1-1,FC Wacker Innsbruck
Sat Oct 14 1978,Wiener Sportklub,0-0,FC Blau Weiss Linz
Fri Oct 20 1978,Sturm Graz,2-2,FC Blau Weiss Linz
Fri Oct 20 1978,RB Salzburg,2-0,Grazer Ak
Sat Oct 21 1978,FC Wacker Innsbruck,3-0,First Vienna FC
Sat Oct 21 1978,Wiener Sportklub,2-1,FC Admira Wacker
Sun Oct 22 1978,Austria Wien,5-1,Rapid Wien
Sat Oct 28 1978,FC Admira Wacker,3-1,Sturm Graz
Sat Oct 28 1978,Grazer Ak,0-1,First Vienna FC
Sat Oct 28 1978,Rapid Wien,4-0,RB Salzburg
Sat Oct 28 1978,FC Blau Weiss Linz,1-2,Austria Wien
Sun Oct 29 1978,Wiener Sportklub,0-0,FC Wacker Innsbruck
Sat Nov 4 1978,Sturm Graz,3-2,Wiener Sportklub
Sat Nov 4 1978,RB Salzburg,1-0,FC Blau Weiss Linz
Sat Nov 4 1978,First Vienna FC,3-2,Rapid Wien
Sat Nov 4 1978,FC Wacker Innsbruck,5-1,Grazer Ak
Sun Nov 5 1978,Austria Wien,1-0,FC Admira Wacker
Fri Nov 10 1978,Wiener Sportklub,1-3,Austria Wien
Sat Nov 11 1978,FC Admira Wacker,2-0,RB Salzburg
Sat Nov 11 1978,Rapid Wien,3-1,Grazer Ak
Sat Nov 11 1978,Sturm Graz,2-0,FC Wacker Innsbruck
Sat Nov 11 1978,FC Blau Weiss Linz,3-2,First Vienna FC
Sat Nov 18 1978,Grazer Ak,3-0,FC Blau Weiss Linz
Sat Nov 18 1978,RB Salzburg,0-0,Wiener Sportklub
Sat Nov 18 1978,First Vienna FC,2-1,FC Admira Wacker
Sat Nov 18 1978,FC Wacker Innsbruck,0-2,Rapid Wien
Sun Nov 19 1978,Austria Wien,4-1,Sturm Graz
Sat Nov 25 1978,FC Admira Wacker,0-0,Grazer Ak
Sat Nov 25 1978,Austria Wien,3-0,FC Wacker Innsbruck
