Date,Team 1,FT,Team 2
Sat Jul 5 1997,Gremio Porto Alegre,0-0,Sao Paulo FC
Sat Jul 5 1997,Se Palmeiras,4-1,Fluminense RJ
Sat Jul 5 1997,Parana Clube,2-1,Sport Club Recife
Sat Jul 5 1997,Juventude RS,0-0,Goias EC
Sat Jul 5 1997,Corinthians SP,1-3,Internacional
Sat Jul 5 1997,Portuguesa,1-0,Coritiba FC
Sat Jul 5 1997,Bragantino,3-1,EC Bahia
Sat Jul 5 1997,Flamengo RJ,2-3,Santos FC
Sat Jul 5 1997,Cruzeiro EC,3-1,Guarani FC
Sat Jul 5 1997,Atletico Paranaense,2-0,Uniao Sao Joao Esporte Clube
Sat Jul 5 1997,America RN,1-1,Criciuma EC
Sat Jul 5 1997,Vasco Da Gama,2-0,Atletico Mineiro
Sat Jul 5 1997,EC Vitoria Ba,3-2,Botafogo RJ
Wed Jul 9 1997,EC Bahia,1-0,Flamengo RJ
Wed Jul 9 1997,Criciuma EC,1-1,Corinthians SP
Wed Jul 9 1997,Fluminense RJ,1-1,Cruzeiro EC
Wed Jul 9 1997,Internacional,2-1,Portuguesa
Wed Jul 9 1997,Guarani FC,3-1,Atletico Paranaense
Wed Jul 9 1997,Uniao Sao Joao Esporte Clube,0-2,Parana Clube
Wed Jul 9 1997,Coritiba FC,1-1,EC Vitoria Ba
Wed Jul 9 1997,Goias EC,6-0,Gremio Porto Alegre
Wed Jul 9 1997,Sport Club Recife,1-1,America RN
Wed Jul 9 1997,Atletico Mineiro,0-1,Se Palmeiras
Wed Jul 9 1997,Sao Paulo FC,1-1,Bragantino
Wed Jul 9 1997,Botafogo RJ,0-2,Juventude RS
Sat Jul 12 1997,Goias EC,0-0,Botafogo RJ
Sat Jul 12 1997,Parana Clube,2-0,Santos FC
Sat Jul 12 1997,Coritiba FC,2-0,Sport Club Recife
Sat Jul 12 1997,Flamengo RJ,2-0,Criciuma EC
Sat Jul 12 1997,Bragantino,3-1,Fluminense RJ
Sat Jul 12 1997,Se Palmeiras,1-1,Guarani FC
Sat Jul 12 1997,Corinthians SP,1-0,Juventude RS
Sat Jul 12 1997,EC Vitoria Ba,4-4,Portuguesa
Sat Jul 12 1997,Gremio Porto Alegre,1-1,Uniao Sao Joao Esporte Clube
Sat Jul 12 1997,Atletico Paranaense,4-2,Atletico Mineiro
Sat Jul 12 1997,Cruzeiro EC,0-0,Internacional
Sat Jul 12 1997,America RN,1-1,EC Bahia
Sat Jul 12 1997,Vasco Da Gama,2-1,Sao Paulo FC
Wed Jul 16 1997,Fluminense RJ,0-0,EC Vitoria Ba
Wed Jul 16 1997,Juventude RS,2-1,Se Palmeiras
Wed Jul 16 1997,Portuguesa,3-0,Gremio Porto Alegre
Wed Jul 16 1997,Parana Clube,4-0,Bragantino
Wed Jul 16 1997,EC Bahia,1-1,Coritiba FC
Wed Jul 16 1997,Criciuma EC,1-3,Guarani FC
Wed Jul 16 1997,America RN,3-1,Uniao Sao Joao Esporte Clube
Wed Jul 16 1997,Sport Club Recife,3-1,Atletico Paranaense
Wed Jul 16 1997,Goias EC,1-4,Flamengo RJ
Wed Jul 16 1997,Corinthians SP,2-1,Vasco Da Gama
Wed Jul 16 1997,Cruzeiro EC,0-5,Sao Paulo FC
Wed Jul 16 1997,Botafogo RJ,2-0,Atletico Mineiro
Wed Jul 16 1997,Internacional,2-0,Santos FC
Sat Jul 19 1997,Portuguesa,3-0,Flamengo RJ
Sat Jul 19 1997,Guarani FC,2-2,Corinthians SP
Sat Jul 19 1997,Atletico Paranaense,4-3,EC Bahia
Sat Jul 19 1997,Vasco Da Gama,3-3,Juventude RS
Sat Jul 19 1997,Sao Paulo FC,2-1,Fluminense RJ
Sat Jul 19 1997,Coritiba FC,3-3,Botafogo RJ
Sat Jul 19 1997,Se Palmeiras,4-0,America RN
Sat Jul 19 1997,Santos FC,3-0,Goias EC
Sat Jul 19 1997,Bragantino,1-0,Criciuma EC
Sat Jul 19 1997,Uniao Sao Joao Esporte Clube,2-2,Internacional
Sat Jul 19 1997,Atletico Mineiro,2-1,Cruzeiro EC
Sat Jul 19 1997,Gremio Porto Alegre,1-1,Parana Clube
Sat Jul 19 1997,EC Vitoria Ba,3-1,Sport Club Recife
Wed Jul 23 1997,Santos FC,3-0,Gremio Porto Alegre
