Date,Team 1,FT,Team 2
Fri Aug 24 1984,Werder Bremen,1-0,KSC Uerdingen 05
Fri Aug 24 1984,Vfl Bochum,3-3,Eintracht Frankfurt
Fri Aug 24 1984,Bor Moenchengladbach,3-1,FC Schalke 04
Sat Aug 25 1984,Arminia Bielefeld,1-3,Bayern Muenchen
Sat Aug 25 1984,Eintracht Braunschweig,1-3,1 FC Koeln
Sat Aug 25 1984,1 FC Kaiserslautern,2-1,Vfb Stuttgart
Sat Aug 25 1984,Karlsruher SC,3-2,Waldhof Mannheim
Sat Aug 25 1984,Bayer Leverkusen,4-3,Fortuna Duesseldorf
Sat Aug 25 1984,Borussia Dortmund,1-2,Hamburger SV
Tue Aug 28 1984,Eintracht Frankfurt,2-0,Bayer Leverkusen
Tue Aug 28 1984,Vfb Stuttgart,6-1,Eintracht Braunschweig
Tue Aug 28 1984,KSC Uerdingen 05,2-1,Borussia Dortmund
Wed Aug 29 1984,Waldhof Mannheim,1-1,1 FC Kaiserslautern
Wed Aug 29 1984,Hamburger SV,1-1,Bor Moenchengladbach
Wed Aug 29 1984,Fortuna Duesseldorf,2-2,Karlsruher SC
Wed Aug 29 1984,Bayern Muenchen,4-2,Werder Bremen
Wed Aug 29 1984,FC Schalke 04,2-3,Vfl Bochum
Tue Sep 4 1984,1 FC Koeln,1-1,Arminia Bielefeld
Wed Sep 5 1984,Vfb Stuttgart,1-3,Bayern Muenchen
Fri Sep 7 1984,Karlsruher SC,2-2,Eintracht Frankfurt
Fri Sep 7 1984,Bayer Leverkusen,2-2,FC Schalke 04
Fri Sep 7 1984,Borussia Dortmund,2-3,Bor Moenchengladbach
Sat Sep 8 1984,Werder Bremen,6-2,1 FC Koeln
Sat Sep 8 1984,Arminia Bielefeld,2-7,Vfb Stuttgart
Sat Sep 8 1984,Eintracht Braunschweig,0-1,Waldhof Mannheim
Sat Sep 8 1984,1 FC Kaiserslautern,3-1,Fortuna Duesseldorf
Sat Sep 8 1984,Vfl Bochum,0-0,Hamburger SV
Sat Sep 8 1984,KSC Uerdingen 05,1-3,Bayern Muenchen
Sat Sep 15 1984,Hamburger SV,1-1,Bayer Leverkusen
Sat Sep 15 1984,Eintracht Frankfurt,1-1,1 FC Kaiserslautern
Sat Sep 15 1984,Fortuna Duesseldorf,4-1,Eintracht Braunschweig
Sat Sep 15 1984,Waldhof Mannheim,0-0,Arminia Bielefeld
Sat Sep 15 1984,Vfb Stuttgart,1-3,Werder Bremen
Sat Sep 15 1984,1 FC Koeln,1-5,KSC Uerdingen 05
Sat Sep 15 1984,Bayern Muenchen,1-0,Borussia Dortmund
Sat Sep 15 1984,Bor Moenchengladbach,4-3,Vfl Bochum
Sat Sep 15 1984,FC Schalke 04,3-1,Karlsruher SC
Fri Sep 21 1984,Eintracht Braunschweig,5-0,Eintracht Frankfurt
Fri Sep 21 1984,1 FC Kaiserslautern,2-2,FC Schalke 04
Fri Sep 21 1984,Borussia Dortmund,3-0,Vfl Bochum
Sat Sep 22 1984,Werder Bremen,1-1,Waldhof Mannheim
Sat Sep 22 1984,Arminia Bielefeld,1-1,Fortuna Duesseldorf
Sat Sep 22 1984,Karlsruher SC,1-1,Hamburger SV
Sat Sep 22 1984,Bayer Leverkusen,3-2,Bor Moenchengladbach
Sat Sep 22 1984,Bayern Muenchen,2-0,1 FC Koeln
Sat Sep 22 1984,KSC Uerdingen 05,3-2,Vfb Stuttgart
Fri Sep 28 1984,Eintracht Frankfurt,3-0,Arminia Bielefeld
Fri Sep 28 1984,FC Schalke 04,3-2,Eintracht Braunschweig
Sat Sep 29 1984,Hamburger SV,3-2,1 FC Kaiserslautern
Sat Sep 29 1984,Fortuna Duesseldorf,3-2,Werder Bremen
Sat Sep 29 1984,Waldhof Mannheim,2-1,KSC Uerdingen 05
Sat Sep 29 1984,1 FC Koeln,6-1,Borussia Dortmund
Sat Sep 29 1984,Vfl Bochum,0-0,Bayer Leverkusen
Sat Sep 29 1984,Bor Moenchengladbach,3-3,Karlsruher SC
Fri Oct 5 1984,Karlsruher SC,1-1,Vfl Bochum
Fri Oct 5 1984,KSC Uerdingen 05,5-2,Fortuna Duesseldorf
Fri Oct 5 1984,Borussia Dortmund,2-1,Bayer Leverkusen
Sat Oct 6 1984,Werder Bremen,3-3,Eintracht Frankfurt
Sat Oct 6 1984,Arminia Bielefeld,2-1,FC Schalke 04
Sat Oct 6 1984,Eintracht Braunschweig,3-1,Hamburger SV
Sat Oct 6 1984,1 FC Kaiserslautern,2-0,Bor Moenchengladbach
Sat Oct 6 1984,1 FC Koeln,1-1,Vfb Stuttgart
Sat Oct 6 1984,Bayern Muenchen,1-2,Waldhof Mannheim
Wed Oct 10 1984,Hamburger SV,4-0,Arminia Bielefeld
Wed Oct 10 1984,Eintracht Frankfurt,3-2,KSC Uerdingen 05
Wed Oct 10 1984,Fortuna Duesseldorf,0-2,Bayern Muenchen
Wed Oct 10 1984,Vfb Stuttgart,2-0,Borussia Dortmund
Wed Oct 10 1984,Bayer Leverkusen,4-1,Karlsruher SC
Wed Oct 10 1984,FC Schalke 04,2-2,Werder Bremen
Thu Oct 11 1984,Bor Moenchengladbach,10-0,Eintracht Braunschweig
Fri Oct 19 1984,Eintracht Braunschweig,1-3,Vfl Bochum
Fri Oct 19 1984,1 FC Kaiserslautern,3-3,Bayer Leverkusen
Fri Oct 19 1984,KSC Uerdingen 05,1-1,FC Schalke 04
Sat Oct 20 1984,Werder Bremen,5-2,Hamburger SV
Sat Oct 20 1984,Arminia Bielefeld,3-3,Bor Moenchengladbach
Sat Oct 20 1984,1 FC Koeln,4-2,Fortuna Duesseldorf
Sat Oct 20 1984,Bayern Muenchen,4-2,Eintracht Frankfurt
Sat Oct 20 1984,Borussia Dortmund,0-2,Karlsruher SC
Sat Oct 20 1984,Vfb Stuttgart,3-0,Waldhof Mannheim
Tue Oct 23 1984,Vfl Bochum,3-0,1 FC Kaiserslautern
Fri Oct 26 1984,Karlsruher SC,0-0,1 FC Kaiserslautern
Fri Oct 26 1984,Vfl Bochum,1-1,Arminia Bielefeld
Sat Oct 27 1984,Waldhof Mannheim,1-2,Borussia Dortmund
Sat Oct 27 1984,Hamburger SV,1-1,KSC Uerdingen 05
Sat Oct 27 1984,Eintracht Frankfurt,1-4,1 FC Koeln
Sat Oct 27 1984,Fortuna Duesseldorf,2-2,Vfb Stuttgart
Sat Oct 27 1984,Bayer Leverkusen,0-3,Eintracht Braunschweig
Sat Oct 27 1984,Bor Moenchengladbach,1-1,Werder Bremen
Sat Oct 27 1984,FC Schalke 04,1-1,Bayern Muenchen
Fri Nov 2 1984,Werder Bremen,2-2,Vfl Bochum
Fri Nov 2 1984,Vfb Stuttgart,4-2,Eintracht Frankfurt
Fri Nov 2 1984,KSC Uerdingen 05,3-2,Bor Moenchengladbach
Sat Nov 3 1984,Waldhof Mannheim,2-1,Fortuna Duesseldorf
Sat Nov 3 1984,Arminia Bielefeld,1-1,Bayer Leverkusen
Sat Nov 3 1984,Eintracht Braunschweig,3-1,Karlsruher SC
Sat Nov 3 1984,1 FC Koeln,4-1,FC Schalke 04
Sat Nov 3 1984,Bayern Muenchen,1-1,Hamburger SV
Sat Nov 3 1984,Borussia Dortmund,0-3,1 FC Kaiserslautern
Fri Nov 9 1984,Fortuna Duesseldorf,0-0,Borussia Dortmund
Fri Nov 9 1984,1 FC Kaiserslautern,1-0,Eintracht Braunschweig
Fri Nov 9 1984,Vfl Bochum,1-0,KSC Uerdingen 05
Sat Nov 10 1984,Hamburger SV,3-1,1 FC Koeln
Sat Nov 10 1984,Eintracht Frankfurt,7-2,Waldhof Mannheim
Sat Nov 10 1984,Karlsruher SC,4-0,Arminia Bielefeld
Sat Nov 10 1984,Bayer Leverkusen,0-0,Werder Bremen
Sat Nov 10 1984,FC Schalke 04,4-3,Vfb Stuttgart
Tue Nov 13 1984,Vfb Stuttgart,1-1,Hamburger SV
Tue Nov 13 1984,KSC Uerdingen 05,2-1,Bayer Leverkusen
Tue Nov 13 1984,Borussia Dortmund,3-1,Eintracht Braunschweig
Tue Nov 13 1984,Arminia Bielefeld,1-1,1 FC Kaiserslautern
Tue Nov 13 1984,Fortuna Duesseldorf,3-1,Eintracht Frankfurt
Tue Nov 13 1984,1 FC Koeln,1-5,Bor Moenchengladbach
Tue Nov 13 1984,Bayern Muenchen,2-2,Vfl Bochum
Wed Nov 14 1984,Werder Bremen,7-1,Karlsruher SC
Sat Nov 17 1984,Hamburger SV,5-2,Waldhof Mannheim
Sat Nov 17 1984,Eintracht Frankfurt,2-1,Borussia Dortmund
Sat Nov 17 1984,Eintracht Braunschweig,0-0,Arminia Bielefeld
Sat Nov 17 1984,1 FC Kaiserslautern,2-2,Werder Bremen
Sat Nov 17 1984,Karlsruher SC,0-4,KSC Uerdingen 05
Sat Nov 17 1984,Bayer Leverkusen,3-0,Bayern Muenchen
Sat Nov 17 1984,Vfl Bochum,1-3,1 FC Koeln
Sat Nov 17 1984,Bor Moenchengladbach,2-1,Vfb Stuttgart
Sat Nov 17 1984,FC Schalke 04,1-0,Fortuna Duesseldorf
Sat Nov 24 1984,Waldhof Mannheim,1-3,Bor Moenchengladbach
Sat Nov 24 1984,Werder Bremen,4-1,Eintracht Braunschweig
Sat Nov 24 1984,Fortuna Duesseldorf,4-2,Hamburger SV
Sat Nov 24 1984,Vfb Stuttgart,1-2,Vfl Bochum
Sat Nov 24 1984,Bayern Muenchen,6-2,Karlsruher SC
Sat Nov 24 1984,FC Schalke 04,1-3,Eintracht Frankfurt
Tue Nov 27 1984,KSC Uerdingen 05,3-0,1 FC Kaiserslautern
Fri Nov 30 1984,Bayer Leverkusen,0-2,Vfb Stuttgart
Fri Nov 30 1984,Vfl Bochum,0-1,Waldhof Mannheim
Fri Nov 30 1984,Bor Moenchengladbach,0-2,Fortuna Duesseldorf
Sat Dec 1 1984,Hamburger SV,2-0,Eintracht Frankfurt
Sat Dec 1 1984,Arminia Bielefeld,3-4,Werder Bremen
Sat Dec 1 1984,Eintracht Braunschweig,0-0,KSC Uerdingen 05
Sat Dec 1 1984,1 FC Kaiserslautern,0-1,Bayern Muenchen
Sat Dec 1 1984,Karlsruher SC,1-4,1 FC Koeln
Sat Dec 1 1984,Borussia Dortmund,4-1,FC Schalke 04
Tue Dec 4 1984,1 FC Koeln,3-1,Bayer Leverkusen
Fri Dec 7 1984,Werder Bremen,6-0,Borussia Dortmund
Sat Dec 8 1984,Waldhof Mannheim,2-1,Bayer Leverkusen
Sat Dec 8 1984,Eintracht Frankfurt,1-1,Bor Moenchengladbach
Sat Dec 8 1984,Fortuna Duesseldorf,0-2,Vfl Bochum
Sat Dec 8 1984,Vfb Stuttgart,5-0,Karlsruher SC
Sat Dec 8 1984,1 FC Koeln,2-0,1 FC Kaiserslautern
Sat Dec 8 1984,Bayern Muenchen,3-0,Eintracht Braunschweig
Sat Dec 8 1984,KSC Uerdingen 05,1-0,Arminia Bielefeld
Sat Dec 8 1984,FC Schalke 04,3-0,Hamburger SV
Tue Dec 11 1984,Bor Moenchengladbach,3-2,Bayern Muenchen
Sat Dec 22 1984,Waldhof Mannheim,1-2,1 FC Koeln
Sat Jan 26 1985,Waldhof Mannheim,5-2,FC Schalke 04
Fri Feb 1 1985,1 FC Koeln,1-0,Eintracht Braunschweig
Sat Feb 2 1985,Waldhof Mannheim,3-0,Karlsruher SC
Sat Feb 2 1985,KSC Uerdingen 05,3-1,Werder Bremen
Sat Feb 2 1985,Bayern Muenchen,3-3,Arminia Bielefeld
Sat Feb 2 1985,Vfb Stuttgart,5-0,1 FC Kaiserslautern
Sat Feb 2 1985,Fortuna Duesseldorf,3-2,Bayer Leverkusen
Sat Feb 2 1985,Eintracht Frankfurt,1-1,Vfl Bochum
Sat Feb 2 1985,FC Schalke 04,4-1,Bor Moenchengladbach
Sat Feb 2 1985,Hamburger SV,4-2,Borussia Dortmund
Sat Feb 9 1985,Karlsruher SC,2-2,Fortuna Duesseldorf
Sat Feb 9 1985,Eintracht Braunschweig,3-1,Vfb Stuttgart
Sat Feb 9 1985,Werder Bremen,4-2,Bayern Muenchen
Sat Feb 16 1985,Arminia Bielefeld,3-0,Borussia Dortmund
Sat Feb 16 1985,Vfl Bochum,0-1,FC Schalke 04
Sat Feb 16 1985,Eintracht Frankfurt,4-2,Karlsruher SC
Tue Feb 26 1985,Bayern Muenchen,2-1,KSC Uerdingen 05
Wed Feb 27 1985,Vfb Stuttgart,2-0,Arminia Bielefeld
Sat Mar 2 1985,Bayer Leverkusen,2-0,Hamburger SV
Sat Mar 2 1985,1 FC Kaiserslautern,2-1,Eintracht Frankfurt
Sat Mar 2 1985,Eintracht Braunschweig,1-0,Fortuna Duesseldorf
Sat Mar 2 1985,Arminia Bielefeld,0-1,Waldhof Mannheim
Sat Mar 2 1985,Werder Bremen,3-1,Vfb Stuttgart
Sat Mar 2 1985,KSC Uerdingen 05,2-1,1 FC Koeln
Sat Mar 2 1985,Borussia Dortmund,1-1,Bayern Muenchen
Tue Mar 5 1985,Bayer Leverkusen,3-1,Eintracht Frankfurt
Tue Mar 5 1985,Vfl Bochum,0-2,Bor Moenchengladbach
Fri Mar 8 1985,FC Schalke 04,1-1,1 FC Kaiserslautern
Fri Mar 8 1985,Vfb Stuttgart,5-2,KSC Uerdingen 05
Sat Mar 9 1985,Waldhof Mannheim,1-1,Werder Bremen
Sat Mar 9 1985,Fortuna Duesseldorf,1-1,Arminia Bielefeld
Sat Mar 9 1985,Eintracht Frankfurt,2-0,Eintracht Braunschweig
Sat Mar 9 1985,Hamburger SV,0-0,Karlsruher SC
Sat Mar 9 1985,Bor Moenchengladbach,1-1,Bayer Leverkusen
Sat Mar 9 1985,1 FC Koeln,0-2,Bayern Muenchen
Sat Mar 9 1985,Vfl Bochum,4-1,Borussia Dortmund
Tue Mar 12 1985,1 FC Kaiserslautern,1-1,Waldhof Mannheim
Tue Mar 12 1985,FC Schalke 04,4-2,Bayer Leverkusen
Wed Mar 13 1985,Arminia Bielefeld,1-0,1 FC Koeln
Sat Mar 16 1985,Arminia Bielefeld,2-2,Eintracht Frankfurt
Sat Mar 16 1985,Werder Bremen,2-1,Fortuna Duesseldorf
Sat Mar 16 1985,KSC Uerdingen 05,2-2,Waldhof Mannheim
Sat Mar 16 1985,Bayern Muenchen,3-2,Vfb Stuttgart
Sat Mar 16 1985,Borussia Dortmund,2-0,1 FC Koeln
Sat Mar 16 1985,Bayer Leverkusen,1-1,Vfl Bochum
Sat Mar 16 1985,Karlsruher SC,0-1,Bor Moenchengladbach
Sat Mar 16 1985,Eintracht Braunschweig,4-2,FC Schalke 04
Tue Mar 19 1985,Bor Moenchengladbach,0-1,Hamburger SV
Fri Mar 22 1985,Vfl Bochum,5-2,Karlsruher SC
Sat Mar 23 1985,Eintracht Frankfurt,1-3,Werder Bremen
Sat Mar 23 1985,FC Schalke 04,3-0,Arminia Bielefeld
Sat Mar 23 1985,Hamburger SV,5-0,Eintracht Braunschweig
Sat Mar 23 1985,Bor Moenchengladbach,7-0,1 FC Kaiserslautern
Sat Mar 23 1985,Vfb Stuttgart,3-1,1 FC Koeln
Sat Mar 23 1985,Waldhof Mannheim,0-0,Bayern Muenchen
Sat Mar 23 1985,Fortuna Duesseldorf,2-2,KSC Uerdingen 05
Sat Mar 23 1985,Bayer Leverkusen,0-1,Borussia Dortmund
Sat Mar 30 1985,Arminia Bielefeld,4-1,Hamburger SV
Sat Mar 30 1985,KSC Uerdingen 05,1-1,Eintracht Frankfurt
Sat Mar 30 1985,Bayern Muenchen,6-0,Fortuna Duesseldorf
Sat Mar 30 1985,1 FC Koeln,0-0,Waldhof Mannheim
Sat Mar 30 1985,Borussia Dortmund,4-1,Vfb Stuttgart
Sat Mar 30 1985,Karlsruher SC,0-0,Bayer Leverkusen
Sat Mar 30 1985,Eintracht Braunschweig,0-4,Bor Moenchengladbach
Sat Mar 30 1985,Werder Bremen,2-1,FC Schalke 04
Wed Apr 3 1985,Hamburger SV,2-0,Werder Bremen
Wed Apr 3 1985,Bor Moenchengladbach,2-0,Arminia Bielefeld
Wed Apr 3 1985,Vfl Bochum,1-0,Eintracht Braunschweig
Wed Apr 3 1985,Bayer Leverkusen,3-0,1 FC Kaiserslautern
Wed Apr 3 1985,Waldhof Mannheim,1-1,Vfb Stuttgart
Wed Apr 3 1985,Fortuna Duesseldorf,1-2,1 FC Koeln
Wed Apr 3 1985,Eintracht Frankfurt,2-2,Bayern Muenchen
