Date,Team 1,FT,Team 2
Sat Sep 1 1984,Espanyol Barcelona,0-0,Atletico Madrid
Sat Sep 1 1984,Athletic Bilbao,1-1,Real Valladolid
Sat Sep 1 1984,Elche CF,0-1,Valencia CF
Sun Sep 2 1984,Real Madrid,0-3,FC Barcelona
Sun Sep 2 1984,Malaga CF,0-1,Sevilla FC
Sun Sep 2 1984,Real Betis,0-0,Real Sociedad
Sun Sep 2 1984,Racing Santander,1-0,Sporting Gijon
Sun Sep 2 1984,Real Zaragoza,0-1,Hercules CF
Sun Sep 2 1984,CA Osasuna,2-0,Real Murcia
Sun Sep 9 1984,Sevilla FC,3-0,Athletic Bilbao
Sun Sep 9 1984,Atletico Madrid,3-0,CA Osasuna
Sun Sep 9 1984,Hercules CF,1-0,Elche CF
Sun Sep 9 1984,Real Sociedad,0-1,Malaga CF
Sun Sep 9 1984,Real Valladolid,1-0,Racing Santander
Sun Sep 9 1984,Real Murcia,0-1,Real Betis
Sun Sep 9 1984,Valencia CF,5-1,Espanyol Barcelona
Sun Sep 9 1984,Sporting Gijon,1-1,Real Madrid
Sun Sep 9 1984,FC Barcelona,4-0,Real Zaragoza
Sun Sep 23 1984,Athletic Bilbao,1-0,Racing Santander
Sun Sep 23 1984,FC Barcelona,1-0,Espanyol Barcelona
Sun Sep 23 1984,Hercules CF,1-1,CA Osasuna
Sun Sep 23 1984,Sporting Gijon,2-0,Elche CF
Sun Sep 23 1984,Real Murcia,4-0,Malaga CF
Sun Sep 23 1984,Sevilla FC,1-0,Real Madrid
Sun Sep 23 1984,Atletico Madrid,2-1,Real Sociedad
Sun Sep 23 1984,Real Valladolid,1-1,Real Zaragoza
Sun Sep 23 1984,Valencia CF,0-1,Real Betis
Sat Sep 29 1984,Real Sociedad,4-0,Hercules CF
Sat Sep 29 1984,Real Betis,1-2,FC Barcelona
Sun Sep 30 1984,Malaga CF,1-0,Atletico Madrid
Sun Sep 30 1984,Espanyol Barcelona,2-2,Real Valladolid
Sun Sep 30 1984,Real Madrid,3-0,Racing Santander
Sun Sep 30 1984,Elche CF,0-0,Sevilla FC
Sun Sep 30 1984,Real Murcia,0-3,Valencia CF
Sun Sep 30 1984,Real Zaragoza,1-0,Athletic Bilbao
Sun Sep 30 1984,CA Osasuna,0-0,Sporting Gijon
Sun Oct 7 1984,Sporting Gijon,1-0,Espanyol Barcelona
Sun Oct 7 1984,Racing Santander,2-0,Malaga CF
Sun Oct 7 1984,Atletico Madrid,2-1,Real Murcia
Sun Oct 7 1984,FC Barcelona,2-0,CA Osasuna
Sun Oct 7 1984,Real Valladolid,1-2,Elche CF
Sun Oct 7 1984,Athletic Bilbao,0-0,Real Madrid
Sun Oct 7 1984,Valencia CF,2-0,Real Sociedad
Sun Oct 7 1984,Sevilla FC,2-1,Real Zaragoza
Sun Oct 7 1984,Hercules CF,2-2,Real Betis
Fri Oct 12 1984,Malaga CF,0-0,Valencia CF
Fri Oct 12 1984,Atletico Madrid,1-0,Hercules CF
Fri Oct 12 1984,Real Betis,1-1,Real Valladolid
Fri Oct 12 1984,Elche CF,2-0,Racing Santander
Fri Oct 12 1984,CA Osasuna,4-0,Sevilla FC
Fri Oct 12 1984,Espanyol Barcelona,1-0,Athletic Bilbao
Fri Oct 12 1984,Real Murcia,1-1,FC Barcelona
Fri Oct 12 1984,Real Zaragoza,0-2,Real Madrid
Fri Oct 12 1984,Real Sociedad,0-0,Sporting Gijon
Sat Oct 20 1984,Real Madrid,0-0,Malaga CF
Sat Oct 20 1984,Valencia CF,0-0,Atletico Madrid
Sun Oct 21 1984,FC Barcelona,1-1,Real Sociedad
Sun Oct 21 1984,Real Valladolid,2-3,CA Osasuna
Sun Oct 21 1984,Athletic Bilbao,0-0,Elche CF
Sun Oct 21 1984,Hercules CF,2-1,Real Murcia
Sun Oct 21 1984,Sevilla FC,0-0,Espanyol Barcelona
Sun Oct 21 1984,Sporting Gijon,1-1,Real Betis
Sun Oct 21 1984,Racing Santander,1-1,Real Zaragoza
Sun Oct 28 1984,Real Betis,1-2,Sevilla FC
Sun Oct 28 1984,Valencia CF,3-0,Hercules CF
Sun Oct 28 1984,Real Sociedad,0-0,Real Valladolid
Sun Oct 28 1984,Espanyol Barcelona,5-0,Racing Santander
Sun Oct 28 1984,Malaga CF,2-0,Real Zaragoza
Sun Oct 28 1984,CA Osasuna,1-2,Athletic Bilbao
Sun Oct 28 1984,Atletico Madrid,1-2,FC Barcelona
Sun Oct 28 1984,Elche CF,0-1,Real Madrid
Sun Oct 28 1984,Real Murcia,0-3,Sporting Gijon
Thu Nov 1 1984,Real Betis,0-1,Atletico Madrid
Thu Nov 1 1984,Real Madrid,2-0,Real Valladolid
Thu Nov 1 1984,Real Sociedad,4-0,Real Murcia
Thu Nov 1 1984,Espanyol Barcelona,2-2,Hercules CF
Thu Nov 1 1984,Elche CF,0-0,FC Barcelona
Thu Nov 1 1984,Racing Santander,1-0,Sevilla FC
Thu Nov 1 1984,CA Osasuna,2-0,Valencia CF
Thu Nov 1 1984,Malaga CF,0-1,Athletic Bilbao
Thu Nov 1 1984,Real Zaragoza,2-0,Sporting Gijon
Sun Nov 4 1984,Sevilla FC,0-1,Real Sociedad
Sun Nov 4 1984,Real Valladolid,1-1,Real Murcia
Sun Nov 4 1984,Racing Santander,5-0,CA Osasuna
Sun Nov 4 1984,Real Zaragoza,1-0,Elche CF
Sun Nov 4 1984,Athletic Bilbao,1-1,Real Betis
Sun Nov 4 1984,Sporting Gijon,2-1,Atletico Madrid
Sun Nov 4 1984,FC Barcelona,1-1,Valencia CF
Sun Nov 4 1984,Real Madrid,4-1,Espanyol Barcelona
Sun Nov 4 1984,Hercules CF,1-1,Malaga CF
Sat Nov 17 1984,Real Sociedad,0-0,Racing Santander
Sun Nov 18 1984,Hercules CF,1-1,Sporting Gijon
Sun Nov 18 1984,Real Murcia,0-0,Athletic Bilbao
Sun Nov 18 1984,Espanyol Barcelona,1-0,Elche CF
Sun Nov 18 1984,Valencia CF,0-0,Real Valladolid
Sun Nov 18 1984,Malaga CF,1-2,FC Barcelona
Sun Nov 18 1984,Real Betis,4-1,Real Madrid
Sun Nov 18 1984,CA Osasuna,0-1,Real Zaragoza
Sun Nov 18 1984,Atletico Madrid,1-1,Sevilla FC
Wed Nov 21 1984,Athletic Bilbao,1-1,Real Sociedad
Wed Nov 21 1984,Sevilla FC,0-0,Real Murcia
Wed Nov 21 1984,FC Barcelona,2-0,Hercules CF
Wed Nov 21 1984,Real Madrid,1-0,CA Osasuna
Wed Nov 21 1984,Racing Santander,1-1,Real Betis
Wed Nov 21 1984,Real Valladolid,2-2,Atletico Madrid
Wed Nov 21 1984,Sporting Gijon,1-1,Valencia CF
Wed Nov 21 1984,Real Zaragoza,1-1,Espanyol Barcelona
Wed Nov 21 1984,Elche CF,1-1,Malaga CF
Sun Nov 25 1984,Malaga CF,0-0,Sporting Gijon
Sun Nov 25 1984,Real Sociedad,2-1,Real Zaragoza
Sun Nov 25 1984,Atletico Madrid,2-1,Racing Santander
Sun Nov 25 1984,Real Betis,2-0,Elche CF
Sun Nov 25 1984,CA Osasuna,5-0,Espanyol Barcelona
Sun Nov 25 1984,Valencia CF,1-1,Athletic Bilbao
Sun Nov 25 1984,Real Murcia,0-1,Real Madrid
Sun Nov 25 1984,Hercules CF,0-0,Sevilla FC
Sun Nov 25 1984,FC Barcelona,4-2,Real Valladolid
Sun Dec 2 1984,Real Madrid,1-1,Real Sociedad
Sun Dec 2 1984,Racing Santander,2-2,Real Murcia
Sun Dec 2 1984,Real Valladolid,3-1,Hercules CF
Sun Dec 2 1984,Elche CF,0-0,CA Osasuna
Sun Dec 2 1984,Real Zaragoza,0-0,Real Betis
Sun Dec 2 1984,Athletic Bilbao,2-2,Atletico Madrid
Sun Dec 2 1984,Sevilla FC,0-0,Valencia CF
Sun Dec 2 1984,Sporting Gijon,2-2,FC Barcelona
Sun Dec 2 1984,Espanyol Barcelona,0-0,Malaga CF
Sat Dec 8 1984,Real Sociedad,2-0,Elche CF
Sat Dec 8 1984,FC Barcelona,3-1,Sevilla FC
Sat Dec 8 1984,Real Betis,3-1,Espanyol Barcelona
Sat Dec 8 1984,Atletico Madrid,0-1,Real Madrid
Sat Dec 8 1984,Real Murcia,0-3,Real Zaragoza
Sun Dec 9 1984,Hercules CF,0-0,Athletic Bilbao
Sun Dec 9 1984,Valencia CF,0-0,Racing Santander
Sun Dec 9 1984,Malaga CF,2-1,CA Osasuna
Sun Dec 9 1984,Sporting Gijon,1-3,Real Valladolid
Sun Dec 16 1984,Sevilla FC,0-1,Sporting Gijon
Sun Dec 16 1984,Elche CF,0-0,Real Murcia
Sun Dec 16 1984,Malaga CF,3-1,Real Valladolid
Sun Dec 16 1984,CA Osasuna,1-2,Real Betis
Sun Dec 16 1984,Espanyol Barcelona,1-3,Real Sociedad
Sun Dec 16 1984,Real Zaragoza,1-1,Atletico Madrid
Sun Dec 16 1984,Real Madrid,1-0,Valencia CF
Sun Dec 16 1984,Athletic Bilbao,1-0,FC Barcelona
Sun Dec 16 1984,Racing Santander,2-0,Hercules CF
Sun Dec 23 1984,Real Sociedad,0-2,CA Osasuna
Sun Dec 23 1984,Hercules CF,2-2,Real Madrid
Sun Dec 23 1984,Sporting Gijon,1-1,Athletic Bilbao
Sun Dec 23 1984,Real Murcia,1-0,Espanyol Barcelona
Sun Dec 23 1984,Real Valladolid,2-3,Sevilla FC
Sun Dec 23 1984,Valencia CF,4-1,Real Zaragoza
Sun Dec 23 1984,FC Barcelona,2-0,Racing Santander
Sun Dec 23 1984,Real Betis,0-1,Malaga CF
Sun Dec 23 1984,Atletico Madrid,1-0,Elche CF
Sun Dec 30 1984,Real Valladolid,0-0,Athletic Bilbao
Sun Dec 30 1984,Atletico Madrid,2-2,Espanyol Barcelona
Sun Dec 30 1984,Hercules CF,0-0,Real Zaragoza
Sun Dec 30 1984,Real Sociedad,0-1,Real Betis
Sun Dec 30 1984,Sporting Gijon,0-0,Racing Santander
Sun Dec 30 1984,Sevilla FC,2-0,Malaga CF
Sun Dec 30 1984,Valencia CF,0-0,Elche CF
Sun Dec 30 1984,Real Murcia,0-0,CA Osasuna
Sun Dec 30 1984,FC Barcelona,3-2,Real Madrid
Sun Jan 6 1985,Espanyol Barcelona,3-2,Valencia CF
Sun Jan 6 1985,Real Betis,0-2,Real Murcia
Sun Jan 6 1985,Elche CF,2-0,Hercules CF
Sun Jan 6 1985,Racing Santander,1-0,Real Valladolid
Sun Jan 6 1985,Real Madrid,0-0,Sporting Gijon
Sun Jan 6 1985,Athletic Bilbao,0-0,Sevilla FC
Sun Jan 6 1985,Real Zaragoza,2-4,FC Barcelona
Sun Jan 6 1985,Malaga CF,1-3,Real Sociedad
Sun Jan 13 1985,Sevilla FC,0-0,Racing Santander
Sun Jan 13 1985,Hercules CF,0-0,Espanyol Barcelona
Sun Jan 13 1985,Valencia CF,0-0,CA Osasuna
Sun Jan 13 1985,FC Barcelona,4-0,Elche CF
Sun Jan 13 1985,Athletic Bilbao,4-1,Malaga CF
Sun Jan 13 1985,Real Valladolid,1-1,Real Madrid
Sun Jan 13 1985,Real Murcia,2-2,Real Sociedad
Sun Jan 13 1985,Sporting Gijon,0-2,Real Zaragoza
Sun Jan 13 1985,Atletico Madrid,2-0,Real Betis
Sat Jan 19 1985,Real Sociedad,0-4,Atletico Madrid
Sun Jan 20 1985,Real Madrid,1-2,Sevilla FC
Sun Jan 20 1985,Malaga CF,0-0,Real Murcia
Sun Jan 20 1985,CA Osasuna,2-1,Hercules CF
Sun Jan 20 1985,Elche CF,0-0,Sporting Gijon
Sun Jan 20 1985,Real Betis,1-3,Valencia CF
Sun Jan 20 1985,Racing Santander,1-0,Athletic Bilbao
Sun Jan 20 1985,Espanyol Barcelona,0-0,FC Barcelona
Sun Jan 20 1985,Real Zaragoza,1-1,Real Valladolid
Sun Jan 27 1985,Real Valladolid,1-1,Espanyol Barcelona
Sun Jan 27 1985,Valencia CF,1-1,Real Murcia
Sun Jan 27 1985,Sporting Gijon,1-0,CA Osasuna
Sun Jan 27 1985,Sevilla FC,1-1,Elche CF
Sun Jan 27 1985,Atletico Madrid,3-0,Malaga CF
Sun Jan 27 1985,Hercules CF,0-0,Real Sociedad
Sun Jan 27 1985,Athletic Bilbao,0-3,Real Zaragoza
Sun Jan 27 1985,Racing Santander,0-0,Real Madrid
Sun Jan 27 1985,FC Barcelona,4-0,Real Betis
Sun Feb 3 1985,Real Murcia,0-1,Atletico Madrid
Sun Feb 3 1985,Real Betis,1-0,Hercules CF
Sun Feb 3 1985,Elche CF,1-1,Real Valladolid
Sun Feb 3 1985,Malaga CF,2-0,Racing Santander
Sun Feb 3 1985,Real Zaragoza,4-1,Sevilla FC
Sun Feb 3 1985,Real Sociedad,4-1,Valencia CF
Sun Feb 3 1985,Real Madrid,2-2,Athletic Bilbao
Sun Feb 3 1985,CA Osasuna,1-2,FC Barcelona
Sun Feb 3 1985,Espanyol Barcelona,2-2,Sporting Gijon
Sun Feb 10 1985,Real Madrid,1-2,Real Zaragoza
Sun Feb 10 1985,Sevilla FC,1-2,CA Osasuna
Sun Feb 10 1985,Racing Santander,2-0,Elche CF
Sun Feb 10 1985,FC Barcelona,6-0,Real Murcia
Sun Feb 10 1985,Sporting Gijon,1-0,Real Sociedad
Sun Feb 10 1985,Hercules CF,1-3,Atletico Madrid
Sun Feb 10 1985,Athletic Bilbao,2-1,Espanyol Barcelona
Sun Feb 10 1985,Valencia CF,1-1,Malaga CF
Sun Feb 10 1985,Real Valladolid,3-1,Real Betis
Sun Feb 17 1985,Atletico Madrid,2-3,Valencia CF
Sun Feb 17 1985,Real Murcia,0-2,Hercules CF
Sun Feb 17 1985,CA Osasuna,3-0,Real Valladolid
Sun Feb 17 1985,Real Zaragoza,0-0,Racing Santander
Sun Feb 17 1985,Espanyol Barcelona,1-0,Sevilla FC
Sun Feb 17 1985,Elche CF,1-0,Athletic Bilbao
Sun Feb 17 1985,Real Sociedad,0-0,FC Barcelona
Sun Feb 17 1985,Malaga CF,1-1,Real Madrid
