Date,Team 1,FT,Team 2
Sun Sep 15 1957,Ud Las Palmas,5-3,Valencia CF
Sun Sep 15 1957,Sporting Gijon,2-4,Atletico Madrid
Sun Sep 15 1957,Real Sociedad,1-1,Real Zaragoza
Sun Sep 15 1957,Athletic Bilbao,6-0,Celta Vigo
Sun Sep 15 1957,Real Madrid,3-0,CA Osasuna
Sun Sep 15 1957,Real Jaen,2-0,Granada CF
Sun Sep 15 1957,Real Valladolid,2-2,Espanyol Barcelona
Sun Sep 22 1957,Espanyol Barcelona,3-0,Ud Las Palmas
Sun Sep 22 1957,Sevilla FC,0-0,Real Jaen
Sun Sep 22 1957,Real Zaragoza,0-0,Sporting Gijon
Sun Sep 22 1957,Granada CF,0-2,Real Madrid
Sun Sep 22 1957,Atletico Madrid,3-2,Athletic Bilbao
Sun Sep 22 1957,Valencia CF,1-1,FC Barcelona
Sun Sep 22 1957,CA Osasuna,3-0,Real Sociedad
Sun Sep 22 1957,Celta Vigo,3-1,Real Valladolid
Sun Sep 29 1957,Real Valladolid,2-2,Atletico Madrid
Sun Sep 29 1957,Real Sociedad,4-1,Granada CF
Sun Sep 29 1957,Sporting Gijon,2-3,CA Osasuna
Sun Sep 29 1957,Espanyol Barcelona,1-1,Celta Vigo
Sun Sep 29 1957,Real Madrid,6-0,Sevilla FC
Sun Sep 29 1957,Real Jaen,1-0,Valencia CF
Sun Sep 29 1957,Ud Las Palmas,0-7,FC Barcelona
Sun Sep 29 1957,Athletic Bilbao,4-1,Real Zaragoza
Sun Oct 6 1957,Ud Las Palmas,1-6,Celta Vigo
Sun Oct 6 1957,Granada CF,1-0,Sporting Gijon
Sun Oct 6 1957,Real Zaragoza,3-0,Real Valladolid
Sun Oct 6 1957,Atletico Madrid,2-3,Espanyol Barcelona
Sun Oct 6 1957,Valencia CF,2-2,Real Madrid
Sun Oct 6 1957,CA Osasuna,2-2,Athletic Bilbao
Sun Oct 6 1957,Sevilla FC,3-0,Real Sociedad
Sun Oct 6 1957,FC Barcelona,6-1,Real Jaen
Thu Oct 10 1957,FC Barcelona,3-1,Sevilla FC
Sun Oct 13 1957,Celta Vigo,2-2,Atletico Madrid
Sun Oct 13 1957,Real Valladolid,0-4,CA Osasuna
Sun Oct 13 1957,Real Jaen,1-1,Ud Las Palmas
Sun Oct 13 1957,Sporting Gijon,1-1,Sevilla FC
Sun Oct 13 1957,Real Sociedad,0-0,Valencia CF
Sun Oct 13 1957,Real Madrid,3-0,FC Barcelona
Sun Oct 13 1957,Espanyol Barcelona,1-0,Real Zaragoza
Sun Oct 20 1957,CA Osasuna,3-2,Espanyol Barcelona
Sun Oct 20 1957,Granada CF,4-0,Real Valladolid
Sun Oct 20 1957,Atletico Madrid,9-0,Ud Las Palmas
Sun Oct 20 1957,Sevilla FC,3-1,Athletic Bilbao
Sun Oct 20 1957,Real Jaen,0-2,Real Madrid
Sun Oct 20 1957,Real Zaragoza,2-2,Celta Vigo
Sun Oct 20 1957,FC Barcelona,1-0,Real Sociedad
Sun Oct 27 1957,Atletico Madrid,4-2,Real Zaragoza
Sun Oct 27 1957,Espanyol Barcelona,2-1,Granada CF
Sun Oct 27 1957,Athletic Bilbao,3-2,Valencia CF
Sun Oct 27 1957,Sporting Gijon,3-2,FC Barcelona
Sun Oct 27 1957,Ud Las Palmas,0-0,Real Madrid
Sun Oct 27 1957,Real Sociedad,2-0,Real Jaen
Sun Nov 3 1957,Real Madrid,2-1,Real Sociedad
Sun Nov 3 1957,CA Osasuna,1-1,Atletico Madrid
Sun Nov 3 1957,Granada CF,1-0,Celta Vigo
Sun Nov 3 1957,FC Barcelona,3-0,Athletic Bilbao
Sun Nov 3 1957,Real Valladolid,6-3,Valencia CF
Sun Nov 3 1957,Sevilla FC,0-1,Espanyol Barcelona
Sun Nov 3 1957,Ud Las Palmas,0-0,Real Zaragoza
Sun Nov 10 1957,Celta Vigo,3-1,Sevilla FC
Sun Nov 10 1957,Athletic Bilbao,5-1,Real Jaen
Sun Nov 10 1957,Atletico Madrid,5-1,Granada CF
Sun Nov 10 1957,Real Sociedad,3-1,Ud Las Palmas
Sun Nov 10 1957,Espanyol Barcelona,0-0,Valencia CF
Sun Nov 10 1957,Real Valladolid,1-2,FC Barcelona
Sun Nov 10 1957,Sporting Gijon,3-0,Real Madrid
Sun Nov 10 1957,Real Zaragoza,2-0,CA Osasuna
Sun Nov 17 1957,Sevilla FC,2-2,Atletico Madrid
Sun Nov 17 1957,Granada CF,1-0,Real Zaragoza
Sun Nov 17 1957,Ud Las Palmas,2-1,CA Osasuna
Sun Nov 17 1957,Real Jaen,0-2,Real Valladolid
Sun Nov 17 1957,Celta Vigo,3-2,Valencia CF
Sun Nov 17 1957,FC Barcelona,3-1,Espanyol Barcelona
Sun Nov 17 1957,Real Madrid,6-0,Athletic Bilbao
Sun Nov 17 1957,Real Sociedad,3-2,Sporting Gijon
Sun Nov 24 1957,Real Jaen,2-1,Sporting Gijon
Thu Nov 28 1957,Athletic Bilbao,1-0,Granada CF
Sun Dec 1 1957,Real Zaragoza,3-3,Sevilla FC
Sun Dec 1 1957,Espanyol Barcelona,2-0,Real Jaen
Sun Dec 1 1957,CA Osasuna,1-0,Granada CF
Sun Dec 1 1957,Athletic Bilbao,2-2,Real Sociedad
Sun Dec 1 1957,Atletico Madrid,2-2,Valencia CF
Sun Dec 1 1957,Celta Vigo,4-0,FC Barcelona
Sun Dec 1 1957,Real Valladolid,0-1,Real Madrid
Sun Dec 1 1957,Ud Las Palmas,0-0,Sporting Gijon
Sun Dec 8 1957,Real Madrid,2-0,Espanyol Barcelona
Sun Dec 8 1957,Sevilla FC,1-1,CA Osasuna
Sun Dec 8 1957,Real Sociedad,0-0,Real Valladolid
Sun Dec 8 1957,Granada CF,4-0,Ud Las Palmas
Sun Dec 8 1957,FC Barcelona,2-2,Atletico Madrid
Sun Dec 8 1957,Real Jaen,4-1,Celta Vigo
Sun Dec 8 1957,Sporting Gijon,0-2,Athletic Bilbao
Sun Dec 8 1957,Valencia CF,3-1,Real Zaragoza
Thu Dec 12 1957,Valencia CF,2-2,Sporting Gijon
Sun Dec 15 1957,Granada CF,2-1,Sevilla FC
Sun Dec 15 1957,Atletico Madrid,4-1,Real Jaen
Sun Dec 15 1957,Real Valladolid,7-3,Sporting Gijon
Sun Dec 15 1957,Espanyol Barcelona,2-2,Real Sociedad
Sun Dec 15 1957,CA Osasuna,2-2,Valencia CF
Sun Dec 15 1957,Real Zaragoza,1-1,FC Barcelona
Sun Dec 15 1957,Celta Vigo,2-1,Real Madrid
Sun Dec 15 1957,Athletic Bilbao,1-1,Ud Las Palmas
Thu Dec 19 1957,Celta Vigo,2-0,CA Osasuna
Thu Dec 19 1957,Real Valladolid,2-0,Sevilla FC
Sun Dec 22 1957,Real Madrid,0-0,Atletico Madrid
Sun Dec 22 1957,FC Barcelona,3-0,CA Osasuna
Sun Dec 22 1957,Valencia CF,3-1,Granada CF
Sun Dec 22 1957,Athletic Bilbao,1-0,Real Valladolid
Sun Dec 22 1957,Real Sociedad,1-1,Celta Vigo
Sun Dec 22 1957,Ud Las Palmas,4-1,Sevilla FC
Sun Dec 22 1957,Sporting Gijon,2-0,Espanyol Barcelona
Sun Dec 22 1957,Real Jaen,3-0,Real Zaragoza
Sun Dec 29 1957,CA Osasuna,5-1,Real Jaen
Sun Dec 29 1957,Real Zaragoza,3-1,Real Madrid
Sun Dec 29 1957,Granada CF,0-4,FC Barcelona
Sun Dec 29 1957,Espanyol Barcelona,1-0,Athletic Bilbao
Sun Dec 29 1957,Sevilla FC,0-1,Valencia CF
Sun Dec 29 1957,Atletico Madrid,2-0,Real Sociedad
Sun Dec 29 1957,Real Valladolid,2-0,Ud Las Palmas
Sun Dec 29 1957,Celta Vigo,1-2,Sporting Gijon
Sun Jan 5 1958,Sevilla FC,1-2,FC Barcelona
Sun Jan 5 1958,Celta Vigo,0-1,Athletic Bilbao
Sun Jan 5 1958,Real Zaragoza,1-3,Real Sociedad
Sun Jan 5 1958,Valencia CF,4-1,Ud Las Palmas
Sun Jan 5 1958,Atletico Madrid,3-2,Sporting Gijon
Sun Jan 5 1958,Espanyol Barcelona,1-1,Real Valladolid
Sun Jan 5 1958,Granada CF,2-0,Real Jaen
Sun Jan 5 1958,CA Osasuna,1-0,Real Madrid
Sun Jan 12 1958,Sporting Gijon,4-1,Real Zaragoza
Sun Jan 12 1958,Real Madrid,4-0,Granada CF
Sun Jan 12 1958,Real Valladolid,0-4,Celta Vigo
Sun Jan 12 1958,Ud Las Palmas,1-0,Espanyol Barcelona
Sun Jan 12 1958,Athletic Bilbao,1-2,Atletico Madrid
Sun Jan 12 1958,FC Barcelona,1-1,Valencia CF
Sun Jan 12 1958,Real Jaen,1-0,Sevilla FC
Sun Jan 12 1958,Real Sociedad,2-1,CA Osasuna
Sun Jan 19 1958,Celta Vigo,3-2,Espanyol Barcelona
Sun Jan 19 1958,Valencia CF,4-0,Real Jaen
Sun Jan 19 1958,Atletico Madrid,7-0,Real Valladolid
Sun Jan 19 1958,CA Osasuna,2-1,Sporting Gijon
Sun Jan 19 1958,Granada CF,3-1,Real Sociedad
Sun Jan 19 1958,Real Zaragoza,2-1,Athletic Bilbao
Sun Jan 19 1958,Sevilla FC,3-2,Real Madrid
Sun Jan 19 1958,FC Barcelona,2-0,Ud Las Palmas
Sun Jan 26 1958,Real Valladolid,1-3,Real Zaragoza
Sun Jan 26 1958,Celta Vigo,2-2,Ud Las Palmas
Sun Jan 26 1958,Athletic Bilbao,2-0,CA Osasuna
Sun Jan 26 1958,Espanyol Barcelona,4-1,Atletico Madrid
Sun Jan 26 1958,Real Jaen,1-0,FC Barcelona
Sun Jan 26 1958,Real Madrid,2-1,Valencia CF
Sun Jan 26 1958,Real Sociedad,2-0,Sevilla FC
Sun Jan 26 1958,Sporting Gijon,5-1,Granada CF
Sun Feb 2 1958,Real Zaragoza,1-1,Espanyol Barcelona
Sun Feb 2 1958,Ud Las Palmas,2-1,Real Jaen
Sun Feb 2 1958,CA Osasuna,5-0,Real Valladolid
Sun Feb 2 1958,Sevilla FC,1-2,Sporting Gijon
Sun Feb 2 1958,Valencia CF,1-0,Real Sociedad
Sun Feb 2 1958,Granada CF,1-3,Athletic Bilbao
Sun Feb 2 1958,FC Barcelona,0-2,Real Madrid
Sun Feb 2 1958,Atletico Madrid,2-1,Celta Vigo
Sun Feb 9 1958,Ud Las Palmas,3-0,Atletico Madrid
Sun Feb 9 1958,Real Valladolid,1-1,Granada CF
Sun Feb 9 1958,Espanyol Barcelona,2-0,CA Osasuna
Sun Feb 9 1958,Real Madrid,3-0,Real Jaen
Sun Feb 9 1958,Sporting Gijon,1-3,Valencia CF
Sun Feb 9 1958,Real Sociedad,1-2,FC Barcelona
Sun Feb 9 1958,Celta Vigo,2-1,Real Zaragoza
Sun Feb 9 1958,Athletic Bilbao,5-2,Sevilla FC
Sun Feb 16 1958,Real Jaen,0-1,Real Sociedad
Sun Feb 16 1958,Sevilla FC,4-2,Real Valladolid
Sun Feb 16 1958,FC Barcelona,3-0,Sporting Gijon
Sun Feb 16 1958,CA Osasuna,5-1,Celta Vigo
Sun Feb 16 1958,Real Zaragoza,0-3,Atletico Madrid
