Date,Team 1,FT,Team 2
Sat Aug 24 1957,Rapid Wien,4-1,First Vienna FC
Sat Aug 24 1957,Austria Wien,2-6,Sportclub
Sun Aug 25 1957,1. Simmeringer SC,3-1,SC Wacker Wien
Sun Aug 25 1957,SK Admira Vienna,1-0,ÖMV Olympia
Sun Aug 25 1957,Sturm Graz,5-1,Kremser SC
Sun Aug 25 1957,Wiener AC,4-2,Kapfenberger SV 1919
Sun Aug 25 1957,FC Wien,2-2,Grazer Ak
Wed Aug 28 1957,First Vienna FC,2-1,Austria Wien
Wed Aug 28 1957,ÖMV Olympia,4-6,Rapid Wien
Wed Aug 28 1957,Kapfenberger SV 1919,3-1,SK Admira Vienna
Thu Aug 29 1957,Sportclub,7-3,Sturm Graz
Thu Aug 29 1957,SC Wacker Wien,1-1,Wiener AC
Thu Aug 29 1957,FC Wien,0-1,1. Simmeringer SC
Thu Aug 29 1957,Grazer Ak,4-1,Kremser SC
Sat Aug 31 1957,Rapid Wien,8-2,Kapfenberger SV 1919
Sun Sep 1 1957,Austria Wien,1-1,ÖMV Olympia
Sun Sep 1 1957,1. Simmeringer SC,2-1,Grazer Ak
Sun Sep 1 1957,Sturm Graz,1-2,First Vienna FC
Sun Sep 1 1957,Kremser SC,3-3,Sportclub
Sun Sep 1 1957,SK Admira Vienna,2-2,SC Wacker Wien
Sun Sep 1 1957,Wiener AC,3-1,FC Wien
Wed Sep 4 1957,SC Wacker Wien,2-1,Rapid Wien
Wed Sep 4 1957,Kapfenberger SV 1919,3-2,Austria Wien
Wed Sep 4 1957,First Vienna FC,3-1,Kremser SC
Thu Sep 5 1957,FC Wien,1-4,SK Admira Vienna
Thu Sep 5 1957,1. Simmeringer SC,2-1,Wiener AC
Thu Sep 5 1957,Grazer Ak,3-5,Sportclub
Thu Sep 5 1957,ÖMV Olympia,2-3,Sturm Graz
Sat Sep 7 1957,Austria Wien,0-1,SC Wacker Wien
Sun Sep 8 1957,Sportclub,2-2,First Vienna FC
Sun Sep 8 1957,Rapid Wien,5-1,FC Wien
Sun Sep 8 1957,SK Admira Vienna,1-1,1. Simmeringer SC
Sun Sep 8 1957,Kremser SC,0-5,ÖMV Olympia
Sun Sep 8 1957,Sturm Graz,1-1,Kapfenberger SV 1919
Sun Sep 8 1957,Wiener AC,3-3,Grazer Ak
Sat Oct 5 1957,Wiener AC,7-2,SK Admira Vienna
Sun Oct 6 1957,ÖMV Olympia,1-3,Sportclub
Sun Oct 6 1957,FC Wien,1-5,Austria Wien
Sun Oct 6 1957,Kapfenberger SV 1919,3-1,Kremser SC
Sat Oct 19 1957,Rapid Wien,3-1,Wiener AC
Sun Oct 20 1957,Austria Wien,6-2,1. Simmeringer SC
Sun Oct 20 1957,Sportclub,5-0,Kapfenberger SV 1919
Sun Oct 20 1957,First Vienna FC,2-2,ÖMV Olympia
Sun Oct 20 1957,Sturm Graz,2-0,FC Wien
Sun Oct 20 1957,SK Admira Vienna,2-2,Grazer Ak
Sun Oct 20 1957,Kremser SC,1-0,SC Wacker Wien
Wed Oct 23 1957,1. Simmeringer SC,2-5,Rapid Wien
