Date,Team 1,FT,Team 2
Sat Sep 6 1890,Accrington FC,1-1,Burnley FC
Sat Sep 6 1890,Bolton Wanderers,4-2,Notts County
Sat Sep 6 1890,Derby County,8-5,Blackburn Rovers
Sat Sep 6 1890,West Bromwich Albion,1-4,Everton FC
Sat Sep 6 1890,Wolverhampton Wanderers,2-1,Aston Villa
Sat Sep 13 1890,Aston Villa,3-2,Notts County
Sat Sep 13 1890,Blackburn Rovers,0-0,Accrington FC
Sat Sep 13 1890,Bolton Wanderers,3-1,Derby County
Sat Sep 13 1890,Everton FC,5-0,Wolverhampton Wanderers
Sat Sep 13 1890,Preston North End,3-0,West Bromwich Albion
Sat Sep 13 1890,Sunderland Afc,2-3,Burnley FC
Mon Sep 15 1890,Sunderland Afc,3-4,Wolverhampton Wanderers
Sat Sep 20 1890,Bolton Wanderers,0-5,Everton FC
Sat Sep 20 1890,Burnley FC,2-1,Aston Villa
Sat Sep 20 1890,Derby County,1-3,Preston North End
Sat Sep 20 1890,Notts County,5-0,Accrington FC
Sat Sep 20 1890,West Bromwich Albion,0-4,Sunderland Afc
Mon Sep 22 1890,Wolverhampton Wanderers,1-1,Notts County
Sat Sep 27 1890,Accrington FC,1-2,Everton FC
Sat Sep 27 1890,Aston Villa,0-4,West Bromwich Albion
Sat Sep 27 1890,Blackburn Rovers,2-3,Wolverhampton Wanderers
Sat Sep 27 1890,Burnley FC,3-3,Sunderland Afc
Sat Sep 27 1890,Notts County,2-1,Derby County
Sat Sep 27 1890,Preston North End,1-0,Bolton Wanderers
Thu Oct 2 1890,Notts County,3-1,Bolton Wanderers
Sat Oct 4 1890,Bolton Wanderers,4-0,Aston Villa
Sat Oct 4 1890,Everton FC,7-0,Derby County
Sat Oct 4 1890,Preston North End,1-2,Blackburn Rovers
Sat Oct 4 1890,West Bromwich Albion,3-1,Burnley FC
Sat Oct 4 1890,Wolverhampton Wanderers,3-0,Accrington FC
Sat Oct 11 1890,Accrington FC,1-3,Preston North End
Sat Oct 11 1890,Aston Villa,2-2,Everton FC
Sat Oct 11 1890,Blackburn Rovers,3-2,Sunderland Afc
Sat Oct 11 1890,Burnley FC,1-2,Bolton Wanderers
Sat Oct 11 1890,Notts County,3-2,West Bromwich Albion
Sat Oct 11 1890,Wolverhampton Wanderers,5-1,Derby County
Sat Oct 18 1890,Burnley FC,1-6,Blackburn Rovers
Sat Oct 18 1890,Derby County,5-4,Aston Villa
Sat Oct 18 1890,Everton FC,2-0,Bolton Wanderers
Sat Oct 18 1890,Preston North End,5-1,Wolverhampton Wanderers
Sat Oct 18 1890,Sunderland Afc,2-2,Accrington FC
Sat Oct 18 1890,West Bromwich Albion,1-1,Notts County
Sat Oct 25 1890,Accrington FC,3-2,Notts County
Sat Oct 25 1890,Aston Villa,4-0,Derby County
Sat Oct 25 1890,Blackburn Rovers,1-0,Preston North End
Sat Oct 25 1890,Bolton Wanderers,2-5,Sunderland Afc
Sat Oct 25 1890,Everton FC,2-3,West Bromwich Albion
Sat Oct 25 1890,Wolverhampton Wanderers,3-1,Burnley FC
Sat Nov 1 1890,Burnley FC,4-2,Wolverhampton Wanderers
Sat Nov 1 1890,Notts County,3-1,Everton FC
Sat Nov 1 1890,Preston North End,1-1,Accrington FC
Sat Nov 1 1890,Sunderland Afc,3-1,Blackburn Rovers
Sat Nov 1 1890,West Bromwich Albion,0-3,Aston Villa
Mon Nov 3 1890,West Bromwich Albion,2-4,Bolton Wanderers
Sat Nov 8 1890,Accrington FC,4-0,Derby County
Sat Nov 8 1890,Aston Villa,4-4,Burnley FC
Sat Nov 8 1890,Blackburn Rovers,2-1,Everton FC
Sat Nov 8 1890,Preston North End,0-0,Notts County
Sat Nov 8 1890,Sunderland Afc,1-1,West Bromwich Albion
Sat Nov 8 1890,Wolverhampton Wanderers,1-0,Bolton Wanderers
Sat Nov 15 1890,Aston Villa,3-1,Accrington FC
Sat Nov 15 1890,Bolton Wanderers,1-0,Preston North End
Sat Nov 15 1890,Burnley FC,6-1,Derby County
Sat Nov 15 1890,Everton FC,1-0,Sunderland Afc
Sat Nov 15 1890,Notts County,1-2,Blackburn Rovers
Sat Nov 22 1890,Accrington FC,4-1,Sunderland Afc
Sat Nov 22 1890,Aston Villa,5-0,Bolton Wanderers
Sat Nov 22 1890,Blackburn Rovers,5-2,Burnley FC
Sat Nov 22 1890,Derby County,3-1,West Bromwich Albion
Sat Nov 22 1890,Notts County,1-1,Wolverhampton Wanderers
Sat Nov 22 1890,Preston North End,2-0,Everton FC
Sat Nov 29 1890,Burnley FC,2-0,Accrington FC
Sat Nov 29 1890,Everton FC,3-1,Blackburn Rovers
Sat Nov 29 1890,Notts County,7-1,Aston Villa
Sat Nov 29 1890,West Bromwich Albion,3-4,Derby County
Sat Nov 29 1890,Wolverhampton Wanderers,2-0,Preston North End
Sat Dec 6 1890,Blackburn Rovers,5-1,Aston Villa
Sat Dec 6 1890,Burnley FC,5-4,West Bromwich Albion
Sat Dec 6 1890,Derby County,1-2,Accrington FC
Sat Dec 6 1890,Notts County,2-1,Preston North End
Sat Dec 6 1890,Wolverhampton Wanderers,0-1,Everton FC
Sat Dec 13 1890,Aston Villa,2-2,Blackburn Rovers
Sat Dec 13 1890,Bolton Wanderers,6-0,Accrington FC
Sat Dec 13 1890,Derby County,2-6,Everton FC
Sat Dec 13 1890,West Bromwich Albion,0-1,Wolverhampton Wanderers
Mon Dec 15 1890,Notts County,2-1,Sunderland Afc
Sat Dec 20 1890,Blackburn Rovers,2-1,West Bromwich Albion
Sat Dec 20 1890,Burnley FC,0-1,Notts County
Sat Dec 20 1890,Preston North End,6-0,Derby County
Sat Dec 20 1890,Sunderland Afc,1-0,Everton FC
Fri Dec 26 1890,Aston Villa,0-0,Sunderland Afc
Fri Dec 26 1890,Derby County,1-1,Bolton Wanderers
Fri Dec 26 1890,Everton FC,3-2,Accrington FC
Fri Dec 26 1890,Wolverhampton Wanderers,2-0,Blackburn Rovers
Sat Dec 27 1890,Derby County,3-1,Notts County
Sat Dec 27 1890,Everton FC,7-3,Burnley FC
Sat Dec 27 1890,Wolverhampton Wanderers,0-3,Sunderland Afc
Mon Dec 29 1890,Bolton Wanderers,6-0,Wolverhampton Wanderers
Thu Jan 1 1891,Accrington FC,1-2,Wolverhampton Wanderers
Thu Jan 1 1891,Everton FC,5-0,Aston Villa
Sat Jan 3 1891,Blackburn Rovers,8-0,Derby County
Sat Jan 3 1891,Everton FC,4-2,Notts County
Sat Jan 3 1891,Wolverhampton Wanderers,4-0,West Bromwich Albion
Sat Jan 10 1891,Accrington FC,2-1,Bolton Wanderers
Sat Jan 10 1891,Derby County,9-0,Wolverhampton Wanderers
Sat Jan 10 1891,Everton FC,0-1,Preston North End
Sat Jan 10 1891,Sunderland Afc,5-1,Aston Villa
Sat Jan 24 1891,Derby County,2-4,Burnley FC
Sat Jan 24 1891,Preston North End,4-1,Aston Villa
Sat Jan 24 1891,Sunderland Afc,4-0,Notts County
Thu Feb 5 1891,Preston North End,7-0,Burnley FC
Sat Feb 7 1891,Derby County,3-1,Sunderland Afc
Sat Feb 7 1891,West Bromwich Albion,1-3,Preston North End
Tue Feb 10 1891,Notts County,4-0,Burnley FC
Tue Feb 10 1891,Sunderland Afc,2-0,Bolton Wanderers
Sat Feb 21 1891,Preston North End,0-0,Sunderland Afc
Wed Mar 4 1891,Accrington FC,0-4,Blackburn Rovers
Sat Mar 7 1891,Blackburn Rovers,0-2,Bolton Wanderers
Sat Mar 7 1891,Burnley FC,6-2,Preston North End
Sat Mar 7 1891,West Bromwich Albion,5-1,Accrington FC
Mon Mar 9 1891,Aston Villa,0-1,Preston North End
Mon Mar 9 1891,West Bromwich Albion,1-0,Blackburn Rovers
Sat Mar 14 1891,Aston Villa,6-2,Wolverhampton Wanderers
Sat Mar 14 1891,Blackburn Rovers,1-7,Notts County
Sat Mar 14 1891,Bolton Wanderers,7-1,West Bromwich Albion
Sat Mar 14 1891,Burnley FC,3-2,Everton FC
Sat Mar 14 1891,Sunderland Afc,3-0,Preston North End
Sat Mar 21 1891,Accrington FC,1-3,Aston Villa
Sat Mar 21 1891,Bolton Wanderers,1-0,Burnley FC
Sat Mar 21 1891,Sunderland Afc,5-1,Derby County
Sat Mar 28 1891,Bolton Wanderers,2-0,Blackburn Rovers
Sat Apr 18 1891,Accrington FC,1-0,West Bromwich Albion
