Date,Team 1,FT,Team 2
Sun Sep 13 1964,AS Varese 1910,0-0,Inter
Sun Sep 13 1964,Torino FC,2-0,Ac Mantova
Sun Sep 13 1964,AC Milan,1-1,Calcio Catania
Sun Sep 13 1964,As Roma,2-1,Cagliari Calcio
Sun Sep 13 1964,Vicenza Calcio,0-0,Sampdoria
Sun Sep 13 1964,Genoa CFc,1-0,Lazio Roma
Sun Sep 13 1964,Atalanta,2-0,Bologna FC
Sun Sep 13 1964,Acf Fiorentina,3-1,US Foggia
Sun Sep 13 1964,Acr Messina,1-1,Juventus
Sun Sep 20 1964,Juventus,0-0,Cagliari Calcio
Sun Sep 20 1964,AS Varese 1910,2-0,Torino FC
Sun Sep 20 1964,Sampdoria,3-0,Acf Fiorentina
Sun Sep 20 1964,Acr Messina,1-0,Genoa CFc
Sun Sep 20 1964,Lazio Roma,2-2,Calcio Catania
Sun Sep 20 1964,Inter,2-0,US Foggia
Sun Sep 20 1964,Bologna FC,3-0,Vicenza Calcio
Sun Sep 20 1964,Atalanta,1-0,As Roma
Sun Sep 20 1964,Ac Mantova,0-4,AC Milan
Sun Sep 27 1964,Vicenza Calcio,2-3,AC Milan
Sun Sep 27 1964,US Foggia,1-0,Ac Mantova
Sun Sep 27 1964,Torino FC,1-1,Atalanta
Sun Sep 27 1964,As Roma,5-2,AS Varese 1910
Sun Sep 27 1964,Cagliari Calcio,1-1,Sampdoria
Sun Sep 27 1964,Acf Fiorentina,1-0,Lazio Roma
Sun Sep 27 1964,Calcio Catania,3-1,Juventus
Sun Sep 27 1964,Inter,3-1,Acr Messina
Sun Sep 27 1964,Genoa CFc,0-0,Bologna FC
Sun Oct 4 1964,US Foggia,1-1,Atalanta
Sun Oct 4 1964,AS Varese 1910,1-1,Acf Fiorentina
Sun Oct 4 1964,Sampdoria,1-0,As Roma
Sun Oct 4 1964,AC Milan,1-1,Torino FC
Sun Oct 4 1964,Juventus,1-0,Ac Mantova
Sun Oct 4 1964,Calcio Catania,3-2,Genoa CFc
Sun Oct 4 1964,Cagliari Calcio,2-1,Vicenza Calcio
Sun Oct 4 1964,Bologna FC,3-0,Acr Messina
Sun Oct 4 1964,Lazio Roma,1-1,Inter
Sun Oct 11 1964,As Roma,3-3,Acf Fiorentina
Sun Oct 11 1964,Acr Messina,2-1,Calcio Catania
Sun Oct 11 1964,Torino FC,0-0,US Foggia
Sun Oct 11 1964,AC Milan,2-1,Lazio Roma
Sun Oct 11 1964,Vicenza Calcio,3-2,AS Varese 1910
Sun Oct 11 1964,Genoa CFc,1-2,Inter
Sun Oct 11 1964,Atalanta,0-0,Juventus
Sun Oct 11 1964,Bologna FC,0-1,Sampdoria
Sun Oct 11 1964,Ac Mantova,2-2,Cagliari Calcio
Sun Oct 18 1964,Inter,0-0,As Roma
Sun Oct 18 1964,Sampdoria,1-0,Ac Mantova
Sun Oct 18 1964,Acr Messina,0-2,AC Milan
Sun Oct 18 1964,Lazio Roma,3-1,AS Varese 1910
Sun Oct 18 1964,Juventus,1-0,Bologna FC
Sun Oct 18 1964,US Foggia,0-0,Genoa CFc
Sun Oct 18 1964,Acf Fiorentina,1-0,Atalanta
Sun Oct 18 1964,Calcio Catania,2-1,Cagliari Calcio
Sun Oct 18 1964,Vicenza Calcio,0-0,Torino FC
Sun Oct 25 1964,AC Milan,2-0,Atalanta
Sun Oct 25 1964,Torino FC,3-1,Acf Fiorentina
Sun Oct 25 1964,AS Varese 1910,2-0,Sampdoria
Sun Oct 25 1964,As Roma,2-1,Calcio Catania
Sun Oct 25 1964,Genoa CFc,0-1,Juventus
Sun Oct 25 1964,US Foggia,1-0,Acr Messina
Sun Oct 25 1964,Cagliari Calcio,0-2,Inter
Sun Oct 25 1964,Bologna FC,2-0,Lazio Roma
Sun Oct 25 1964,Ac Mantova,0-1,Vicenza Calcio
Sun Nov 8 1964,Sampdoria,0-2,AC Milan
Sun Nov 8 1964,Atalanta,0-0,AS Varese 1910
Sun Nov 8 1964,Torino FC,4-1,Genoa CFc
Sun Nov 8 1964,As Roma,1-1,Bologna FC
Sun Nov 8 1964,Acr Messina,0-0,Cagliari Calcio
Sun Nov 8 1964,Inter,1-0,Ac Mantova
Sun Nov 8 1964,Acf Fiorentina,1-0,Juventus
Sun Nov 8 1964,Calcio Catania,1-0,US Foggia
Sun Nov 8 1964,Vicenza Calcio,2-1,Lazio Roma
Sun Nov 15 1964,Inter,0-3,AC Milan
Sun Nov 15 1964,AS Varese 1910,0-0,US Foggia
Sun Nov 15 1964,Acr Messina,0-1,Torino FC
Sun Nov 15 1964,Lazio Roma,0-0,As Roma
Sun Nov 15 1964,Cagliari Calcio,0-1,Atalanta
Sun Nov 15 1964,Juventus,2-0,Sampdoria
Sun Nov 15 1964,Genoa CFc,0-0,Ac Mantova
Sun Nov 15 1964,Acf Fiorentina,2-1,Bologna FC
Sun Nov 15 1964,Vicenza Calcio,2-0,Calcio Catania
Sun Nov 22 1964,Ac Mantova,0-0,As Roma
Sun Nov 22 1964,AS Varese 1910,1-0,Acr Messina
Sun Nov 22 1964,Torino FC,0-3,Juventus
Sun Nov 22 1964,AC Milan,2-0,Acf Fiorentina
Sun Nov 22 1964,Genoa CFc,2-1,Sampdoria
Sun Nov 22 1964,US Foggia,1-0,Vicenza Calcio
Sun Nov 22 1964,Bologna FC,0-0,Inter
Sun Nov 22 1964,Atalanta,0-0,Calcio Catania
Sun Nov 22 1964,Lazio Roma,1-0,Cagliari Calcio
Sun Nov 29 1964,US Foggia,1-2,AC Milan
Sun Nov 29 1964,Sampdoria,0-0,Torino FC
Sun Nov 29 1964,As Roma,1-1,Genoa CFc
Sun Nov 29 1964,Ac Mantova,0-1,Bologna FC
Sun Nov 29 1964,Inter,3-2,Vicenza Calcio
Sun Nov 29 1964,Acf Fiorentina,2-0,Cagliari Calcio
Sun Nov 29 1964,Calcio Catania,0-0,AS Varese 1910
Sun Nov 29 1964,Atalanta,0-1,Acr Messina
Sun Nov 29 1964,Juventus,0-0,Lazio Roma
Sun Dec 13 1964,Genoa CFc,0-0,Atalanta
Sun Dec 13 1964,Acr Messina,1-2,As Roma
Sun Dec 13 1964,Lazio Roma,1-1,Torino FC
Sun Dec 13 1964,Vicenza Calcio,1-1,Acf Fiorentina
Sun Dec 13 1964,Calcio Catania,1-1,Ac Mantova
Sun Dec 13 1964,Cagliari Calcio,1-1,AS Varese 1910
Sun Dec 13 1964,Bologna FC,4-2,US Foggia
Sun Dec 13 1964,Juventus,2-2,AC Milan
Sun Dec 13 1964,Inter,3-2,Sampdoria
Sun Dec 20 1964,Ac Mantova,2-0,Acr Messina
Sun Dec 20 1964,AS Varese 1910,2-2,Genoa CFc
Sun Dec 20 1964,Torino FC,2-1,Calcio Catania
Sun Dec 20 1964,Sampdoria,0-0,Lazio Roma
Sun Dec 20 1964,AC Milan,3-1,Bologna FC
Sun Dec 20 1964,Acf Fiorentina,2-2,Inter
Sun Dec 20 1964,Cagliari Calcio,0-1,US Foggia
Sun Dec 20 1964,Atalanta,1-0,Vicenza Calcio
Sun Dec 20 1964,As Roma,1-1,Juventus
Sun Dec 27 1964,Inter,1-1,Juventus
Sun Dec 27 1964,Sampdoria,0-1,Calcio Catania
Sun Dec 27 1964,As Roma,1-2,AC Milan
Sun Dec 27 1964,Torino FC,4-0,Cagliari Calcio
