Date,Team 1,FT,Team 2
Sat Aug 29 1964,As Monaco,4-1,FC Nantes
Sat Aug 29 1964,FC Sochaux,4-1,Stade Francais
Sat Aug 29 1964,Ua Sedan Torcy,4-2,Nimes Olympique
Sat Aug 29 1964,RC Lens,1-2,Olympique Lyon
Sat Aug 29 1964,As Saint Etienne,0-1,Girondins Bordeaux
Sun Aug 30 1964,Valenciennes FC,3-0,FC Rouen
Sun Aug 30 1964,Angers Sco,2-4,Toulouse FC
Sun Aug 30 1964,Sporting Toulon Var,3-1,Lille OSC
Sun Aug 30 1964,Stade Rennes,1-2,RC Strasbourg
Fri Sep 4 1964,Olympique Lyon,5-2,Angers Sco
Sat Sep 5 1964,FC Rouen,0-4,FC Sochaux
Sat Sep 5 1964,Girondins Bordeaux,5-1,Ua Sedan Torcy
Sat Sep 5 1964,RC Strasbourg,3-3,Valenciennes FC
Sat Sep 5 1964,Toulouse FC,2-2,RC Lens
Sat Sep 5 1964,FC Nantes,4-1,As Saint Etienne
Sat Sep 5 1964,Nimes Olympique,2-3,Stade Rennes
Sun Sep 6 1964,Stade Francais,3-2,Sporting Toulon Var
Sun Sep 6 1964,Lille OSC,3-0,As Monaco
Sat Sep 12 1964,FC Sochaux,4-1,Girondins Bordeaux
Sat Sep 12 1964,FC Nantes,3-0,FC Rouen
Sat Sep 12 1964,Ua Sedan Torcy,5-2,RC Strasbourg
Sat Sep 12 1964,As Monaco,1-0,Stade Francais
Sat Sep 12 1964,As Saint Etienne,3-3,Lille OSC
Sat Sep 12 1964,RC Lens,1-0,Angers Sco
Sun Sep 13 1964,Sporting Toulon Var,1-1,Olympique Lyon
Sun Sep 13 1964,Valenciennes FC,1-0,Nimes Olympique
Sun Sep 13 1964,Stade Rennes,1-1,Toulouse FC
Sat Sep 19 1964,RC Strasbourg,0-0,FC Sochaux
Sat Sep 19 1964,Girondins Bordeaux,2-0,As Monaco
Sat Sep 19 1964,Toulouse FC,1-0,Valenciennes FC
Sat Sep 19 1964,Nimes Olympique,2-2,RC Lens
Sat Sep 19 1964,FC Rouen,1-0,Sporting Toulon Var
Sun Sep 20 1964,Olympique Lyon,2-0,Ua Sedan Torcy
Sun Sep 20 1964,Lille OSC,2-2,FC Nantes
Sun Sep 20 1964,Angers Sco,1-2,Stade Rennes
Sun Sep 20 1964,Stade Francais,2-3,As Saint Etienne
Sat Sep 26 1964,FC Sochaux,2-1,Olympique Lyon
Sat Sep 26 1964,FC Nantes,4-2,Stade Francais
