Date,Team 1,FT,Team 2
Sat Aug 19 1995,EC Vitoria Ba,2-2,Botafogo RJ
Sat Aug 19 1995,Se Palmeiras,3-0,Guarani FC
Sat Aug 19 1995,Santos FC,1-1,Goias EC
Sun Aug 20 1995,Cruzeiro EC,0-0,Juventude RS
Sun Aug 20 1995,Parana Clube,2-0,Gremio Porto Alegre
Sun Aug 20 1995,Fluminense RJ,1-0,Criciuma EC
Sun Aug 20 1995,Sport Club Recife,0-0,Portuguesa
Wed Aug 23 1995,Botafogo RJ,3-1,Paysandu SC
Wed Aug 23 1995,Bragantino,0-2,Se Palmeiras
Wed Aug 23 1995,Juventude RS,1-2,Parana Clube
Thu Aug 24 1995,Guarani FC,2-1,Corinthians SP
Thu Aug 24 1995,EC Bahia,0-1,Fluminense RJ
Sat Aug 26 1995,Parana Clube,1-0,Se Palmeiras
Sat Aug 26 1995,Santos FC,3-5,Vasco Da Gama
Sun Aug 27 1995,Botafogo RJ,3-1,Guarani FC
Sun Aug 27 1995,Flamengo RJ,2-1,Bragantino
Sun Aug 27 1995,Cruzeiro EC,2-0,Corinthians SP
Sun Aug 27 1995,Paysandu SC,1-1,EC Vitoria Ba
Sun Aug 27 1995,Uniao Sao Joao Esporte Clube,1-3,Fluminense RJ
Sun Aug 27 1995,Sao Paulo FC,1-1,Atletico Mineiro
Sun Aug 27 1995,Portuguesa,2-1,Goias EC
Sun Aug 27 1995,Internacional,2-2,Criciuma EC
Sun Aug 27 1995,EC Bahia,1-1,Sport Club Recife
Wed Aug 30 1995,Bragantino,1-0,Botafogo RJ
Wed Aug 30 1995,Corinthians SP,1-1,Parana Clube
Wed Aug 30 1995,Paysandu SC,2-0,Juventude RS
Wed Aug 30 1995,Criciuma EC,1-0,Sport Club Recife
Wed Aug 30 1995,Vasco Da Gama,1-0,Uniao Sao Joao Esporte Clube
Wed Aug 30 1995,Fluminense RJ,1-0,Santos FC
Wed Aug 30 1995,Goias EC,0-0,Sao Paulo FC
Wed Aug 30 1995,Atletico Mineiro,2-2,Portuguesa
Thu Aug 31 1995,Guarani FC,0-0,Flamengo RJ
Thu Aug 31 1995,Se Palmeiras,2-3,Cruzeiro EC
Thu Aug 31 1995,Internacional,2-1,EC Bahia
Sat Sep 2 1995,Botafogo RJ,2-1,Corinthians SP
Sat Sep 2 1995,Sao Paulo FC,1-1,Fluminense RJ
Sun Sep 3 1995,Flamengo RJ,1-2,Se Palmeiras
Sun Sep 3 1995,Guarani FC,1-0,Parana Clube
Sun Sep 3 1995,Gremio Porto Alegre,1-1,Paysandu SC
Sun Sep 3 1995,Bragantino,2-1,Cruzeiro EC
Sun Sep 3 1995,Portuguesa,3-3,Vasco Da Gama
Sun Sep 3 1995,Santos FC,1-0,Criciuma EC
Sun Sep 3 1995,Uniao Sao Joao Esporte Clube,0-1,Internacional
Sun Sep 3 1995,EC Bahia,2-0,Atletico Mineiro
Sun Sep 3 1995,Sport Club Recife,2-3,Goias EC
Tue Sep 5 1995,Juventude RS,1-1,Gremio Porto Alegre
Wed Sep 6 1995,Corinthians SP,1-2,Bragantino
Wed Sep 6 1995,Paysandu SC,2-0,Flamengo RJ
Wed Sep 6 1995,Atletico Mineiro,0-0,Sport Club Recife
Thu Sep 7 1995,EC Vitoria Ba,2-0,Gremio Porto Alegre
Thu Sep 7 1995,Se Palmeiras,2-1,Botafogo RJ
Thu Sep 7 1995,Sao Paulo FC,2-0,Uniao Sao Joao Esporte Clube
Thu Sep 7 1995,Vasco Da Gama,0-0,Fluminense RJ
Thu Sep 7 1995,Internacional,4-2,Santos FC
Thu Sep 7 1995,Goias EC,2-0,EC Bahia
Sat Sep 9 1995,Corinthians SP,2-1,Flamengo RJ
Sat Sep 9 1995,Atletico Mineiro,1-2,Santos FC
Sun Sep 10 1995,Juventude RS,1-1,Bragantino
Sun Sep 10 1995,Gremio Porto Alegre,2-1,Guarani FC
Sun Sep 10 1995,Cruzeiro EC,3-0,EC Vitoria Ba
Sun Sep 10 1995,Vasco Da Gama,1-0,Sao Paulo FC
Sun Sep 10 1995,Fluminense RJ,0-1,Portuguesa
Sun Sep 10 1995,Goias EC,3-0,Uniao Sao Joao Esporte Clube
Sun Sep 10 1995,Sport Club Recife,2-0,Internacional
Sun Sep 10 1995,EC Bahia,0-0,Criciuma EC
Wed Sep 13 1995,Corinthians SP,0-2,Se Palmeiras
Wed Sep 13 1995,Guarani FC,3-3,Bragantino
Wed Sep 13 1995,Paysandu SC,1-3,Cruzeiro EC
Wed Sep 13 1995,EC Vitoria Ba,3-3,Parana Clube
Wed Sep 13 1995,Juventude RS,0-2,Flamengo RJ
Wed Sep 13 1995,Sport Club Recife,1-0,Vasco Da Gama
Wed Sep 13 1995,Criciuma EC,1-1,Uniao Sao Joao Esporte Clube
Sat Sep 16 1995,Gremio Porto Alegre,2-3,Botafogo RJ
Sat Sep 16 1995,Juventude RS,0-0,EC Vitoria Ba
Sat Sep 16 1995,Portuguesa,0-2,Santos FC
Sat Sep 16 1995,EC Bahia,1-0,Sao Paulo FC
