Date,Team 1,FT,Team 2
Thu Aug 1 1996,EC Bahia,0-0,Se Palmeiras
Thu Aug 1 1996,Fluminense RJ,1-0,Bragantino
Thu Aug 1 1996,Atletico Mineiro,1-0,Corinthians SP
Thu Aug 1 1996,Sport Club Recife,0-1,Parana Clube
Thu Aug 1 1996,Goias EC,3-1,Atletico Paranaense
Thu Aug 1 1996,Coritiba FC,2-0,Juventude RS
Thu Aug 1 1996,Criciuma EC,1-1,EC Vitoria Ba
Thu Aug 1 1996,Santos FC,2-0,Portuguesa
Thu Aug 1 1996,Botafogo RJ,1-0,Gremio Porto Alegre
Thu Aug 1 1996,Guarani FC,1-0,Cruzeiro EC
Thu Aug 1 1996,Internacional,4-1,Vasco Da Gama
Thu Aug 1 1996,Sao Paulo FC,4-1,Flamengo RJ
Thu Aug 8 1996,Vasco Da Gama,1-2,Sport Club Recife
Thu Aug 8 1996,Se Palmeiras,0-0,Internacional
Thu Aug 8 1996,Juventude RS,1-0,EC Bahia
Thu Aug 8 1996,EC Vitoria Ba,1-0,Coritiba FC
Thu Aug 8 1996,Parana Clube,0-0,Goias EC
Thu Aug 8 1996,Corinthians SP,0-0,Criciuma EC
Thu Aug 8 1996,Cruzeiro EC,2-0,Fluminense RJ
Thu Aug 8 1996,Bragantino,0-0,Guarani FC
Thu Aug 8 1996,Sao Paulo FC,2-1,Portuguesa
Thu Aug 8 1996,Flamengo RJ,2-1,Atletico Mineiro
Thu Aug 8 1996,Atletico Paranaense,1-0,Botafogo RJ
Thu Aug 8 1996,Gremio Porto Alegre,3-0,Santos FC
Sat Aug 17 1996,Guarani FC,1-1,Santos FC
Sat Aug 17 1996,EC Vitoria Ba,0-1,Flamengo RJ
Sat Aug 17 1996,Se Palmeiras,5-0,Coritiba FC
Sat Aug 17 1996,Fluminense RJ,1-1,Botafogo RJ
Sat Aug 17 1996,Goias EC,1-2,Vasco Da Gama
Sat Aug 17 1996,Corinthians SP,0-2,Portuguesa
Sat Aug 17 1996,Sao Paulo FC,5-2,EC Bahia
Sat Aug 17 1996,Atletico Paranaense,3-1,Bragantino
Sat Aug 17 1996,Atletico Mineiro,3-1,Parana Clube
Sat Aug 17 1996,Internacional,0-0,Cruzeiro EC
Sat Aug 17 1996,Criciuma EC,1-3,Gremio Porto Alegre
Sat Aug 17 1996,Juventude RS,1-1,Sport Club Recife
Tue Aug 20 1996,Flamengo RJ,0-1,Juventude RS
Tue Aug 20 1996,Portuguesa,2-0,Parana Clube
Tue Aug 20 1996,Corinthians SP,1-0,Guarani FC
Tue Aug 20 1996,Gremio Porto Alegre,6-1,Bragantino
Tue Aug 20 1996,EC Bahia,2-0,Atletico Paranaense
Tue Aug 20 1996,Coritiba FC,1-0,Atletico Mineiro
Tue Aug 20 1996,Cruzeiro EC,2-1,EC Vitoria Ba
Tue Aug 20 1996,Goias EC,3-1,Sport Club Recife
Tue Aug 20 1996,Se Palmeiras,3-1,Vasco Da Gama
Tue Aug 20 1996,Botafogo RJ,1-1,Sao Paulo FC
Tue Aug 20 1996,Santos FC,1-0,Fluminense RJ
Tue Aug 20 1996,Internacional,3-1,Criciuma EC
Sat Aug 24 1996,Goias EC,0-0,Se Palmeiras
Sat Aug 24 1996,Bragantino,1-2,Vasco Da Gama
Sat Aug 24 1996,Cruzeiro EC,2-1,Flamengo RJ
Sat Aug 24 1996,Criciuma EC,4-1,Fluminense RJ
Sat Aug 24 1996,EC Bahia,1-2,Botafogo RJ
Sat Aug 24 1996,Atletico Paranaense,0-1,Corinthians SP
Sat Aug 24 1996,Sao Paulo FC,2-1,Santos FC
Sat Aug 24 1996,Portuguesa,3-1,Atletico Mineiro
Sat Aug 24 1996,Parana Clube,3-0,Guarani FC
Sat Aug 24 1996,Sport Club Recife,3-0,Coritiba FC
Sat Aug 24 1996,Gremio Porto Alegre,2-2,EC Vitoria Ba
Sat Aug 24 1996,Juventude RS,2-1,Internacional
Wed Aug 28 1996,Flamengo RJ,0-1,Guarani FC
Wed Aug 28 1996,Se Palmeiras,4-1,Parana Clube
Wed Aug 28 1996,Fluminense RJ,1-1,Sao Paulo FC
Wed Aug 28 1996,Vasco Da Gama,2-1,Portuguesa
Wed Aug 28 1996,Atletico Paranaense,0-0,Cruzeiro EC
Wed Aug 28 1996,Coritiba FC,4-1,EC Bahia
Wed Aug 28 1996,Corinthians SP,2-2,Gremio Porto Alegre
Wed Aug 28 1996,Atletico Mineiro,2-0,Internacional
Wed Aug 28 1996,Botafogo RJ,0-2,Santos FC
Wed Aug 28 1996,EC Vitoria Ba,2-1,Goias EC
Wed Aug 28 1996,Juventude RS,2-3,Criciuma EC
Wed Aug 28 1996,Bragantino,3-1,Sport Club Recife
Fri Aug 30 1996,Guarani FC,3-1,Fluminense RJ
Fri Aug 30 1996,Parana Clube,0-1,Corinthians SP
Fri Aug 30 1996,Sao Paulo FC,1-0,Goias EC
Fri Aug 30 1996,Flamengo RJ,1-0,Atletico Paranaense
Fri Aug 30 1996,Sport Club Recife,1-0,Criciuma EC
Fri Aug 30 1996,Vasco Da Gama,1-1,Gremio Porto Alegre
Fri Aug 30 1996,EC Vitoria Ba,2-1,Atletico Mineiro
Fri Aug 30 1996,Botafogo RJ,0-0,Se Palmeiras
Fri Aug 30 1996,Coritiba FC,1-3,Santos FC
Fri Aug 30 1996,Portuguesa,2-0,Bragantino
Fri Aug 30 1996,Cruzeiro EC,2-1,Juventude RS
Fri Aug 30 1996,Internacional,1-1,EC Bahia
Wed Sep 4 1996,Atletico Mineiro,2-1,Goias EC
Wed Sep 4 1996,Atletico Paranaense,3-1,Gremio Porto Alegre
Wed Sep 4 1996,EC Bahia,2-1,Criciuma EC
Wed Sep 4 1996,Botafogo RJ,4-1,Coritiba FC
Wed Sep 4 1996,Bragantino,0-1,Flamengo RJ
Wed Sep 4 1996,Internacional,3-0,Sport Club Recife
Wed Sep 4 1996,Portuguesa,2-2,EC Vitoria Ba
Wed Sep 4 1996,Santos FC,1-1,Juventude RS
Wed Sep 4 1996,Sao Paulo FC,0-1,Guarani FC
Wed Sep 4 1996,Parana Clube,1-2,Vasco Da Gama
Wed Sep 4 1996,Corinthians SP,2-1,Cruzeiro EC
Wed Sep 4 1996,Fluminense RJ,1-5,Se Palmeiras
Sat Sep 7 1996,Sport Club Recife,3-0,Botafogo RJ
Sat Sep 7 1996,Coritiba FC,1-1,Sao Paulo FC
Sat Sep 7 1996,Santos FC,1-2,Se Palmeiras
Sat Sep 7 1996,Juventude RS,0-1,Guarani FC
Sat Sep 7 1996,Flamengo RJ,1-1,Corinthians SP
Sat Sep 7 1996,Atletico Paranaense,2-1,Vasco Da Gama
Sat Sep 7 1996,Fluminense RJ,2-1,Internacional
Sat Sep 7 1996,EC Vitoria Ba,4-0,Parana Clube
Sat Sep 7 1996,Criciuma EC,0-0,Bragantino
Sat Sep 7 1996,Goias EC,0-0,EC Bahia
Sat Sep 7 1996,Cruzeiro EC,4-1,Portuguesa
Sat Sep 7 1996,Gremio Porto Alegre,5-0,Atletico Mineiro
Sat Sep 14 1996,Sport Club Recife,6-0,Fluminense RJ
Sat Sep 14 1996,Bragantino,2-3,Corinthians SP
Sat Sep 14 1996,EC Bahia,1-2,Cruzeiro EC
Sat Sep 14 1996,Internacional,1-0,Sao Paulo FC
Sat Sep 14 1996,Portuguesa,2-0,Atletico Paranaense
Sat Sep 14 1996,Guarani FC,2-0,Coritiba FC
Sat Sep 14 1996,Parana Clube,0-0,Gremio Porto Alegre
Sat Sep 14 1996,Atletico Mineiro,3-0,Criciuma EC
Sat Sep 14 1996,Se Palmeiras,4-2,Juventude RS
Sat Sep 14 1996,Goias EC,2-0,Santos FC
Sat Sep 14 1996,Vasco Da Gama,4-1,EC Vitoria Ba
Sat Sep 14 1996,Botafogo RJ,0-2,Flamengo RJ
Sat Sep 21 1996,Sao Paulo FC,1-1,Vasco Da Gama
Sat Sep 21 1996,Santos FC,0-1,Atletico Mineiro
Sat Sep 21 1996,Flamengo RJ,0-0,Portuguesa
Sat Sep 21 1996,Fluminense RJ,1-0,Goias EC
Sat Sep 21 1996,Corinthians SP,0-1,Botafogo RJ
Sat Sep 21 1996,Bragantino,0-1,EC Vitoria Ba
Sat Sep 21 1996,Guarani FC,3-2,Criciuma EC
Sat Sep 21 1996,Juventude RS,2-0,Parana Clube
Sat Sep 21 1996,Atletico Paranaense,1-0,Coritiba FC
Sat Sep 21 1996,Internacional,1-2,Gremio Porto Alegre
Sat Sep 21 1996,EC Bahia,0-0,Sport Club Recife
Sat Sep 21 1996,Cruzeiro EC,0-0,Se Palmeiras
Sat Sep 28 1996,Atletico Mineiro,4-1,EC Bahia
Sat Sep 28 1996,Botafogo RJ,5-0,Bragantino
Sat Sep 28 1996,Coritiba FC,3-1,Fluminense RJ
Sat Sep 28 1996,Criciuma EC,1-2,Cruzeiro EC
Sat Sep 28 1996,Goias EC,1-3,Flamengo RJ
Sat Sep 28 1996,Gremio Porto Alegre,1-0,Portuguesa
Sat Sep 28 1996,Se Palmeiras,2-1,Sao Paulo FC
Sat Sep 28 1996,Parana Clube,1-4,Atletico Paranaense
Sat Sep 28 1996,Santos FC,1-2,Internacional
Sat Sep 28 1996,Sport Club Recife,1-0,Guarani FC
Sat Sep 28 1996,Vasco Da Gama,0-0,Corinthians SP
Sat Sep 28 1996,EC Vitoria Ba,0-5,Juventude RS
Sat Oct 5 1996,Atletico Paranaense,3-0,EC Vitoria Ba
Sat Oct 5 1996,EC Bahia,1-1,Santos FC
Sat Oct 5 1996,Bragantino,1-0,Parana Clube
Sat Oct 5 1996,Criciuma EC,0-0,Coritiba FC
Sat Oct 5 1996,Cruzeiro EC,2-1,Gremio Porto Alegre
Sat Oct 5 1996,Fluminense RJ,2-2,Atletico Mineiro
Sat Oct 5 1996,Guarani FC,3-1,Goias EC
Sat Oct 5 1996,Internacional,1-1,Botafogo RJ
Sat Oct 5 1996,Portuguesa,1-3,Juventude RS
Sat Oct 5 1996,Sport Club Recife,2-1,Sao Paulo FC
Sat Oct 5 1996,Vasco Da Gama,4-1,Flamengo RJ
Sat Oct 5 1996,Se Palmeiras,2-2,Corinthians SP
Wed Oct 9 1996,Gremio Porto Alegre,3-1,Flamengo RJ
Wed Oct 9 1996,Juventude RS,2-1,Vasco Da Gama
Wed Oct 9 1996,Se Palmeiras,2-1,Bragantino
Wed Oct 9 1996,Sao Paulo FC,3-3,Atletico Paranaense
Wed Oct 9 1996,Goias EC,2-0,Portuguesa
Wed Oct 9 1996,Santos FC,1-2,Sport Club Recife
Wed Oct 9 1996,Parana Clube,2-0,Cruzeiro EC
Wed Oct 9 1996,Fluminense RJ,1-1,EC Bahia
Wed Oct 9 1996,Botafogo RJ,1-0,Criciuma EC
Wed Oct 9 1996,Atletico Mineiro,1-0,Guarani FC
Wed Oct 9 1996,Coritiba FC,0-1,Internacional
Wed Oct 9 1996,EC Vitoria Ba,2-0,Corinthians SP
Sat Oct 12 1996,Atletico Mineiro,2-1,Sao Paulo FC
Sat Oct 12 1996,Atletico Paranaense,2-0,Se Palmeiras
Sat Oct 12 1996,Bragantino,3-1,Coritiba FC
Sat Oct 12 1996,Corinthians SP,3-1,Fluminense RJ
Sat Oct 12 1996,Criciuma EC,1-1,Santos FC
Sat Oct 12 1996,Flamengo RJ,1-4,Parana Clube
Sat Oct 12 1996,Goias EC,6-3,Internacional
Sat Oct 12 1996,Gremio Porto Alegre,1-0,Juventude RS
Sat Oct 12 1996,Guarani FC,2-0,Botafogo RJ
Sat Oct 12 1996,Portuguesa,0-0,Sport Club Recife
Sat Oct 12 1996,Vasco Da Gama,0-1,Cruzeiro EC
Sat Oct 12 1996,EC Vitoria Ba,1-1,EC Bahia
Sat Oct 19 1996,Santos FC,1-2,Flamengo RJ
Sat Oct 19 1996,Fluminense RJ,3-2,Vasco Da Gama
Sat Oct 19 1996,Botafogo RJ,2-3,Goias EC
Sat Oct 19 1996,Se Palmeiras,4-2,EC Vitoria Ba
Sat Oct 19 1996,Criciuma EC,2-3,Portuguesa
Sat Oct 19 1996,Cruzeiro EC,4-0,Bragantino
Sat Oct 19 1996,Internacional,0-0,Guarani FC
Sat Oct 19 1996,Coritiba FC,1-0,Parana Clube
Sat Oct 19 1996,Juventude RS,0-2,Atletico Paranaense
Sat Oct 19 1996,Sport Club Recife,0-0,Atletico Mineiro
Sat Oct 19 1996,EC Bahia,1-2,Gremio Porto Alegre
Sat Oct 19 1996,Sao Paulo FC,0-0,Corinthians SP
Sat Oct 26 1996,EC Vitoria Ba,2-0,Sao Paulo FC
Sat Oct 26 1996,Portuguesa,2-0,Fluminense RJ
Sat Oct 26 1996,Vasco Da Gama,2-3,Coritiba FC
Sat Oct 26 1996,Corinthians SP,0-0,Santos FC
Sat Oct 26 1996,Bragantino,3-1,Juventude RS
Sat Oct 26 1996,Guarani FC,1-0,EC Bahia
Sat Oct 26 1996,Parana Clube,2-0,Criciuma EC
Sat Oct 26 1996,Atletico Paranaense,6-2,Sport Club Recife
Sat Oct 26 1996,Atletico Mineiro,4-3,Botafogo RJ
Sat Oct 26 1996,Goias EC,1-0,Cruzeiro EC
Sat Oct 26 1996,Flamengo RJ,1-2,Internacional
Sat Oct 26 1996,Gremio Porto Alegre,1-1,Se Palmeiras
Sat Nov 2 1996,Juventude RS,0-2,Corinthians SP
Sat Nov 2 1996,Sao Paulo FC,5-3,Criciuma EC
Sat Nov 2 1996,Se Palmeiras,1-0,Flamengo RJ
Sat Nov 2 1996,Fluminense RJ,0-2,Parana Clube
Sat Nov 2 1996,Sport Club Recife,3-2,EC Vitoria Ba
Sat Nov 2 1996,Internacional,0-2,Atletico Paranaense
Sat Nov 2 1996,EC Bahia,1-3,Portuguesa
Sat Nov 2 1996,Santos FC,2-2,Bragantino
Sat Nov 2 1996,Guarani FC,0-2,Gremio Porto Alegre
Sat Nov 2 1996,Botafogo RJ,1-2,Vasco Da Gama
Sat Nov 2 1996,Cruzeiro EC,2-1,Atletico Mineiro
Sat Nov 2 1996,Coritiba FC,0-1,Goias EC
Wed Nov 6 1996,EC Vitoria Ba,2-1,Internacional
Wed Nov 6 1996,Flamengo RJ,2-1,Sport Club Recife
Wed Nov 6 1996,Gremio Porto Alegre,4-2,Fluminense RJ
Wed Nov 6 1996,Parana Clube,1-1,Botafogo RJ
Wed Nov 6 1996,Portuguesa,1-0,Se Palmeiras
Wed Nov 6 1996,Juventude RS,2-2,Sao Paulo FC
Wed Nov 6 1996,Bragantino,2-2,Atletico Mineiro
Wed Nov 6 1996,Criciuma EC,3-0,Goias EC
Wed Nov 6 1996,Atletico Paranaense,0-0,Guarani FC
Wed Nov 6 1996,Vasco Da Gama,1-2,Santos FC
