Date,Team 1,FT,Team 2
Sat May 13 2017,Flamengo RJ,1-1,Atletico Mineiro
Sun May 14 2017,Corinthians SP,1-1,Chapecoense
Sun May 14 2017,Fluminense RJ,3-2,Santos FC
Sun May 14 2017,Se Palmeiras,4-0,Vasco Da Gama
Sun May 14 2017,Cruzeiro EC,1-0,Sao Paulo FC
Sun May 14 2017,EC Bahia,6-2,Atletico Paranaense
Sun May 14 2017,Ponte Preta,4-0,Sport Club Recife
Sun May 14 2017,Avai FC,0-0,EC Vitoria Ba
Mon May 15 2017,Gremio Porto Alegre,2-0,Botafogo RJ
Tue May 16 2017,Coritiba FC,4-1,Atletico GO
Sat May 20 2017,Santos FC,1-0,Coritiba FC
Sun May 21 2017,Atletico GO,0-3,Flamengo RJ
Sun May 21 2017,Chapecoense,1-0,Se Palmeiras
Sun May 21 2017,Vasco Da Gama,2-1,EC Bahia
Sun May 21 2017,Atletico Mineiro,1-2,Fluminense RJ
Sun May 21 2017,Atletico Paranaense,0-2,Gremio Porto Alegre
Sun May 21 2017,EC Vitoria Ba,0-1,Corinthians SP
Sun May 21 2017,Botafogo RJ,2-0,Ponte Preta
Mon May 22 2017,Sport Club Recife,1-1,Cruzeiro EC
Tue May 23 2017,Sao Paulo FC,2-0,Avai FC
Sat May 27 2017,Vasco Da Gama,3-2,Fluminense RJ
Sun May 28 2017,Sao Paulo FC,2-0,Se Palmeiras
Sun May 28 2017,EC Vitoria Ba,0-1,Coritiba FC
Sun May 28 2017,Atletico Mineiro,2-2,Ponte Preta
Sun May 28 2017,Santos FC,0-1,Cruzeiro EC
Sun May 28 2017,Atletico Paranaense,1-1,Flamengo RJ
Sun May 28 2017,Atletico GO,0-1,Corinthians SP
Sun May 28 2017,Sport Club Recife,4-3,Gremio Porto Alegre
Mon May 29 2017,Botafogo RJ,1-0,EC Bahia
Tue May 30 2017,Chapecoense,2-0,Avai FC
Sat Jun 3 2017,Coritiba FC,1-0,Atletico Paranaense
Sat Jun 3 2017,Fluminense RJ,2-1,EC Vitoria Ba
Sun Jun 4 2017,Corinthians SP,2-0,Santos FC
Sun Jun 4 2017,Flamengo RJ,0-0,Botafogo RJ
Sun Jun 4 2017,Avai FC,1-0,Sport Club Recife
Sun Jun 4 2017,Se Palmeiras,0-0,Atletico Mineiro
Sun Jun 4 2017,Gremio Porto Alegre,2-0,Vasco Da Gama
Sun Jun 4 2017,Ponte Preta,1-0,Sao Paulo FC
Mon Jun 5 2017,Cruzeiro EC,0-2,Chapecoense
Tue Jun 6 2017,EC Bahia,3-0,Atletico GO
Wed Jun 7 2017,Fluminense RJ,1-1,Atletico Paranaense
Thu Jun 8 2017,Atletico Mineiro,1-0,Avai FC
Thu Jun 8 2017,Coritiba FC,1-0,Se Palmeiras
Thu Jun 8 2017,Santos FC,1-0,Botafogo RJ
Thu Jun 8 2017,Vasco Da Gama,2-5,Corinthians SP
Thu Jun 8 2017,Sport Club Recife,2-0,Flamengo RJ
Fri Jun 9 2017,Sao Paulo FC,2-0,EC Vitoria Ba
Fri Jun 9 2017,Atletico GO,3-0,Ponte Preta
Fri Jun 9 2017,Chapecoense,3-6,Gremio Porto Alegre
Fri Jun 9 2017,EC Bahia,1-0,Cruzeiro EC
Sat Jun 10 2017,Se Palmeiras,3-1,Fluminense RJ
Sun Jun 11 2017,Vasco Da Gama,2-1,Sport Club Recife
Sun Jun 11 2017,Botafogo RJ,2-2,Coritiba FC
Sun Jun 11 2017,Corinthians SP,3-2,Sao Paulo FC
Sun Jun 11 2017,EC Vitoria Ba,2-0,Atletico Mineiro
Sun Jun 11 2017,Ponte Preta,3-2,Chapecoense
Sun Jun 11 2017,Avai FC,1-1,Flamengo RJ
Sun Jun 11 2017,Cruzeiro EC,2-0,Atletico GO
Mon Jun 12 2017,Atletico Paranaense,0-2,Santos FC
Tue Jun 13 2017,Gremio Porto Alegre,1-0,EC Bahia
Thu Jun 15 2017,Atletico Mineiro,0-1,Atletico Paranaense
Thu Jun 15 2017,Sport Club Recife,0-0,Sao Paulo FC
Thu Jun 15 2017,EC Vitoria Ba,2-2,Botafogo RJ
Thu Jun 15 2017,Atletico GO,3-1,Avai FC
Thu Jun 15 2017,Flamengo RJ,2-0,Ponte Preta
Thu Jun 15 2017,Santos FC,1-0,Se Palmeiras
Thu Jun 15 2017,Corinthians SP,1-0,Cruzeiro EC
Thu Jun 15 2017,Chapecoense,2-1,Vasco Da Gama
Thu Jun 15 2017,Coritiba FC,0-0,EC Bahia
Fri Jun 16 2017,Fluminense RJ,0-2,Gremio Porto Alegre
Sat Jun 17 2017,Atletico GO,0-1,Atletico Paranaense
Sun Jun 18 2017,Vasco Da Gama,1-0,Avai FC
Sun Jun 18 2017,Santos FC,0-0,Ponte Preta
Sun Jun 18 2017,Coritiba FC,0-0,Corinthians SP
Sun Jun 18 2017,Fluminense RJ,2-2,Flamengo RJ
Sun Jun 18 2017,Sao Paulo FC,1-2,Atletico Mineiro
Sun Jun 18 2017,EC Bahia,2-4,Se Palmeiras
Sun Jun 18 2017,Chapecoense,0-2,Botafogo RJ
Mon Jun 19 2017,Sport Club Recife,1-3,EC Vitoria Ba
Tue Jun 20 2017,Cruzeiro EC,3-3,Gremio Porto Alegre
Thu Jun 22 2017,EC Vitoria Ba,0-2,Santos FC
Thu Jun 22 2017,Botafogo RJ,3-1,Vasco Da Gama
Thu Jun 22 2017,Se Palmeiras,1-0,Atletico GO
Thu Jun 22 2017,Atletico Mineiro,2-2,Sport Club Recife
Thu Jun 22 2017,Atletico Paranaense,1-0,Sao Paulo FC
Thu Jun 22 2017,Avai FC,0-3,Fluminense RJ
Fri Jun 23 2017,Corinthians SP,3-0,EC Bahia
Fri Jun 23 2017,Ponte Preta,1-0,Cruzeiro EC
Fri Jun 23 2017,Flamengo RJ,5-1,Chapecoense
Fri Jun 23 2017,Gremio Porto Alegre,2-0,Coritiba FC
Sun Jun 25 2017,Santos FC,0-1,Sport Club Recife
Sun Jun 25 2017,Vasco Da Gama,1-0,Atletico GO
Sun Jun 25 2017,Sao Paulo FC,1-1,Fluminense RJ
Sun Jun 25 2017,Cruzeiro EC,2-0,Coritiba FC
Sun Jun 25 2017,Atletico Paranaense,4-1,EC Vitoria Ba
Sun Jun 25 2017,Gremio Porto Alegre,0-1,Corinthians SP
Sun Jun 25 2017,Ponte Preta,1-2,Se Palmeiras
Sun Jun 25 2017,EC Bahia,0-1,Flamengo RJ
Mon Jun 26 2017,Chapecoense,0-1,Atletico Mineiro
