Date,Team 1,FT,Team 2
Sat Jul 6 1946,TSV Schwaben Augsburg,4-3,Eintracht Frankfurt
Sun Jul 7 1946,Karlsruher SC,2-5,1 FC Nuernberg
Sun Jul 14 1946,FSV Frankfurt,2-0,TSV 1860 Muenchen
Sun Jul 14 1946,1 FC Schweinfurt 05,2-3,VFR Mannheim
Sun Sep 22 1946,TSV 1860 Muenchen,2-1,Spvgg Greuther Fuerth
Sun Sep 22 1946,Eintracht Bamberg,2-0,Karlsruher FV
Sun Sep 29 1946,1 FC Nuernberg,4-0,SSV Ulm 1846
Sun Sep 29 1946,Eintracht Frankfurt,2-1,Bayern Muenchen
Sun Sep 29 1946,Kickers Offenbach,6-0,TSV Schwaben Augsburg
Sun Sep 29 1946,Karlsruher SC,0-3,VFL Neckarau
Sun Sep 29 1946,Stuttgarter Kickers,2-0,VFR Mannheim
Sun Sep 29 1946,Viktoria Aschaffenburg,3-5,1 FC Schweinfurt 05
Sun Sep 29 1946,Waldhof Mannheim,6-0,FSV Frankfurt
Sun Sep 29 1946,FC Augsburg,2-4,Vfb Stuttgart
Sun Oct 6 1946,VFL Neckarau,1-1,Kickers Offenbach
Sun Oct 6 1946,Vfb Stuttgart,5-1,TSV 1860 Muenchen
Sun Oct 6 1946,Karlsruher FV,1-3,Stuttgarter Kickers
Sun Oct 6 1946,1 FC Schweinfurt 05,2-0,FC Augsburg
Sun Oct 6 1946,VFR Mannheim,0-1,Eintracht Frankfurt
Sun Oct 6 1946,FSV Frankfurt,2-0,Viktoria Aschaffenburg
Sun Oct 6 1946,Bayern Muenchen,1-2,Eintracht Bamberg
Sun Oct 6 1946,TSV Schwaben Augsburg,1-3,1 FC Nuernberg
Sun Oct 6 1946,Spvgg Greuther Fuerth,1-2,Waldhof Mannheim
Sun Oct 6 1946,SSV Ulm 1846,6-0,Karlsruher SC
Sun Oct 13 1946,Waldhof Mannheim,3-1,Karlsruher FV
Sun Oct 13 1946,TSV 1860 Muenchen,0-1,1 FC Schweinfurt 05
Sun Oct 13 1946,Stuttgarter Kickers,3-3,Bayern Muenchen
Sun Oct 13 1946,FC Augsburg,4-1,FSV Frankfurt
Sun Oct 13 1946,Eintracht Frankfurt,2-0,TSV Schwaben Augsburg
Sun Oct 13 1946,Viktoria Aschaffenburg,5-1,SSV Ulm 1846
Sun Oct 13 1946,Eintracht Bamberg,2-1,VFR Mannheim
Sun Oct 13 1946,1 FC Nuernberg,4-0,Kickers Offenbach
Sun Oct 13 1946,Karlsruher SC,2-0,Vfb Stuttgart
Sun Oct 13 1946,VFL Neckarau,0-1,Spvgg Greuther Fuerth
Sun Oct 20 1946,VFR Mannheim,1-0,Karlsruher SC
Sun Oct 20 1946,Bayern Muenchen,3-0,VFL Neckarau
Sun Oct 20 1946,1 FC Schweinfurt 05,2-2,Eintracht Frankfurt
Sun Oct 20 1946,FSV Frankfurt,0-2,Eintracht Bamberg
Sun Oct 20 1946,TSV Schwaben Augsburg,2-1,TSV 1860 Muenchen
Sun Oct 20 1946,Spvgg Greuther Fuerth,1-1,Stuttgarter Kickers
Sun Oct 20 1946,Waldhof Mannheim,1-8,1 FC Nuernberg
Sun Oct 20 1946,Kickers Offenbach,6-2,FC Augsburg
Sun Oct 20 1946,Karlsruher FV,3-3,Viktoria Aschaffenburg
Sun Oct 27 1946,Eintracht Bamberg,0-2,TSV Schwaben Augsburg
Sun Oct 27 1946,1 FC Nuernberg,4-0,FSV Frankfurt
Sun Oct 27 1946,Stuttgarter Kickers,3-3,Kickers Offenbach
Sun Oct 27 1946,SSV Ulm 1846,2-0,VFR Mannheim
Sun Oct 27 1946,Eintracht Frankfurt,1-1,Vfb Stuttgart
Sun Oct 27 1946,VFL Neckarau,7-0,Viktoria Aschaffenburg
Sun Oct 27 1946,Waldhof Mannheim,1-1,Bayern Muenchen
Sun Oct 27 1946,TSV 1860 Muenchen,2-1,Karlsruher FV
Sun Oct 27 1946,Karlsruher SC,0-1,1 FC Schweinfurt 05
Sun Oct 27 1946,FC Augsburg,2-1,Spvgg Greuther Fuerth
Sun Nov 3 1946,Spvgg Greuther Fuerth,2-1,Eintracht Frankfurt
Sun Nov 3 1946,VFR Mannheim,2-1,1 FC Nuernberg
Sun Nov 3 1946,Vfb Stuttgart,1-0,1 FC Schweinfurt 05
Sun Nov 3 1946,TSV Schwaben Augsburg,5-1,Waldhof Mannheim
Sun Nov 3 1946,Karlsruher FV,2-2,VFL Neckarau
Sun Nov 3 1946,Kickers Offenbach,2-2,SSV Ulm 1846
Sun Nov 3 1946,Bayern Muenchen,2-3,Karlsruher SC
Sun Nov 3 1946,FSV Frankfurt,0-2,Stuttgarter Kickers
Sun Nov 3 1946,Viktoria Aschaffenburg,2-1,FC Augsburg
Sun Nov 3 1946,Eintracht Bamberg,0-2,TSV 1860 Muenchen
Sun Nov 10 1946,1 FC Nuernberg,5-0,Bayern Muenchen
Sun Nov 10 1946,Karlsruher SC,1-0,Spvgg Greuther Fuerth
Sun Nov 10 1946,Viktoria Aschaffenburg,1-2,Vfb Stuttgart
Sun Nov 10 1946,FC Augsburg,4-0,SSV Ulm 1846
Sun Nov 10 1946,1 FC Schweinfurt 05,0-1,VFR Mannheim
Sun Nov 10 1946,Waldhof Mannheim,0-1,Kickers Offenbach
Sun Nov 10 1946,Eintracht Frankfurt,2-0,Karlsruher FV
Sun Nov 10 1946,Stuttgarter Kickers,2-1,TSV Schwaben Augsburg
Sun Nov 10 1946,VFL Neckarau,2-0,Eintracht Bamberg
Sun Nov 10 1946,TSV 1860 Muenchen,3-0,FSV Frankfurt
Sun Nov 17 1946,Spvgg Greuther Fuerth,4-1,Viktoria Aschaffenburg
Sun Nov 17 1946,Karlsruher FV,0-1,1 FC Nuernberg
Sun Nov 17 1946,1 FC Schweinfurt 05,1-1,Stuttgarter Kickers
Sun Nov 17 1946,VFR Mannheim,1-2,TSV 1860 Muenchen
Sun Nov 17 1946,SSV Ulm 1846,2-1,Eintracht Bamberg
Sun Nov 17 1946,Kickers Offenbach,1-1,Eintracht Frankfurt
Sun Nov 17 1946,TSV Schwaben Augsburg,5-2,VFL Neckarau
Sun Nov 17 1946,Bayern Muenchen,5-1,FC Augsburg
Sun Nov 17 1946,FSV Frankfurt,2-0,Karlsruher SC
Sun Nov 17 1946,Vfb Stuttgart,2-1,Waldhof Mannheim
Sun Nov 24 1946,1 FC Nuernberg,6-0,VFL Neckarau
Sun Nov 24 1946,Kickers Offenbach,2-3,Spvgg Greuther Fuerth
Sun Nov 24 1946,TSV 1860 Muenchen,2-0,Stuttgarter Kickers
Sun Nov 24 1946,Waldhof Mannheim,2-0,Eintracht Frankfurt
Sun Nov 24 1946,Viktoria Aschaffenburg,1-4,TSV Schwaben Augsburg
Sun Nov 24 1946,FC Augsburg,2-1,VFR Mannheim
Sun Nov 24 1946,Vfb Stuttgart,1-0,SSV Ulm 1846
Sun Nov 24 1946,Karlsruher FV,1-0,1 FC Schweinfurt 05
Sun Nov 24 1946,FSV Frankfurt,2-0,Bayern Muenchen
Sun Nov 24 1946,Eintracht Bamberg,2-1,Karlsruher SC
Sun Dec 1 1946,Spvgg Greuther Fuerth,4-0,Eintracht Bamberg
Sun Dec 1 1946,Eintracht Frankfurt,1-1,1 FC Nuernberg
Sun Dec 1 1946,Stuttgarter Kickers,2-1,Waldhof Mannheim
Sun Dec 1 1946,1 FC Schweinfurt 05,4-1,Kickers Offenbach
Sun Dec 1 1946,VFL Neckarau,1-1,FSV Frankfurt
Sun Dec 1 1946,VFR Mannheim,5-2,Viktoria Aschaffenburg
Sun Dec 1 1946,TSV Schwaben Augsburg,3-0,Karlsruher FV
Sun Dec 1 1946,Bayern Muenchen,1-3,Vfb Stuttgart
Sun Dec 1 1946,SSV Ulm 1846,0-2,TSV 1860 Muenchen
Sun Dec 8 1946,1 FC Nuernberg,8-0,Karlsruher SC
Sun Dec 8 1946,FSV Frankfurt,0-0,Spvgg Greuther Fuerth
Sun Dec 8 1946,SSV Ulm 1846,1-1,TSV Schwaben Augsburg
Sun Dec 8 1946,Waldhof Mannheim,1-0,VFL Neckarau
Sun Dec 8 1946,FC Augsburg,1-2,Eintracht Frankfurt
Sun Dec 8 1946,Karlsruher FV,2-1,Bayern Muenchen
Sun Dec 8 1946,TSV 1860 Muenchen,6-0,Kickers Offenbach
Sun Dec 8 1946,Eintracht Bamberg,3-1,Viktoria Aschaffenburg
Sun Dec 8 1946,Vfb Stuttgart,4-0,VFR Mannheim
Sun Dec 15 1946,Spvgg Greuther Fuerth,3-0,Vfb Stuttgart
Sun Dec 15 1946,Viktoria Aschaffenburg,1-0,1 FC Nuernberg
Sun Dec 15 1946,VFL Neckarau,2-2,1 FC Schweinfurt 05
Sun Dec 15 1946,Eintracht Frankfurt,6-0,Eintracht Bamberg
Sun Dec 15 1946,Kickers Offenbach,4-1,Karlsruher FV
Sun Dec 15 1946,Karlsruher SC,2-4,Waldhof Mannheim
Sun Dec 15 1946,Bayern Muenchen,0-1,SSV Ulm 1846
Sun Dec 15 1946,Stuttgarter Kickers,0-3,FC Augsburg
Sun Dec 15 1946,TSV Schwaben Augsburg,1-1,FSV Frankfurt
Sun Dec 22 1946,1 FC Nuernberg,3-1,Stuttgarter Kickers
Sun Dec 22 1946,VFR Mannheim,0-0,Spvgg Greuther Fuerth
Sun Dec 22 1946,1 FC Schweinfurt 05,2-0,Bayern Muenchen
Sun Dec 22 1946,Vfb Stuttgart,0-2,TSV Schwaben Augsburg
Sun Dec 22 1946,TSV 1860 Muenchen,9-0,Viktoria Aschaffenburg
Sun Dec 22 1946,FC Augsburg,4-3,VFL Neckarau
Sun Dec 22 1946,FSV Frankfurt,1-0,Kickers Offenbach
Sun Dec 22 1946,SSV Ulm 1846,4-0,Waldhof Mannheim
Sun Dec 22 1946,Karlsruher SC,3-2,Eintracht Frankfurt
Thu Dec 26 1946,Spvgg Greuther Fuerth,1-3,1 FC Nuernberg
Thu Dec 26 1946,Bayern Muenchen,1-1,TSV 1860 Muenchen
Thu Dec 26 1946,TSV Schwaben Augsburg,1-1,FC Augsburg
Thu Dec 26 1946,Karlsruher FV,0-0,Karlsruher SC
Thu Dec 26 1946,SSV Ulm 1846,2-2,VFL Neckarau
Thu Dec 26 1946,Eintracht Bamberg,0-1,1 FC Schweinfurt 05
Thu Dec 26 1946,Eintracht Frankfurt,1-1,FSV Frankfurt
Sun Dec 29 1946,Waldhof Mannheim,3-0,VFR Mannheim
Sun Dec 29 1946,Stuttgarter Kickers,1-3,Vfb Stuttgart
Sun Jan 5 1947,Vfb Stuttgart,1-2,1 FC Nuernberg
Sun Jan 5 1947,Spvgg Greuther Fuerth,1-5,TSV Schwaben Augsburg
Sun Jan 5 1947,Bayern Muenchen,4-1,Viktoria Aschaffenburg
