Date,Team 1,FT,Team 2
Sat Aug 20 1955,Birmingham City,2-2,Manchester United
Sat Aug 20 1955,Blackpool FC,3-1,Arsenal FC
Sat Aug 20 1955,Cardiff City,3-1,Sunderland Afc
Sat Aug 20 1955,Charlton Athletic,2-2,Luton Town
Sat Aug 20 1955,Chelsea FC,0-2,Bolton Wanderers
Sat Aug 20 1955,Everton FC,0-4,Preston North End
Sat Aug 20 1955,Huddersfield Town,1-0,Portsmouth FC
Sat Aug 20 1955,Manchester City,2-2,Aston Villa
Sat Aug 20 1955,Newcastle United,4-2,Sheffield United
Sat Aug 20 1955,Tottenham Hotspur,0-1,Burnley FC
Sat Aug 20 1955,West Bromwich Albion,1-1,Wolverhampton Wanderers
Mon Aug 22 1955,Burnley FC,0-2,Blackpool FC
Mon Aug 22 1955,Sheffield United,0-0,Charlton Athletic
Tue Aug 23 1955,Arsenal FC,3-1,Cardiff City
Wed Aug 24 1955,Huddersfield Town,1-3,Chelsea FC
Wed Aug 24 1955,Manchester United,2-2,Tottenham Hotspur
Wed Aug 24 1955,Newcastle United,2-2,Birmingham City
Wed Aug 24 1955,Portsmouth FC,2-1,Wolverhampton Wanderers
Wed Aug 24 1955,Preston North End,2-1,Luton Town
Wed Aug 24 1955,Sunderland Afc,5-1,Aston Villa
Wed Aug 24 1955,West Bromwich Albion,2-0,Everton FC
Sat Aug 27 1955,Arsenal FC,1-1,Chelsea FC
Sat Aug 27 1955,Aston Villa,2-0,Cardiff City
Sat Aug 27 1955,Bolton Wanderers,1-3,Charlton Athletic
Sat Aug 27 1955,Burnley FC,0-1,Everton FC
Sat Aug 27 1955,Luton Town,2-1,Tottenham Hotspur
Sat Aug 27 1955,Manchester United,3-1,West Bromwich Albion
Sat Aug 27 1955,Portsmouth FC,3-3,Blackpool FC
Sat Aug 27 1955,Preston North End,4-3,Newcastle United
Sat Aug 27 1955,Sheffield United,0-3,Birmingham City
Sat Aug 27 1955,Sunderland Afc,4-1,Huddersfield Town
Sat Aug 27 1955,Wolverhampton Wanderers,7-2,Manchester City
Mon Aug 29 1955,Aston Villa,1-4,Sunderland Afc
Mon Aug 29 1955,Blackpool FC,1-1,Burnley FC
Mon Aug 29 1955,Chelsea FC,0-0,Huddersfield Town
Wed Aug 31 1955,Birmingham City,3-1,Newcastle United
Wed Aug 31 1955,Cardiff City,1-0,Bolton Wanderers
Wed Aug 31 1955,Everton FC,2-0,West Bromwich Albion
Wed Aug 31 1955,Luton Town,2-1,Preston North End
Wed Aug 31 1955,Manchester City,2-2,Arsenal FC
Wed Aug 31 1955,Tottenham Hotspur,1-2,Manchester United
Wed Aug 31 1955,Wolverhampton Wanderers,3-1,Portsmouth FC
Thu Sep 1 1955,Charlton Athletic,3-2,Sheffield United
Sat Sep 3 1955,Birmingham City,0-3,Preston North End
Sat Sep 3 1955,Blackpool FC,7-3,Sunderland Afc
Sat Sep 3 1955,Bolton Wanderers,4-1,Arsenal FC
Sat Sep 3 1955,Cardiff City,1-9,Wolverhampton Wanderers
Sat Sep 3 1955,Chelsea FC,1-5,Portsmouth FC
Sat Sep 3 1955,Everton FC,0-1,Luton Town
Sat Sep 3 1955,Huddersfield Town,1-1,Aston Villa
Sat Sep 3 1955,Manchester City,1-0,Manchester United
Sat Sep 3 1955,Newcastle United,3-1,Burnley FC
Sat Sep 3 1955,Tottenham Hotspur,2-3,Charlton Athletic
Sat Sep 3 1955,West Bromwich Albion,2-1,Sheffield United
Mon Sep 5 1955,Aston Villa,0-0,Birmingham City
Mon Sep 5 1955,Blackpool FC,2-1,Chelsea FC
Mon Sep 5 1955,Burnley FC,3-1,Luton Town
Mon Sep 5 1955,Sheffield United,2-0,Tottenham Hotspur
Tue Sep 6 1955,Arsenal FC,0-0,Manchester City
Wed Sep 7 1955,Bolton Wanderers,4-0,Cardiff City
Wed Sep 7 1955,Manchester United,2-1,Everton FC
Wed Sep 7 1955,Preston North End,2-2,Charlton Athletic
Wed Sep 7 1955,West Bromwich Albion,1-1,Newcastle United
Sat Sep 10 1955,Aston Villa,1-1,Blackpool FC
Sat Sep 10 1955,Burnley FC,3-2,Birmingham City
Sat Sep 10 1955,Charlton Athletic,0-2,Everton FC
Sat Sep 10 1955,Luton Town,4-2,Newcastle United
Sat Sep 10 1955,Manchester City,3-1,Cardiff City
Sat Sep 10 1955,Portsmouth FC,3-3,Bolton Wanderers
Sat Sep 10 1955,Preston North End,0-1,West Bromwich Albion
Sat Sep 10 1955,Sheffield United,1-0,Manchester United
Sat Sep 10 1955,Sunderland Afc,4-3,Chelsea FC
Sat Sep 10 1955,Tottenham Hotspur,3-1,Arsenal FC
Sat Sep 10 1955,Wolverhampton Wanderers,4-0,Huddersfield Town
Wed Sep 14 1955,Everton FC,4-2,Manchester United
Thu Sep 15 1955,Charlton Athletic,2-1,Preston North End
Sat Sep 17 1955,Arsenal FC,1-3,Portsmouth FC
Sat Sep 17 1955,Birmingham City,0-0,Luton Town
Sat Sep 17 1955,Blackpool FC,2-1,Wolverhampton Wanderers
Sat Sep 17 1955,Bolton Wanderers,0-3,Sunderland Afc
Sat Sep 17 1955,Cardiff City,3-2,Sheffield United
Sat Sep 17 1955,Chelsea FC,0-0,Aston Villa
Sat Sep 17 1955,Everton FC,2-1,Tottenham Hotspur
Sat Sep 17 1955,Huddersfield Town,3-3,Manchester City
Sat Sep 17 1955,Manchester United,3-2,Preston North End
Sat Sep 17 1955,Newcastle United,4-1,Charlton Athletic
Sat Sep 17 1955,West Bromwich Albion,1-0,Burnley FC
Wed Sep 21 1955,Birmingham City,2-2,Aston Villa
Sat Sep 24 1955,Aston Villa,0-2,Bolton Wanderers
Sat Sep 24 1955,Burnley FC,0-0,Manchester United
Sat Sep 24 1955,Cardiff City,1-2,Huddersfield Town
Sat Sep 24 1955,Charlton Athletic,2-0,Birmingham City
Sat Sep 24 1955,Luton Town,0-2,West Bromwich Albion
Sat Sep 24 1955,Manchester City,2-0,Blackpool FC
Sat Sep 24 1955,Portsmouth FC,1-0,Everton FC
Sat Sep 24 1955,Preston North End,0-2,Sheffield United
Sat Sep 24 1955,Sunderland Afc,3-1,Arsenal FC
Sat Sep 24 1955,Tottenham Hotspur,3-1,Newcastle United
Sat Sep 24 1955,Wolverhampton Wanderers,2-1,Chelsea FC
Sat Oct 1 1955,Arsenal FC,1-0,Aston Villa
Sat Oct 1 1955,Birmingham City,3-0,Tottenham Hotspur
Sat Oct 1 1955,Blackpool FC,2-1,Cardiff City
Sat Oct 1 1955,Bolton Wanderers,2-1,Wolverhampton Wanderers
Sat Oct 1 1955,Chelsea FC,2-1,Manchester City
Sat Oct 1 1955,Huddersfield Town,2-2,Preston North End
Sat Oct 1 1955,Manchester United,3-1,Luton Town
Sat Oct 1 1955,Newcastle United,1-2,Everton FC
Sat Oct 1 1955,Portsmouth FC,2-1,Sunderland Afc
Sat Oct 1 1955,Sheffield United,1-2,Burnley FC
Sat Oct 1 1955,West Bromwich Albion,3-3,Charlton Athletic
Sat Oct 8 1955,Birmingham City,1-2,Sunderland Afc
Sat Oct 8 1955,Burnley FC,2-0,Huddersfield Town
Sat Oct 8 1955,Charlton Athletic,1-2,Chelsea FC
Sat Oct 8 1955,Everton FC,1-1,Arsenal FC
Sat Oct 8 1955,Luton Town,3-1,Blackpool FC
Sat Oct 8 1955,Manchester United,4-3,Wolverhampton Wanderers
Sat Oct 8 1955,Newcastle United,2-1,Portsmouth FC
Sat Oct 8 1955,Preston North End,1-2,Cardiff City
Sat Oct 8 1955,Sheffield United,1-1,Manchester City
Sat Oct 8 1955,Tottenham Hotspur,0-3,Bolton Wanderers
Sat Oct 8 1955,West Bromwich Albion,1-0,Aston Villa
Sat Oct 15 1955,Arsenal FC,1-0,Newcastle United
Sat Oct 15 1955,Aston Villa,4-4,Manchester United
Sat Oct 15 1955,Blackpool FC,5-0,Charlton Athletic
Sat Oct 15 1955,Bolton Wanderers,1-1,Everton FC
Sat Oct 15 1955,Cardiff City,2-2,Burnley FC
Sat Oct 15 1955,Chelsea FC,2-0,Tottenham Hotspur
Sat Oct 15 1955,Huddersfield Town,0-2,Luton Town
Sat Oct 15 1955,Manchester City,0-2,Preston North End
Sat Oct 15 1955,Portsmouth FC,0-5,Birmingham City
Sat Oct 15 1955,Sunderland Afc,2-1,West Bromwich Albion
Sat Oct 15 1955,Wolverhampton Wanderers,3-2,Sheffield United
Sat Oct 22 1955,Birmingham City,4-3,Manchester City
Sat Oct 22 1955,Burnley FC,2-0,Bolton Wanderers
Sat Oct 22 1955,Charlton Athletic,6-1,Portsmouth FC
Sat Oct 22 1955,Everton FC,2-1,Aston Villa
Sat Oct 22 1955,Luton Town,0-0,Arsenal FC
Sat Oct 22 1955,Manchester United,3-0,Huddersfield Town
Sat Oct 22 1955,Newcastle United,3-1,Wolverhampton Wanderers
Sat Oct 22 1955,Preston North End,2-3,Chelsea FC
Sat Oct 22 1955,Sheffield United,2-1,Blackpool FC
Sat Oct 22 1955,Tottenham Hotspur,2-3,Sunderland Afc
Sat Oct 22 1955,West Bromwich Albion,2-1,Cardiff City
Sat Oct 29 1955,Arsenal FC,2-4,Charlton Athletic
Sat Oct 29 1955,Aston Villa,3-0,Newcastle United
Sat Oct 29 1955,Blackpool FC,2-6,Preston North End
Sat Oct 29 1955,Bolton Wanderers,4-0,Luton Town
Sat Oct 29 1955,Cardiff City,0-1,Manchester United
Sat Oct 29 1955,Chelsea FC,0-0,Burnley FC
Sat Oct 29 1955,Huddersfield Town,1-2,Sheffield United
Sat Oct 29 1955,Manchester City,2-0,West Bromwich Albion
Sat Oct 29 1955,Portsmouth FC,4-1,Tottenham Hotspur
Sat Oct 29 1955,Sunderland Afc,0-0,Everton FC
Sat Oct 29 1955,Wolverhampton Wanderers,1-0,Birmingham City
Sat Nov 5 1955,Birmingham City,3-0,Chelsea FC
Sat Nov 5 1955,Burnley FC,2-0,Aston Villa
Sat Nov 5 1955,Charlton Athletic,5-2,Manchester City
Sat Nov 5 1955,Everton FC,5-2,Huddersfield Town
Sat Nov 5 1955,Luton Town,5-1,Wolverhampton Wanderers
Sat Nov 5 1955,Manchester United,1-1,Arsenal FC
Sat Nov 5 1955,Newcastle United,1-2,Blackpool FC
Sat Nov 5 1955,Preston North End,2-2,Sunderland Afc
Sat Nov 5 1955,Sheffield United,1-3,Portsmouth FC
Sat Nov 5 1955,Tottenham Hotspur,1-1,Cardiff City
Sat Nov 5 1955,West Bromwich Albion,2-0,Bolton Wanderers
Sat Nov 12 1955,Arsenal FC,2-1,Sheffield United
Sat Nov 12 1955,Aston Villa,1-0,Luton Town
Sat Nov 12 1955,Blackpool FC,2-0,Birmingham City
Sat Nov 12 1955,Bolton Wanderers,3-1,Manchester United
Sat Nov 12 1955,Cardiff City,3-1,Everton FC
Sat Nov 12 1955,Chelsea FC,2-0,West Bromwich Albion
Sat Nov 12 1955,Huddersfield Town,2-6,Newcastle United
Sat Nov 12 1955,Manchester City,1-2,Tottenham Hotspur
Sat Nov 12 1955,Portsmouth FC,0-2,Preston North End
Sat Nov 12 1955,Sunderland Afc,4-4,Burnley FC
Sat Nov 12 1955,Wolverhampton Wanderers,2-0,Charlton Athletic
Sat Nov 19 1955,Birmingham City,5-0,Huddersfield Town
Sat Nov 19 1955,Burnley FC,3-0,Portsmouth FC
Sat Nov 19 1955,Charlton Athletic,3-1,Aston Villa
Sat Nov 19 1955,Everton FC,1-1,Manchester City
Sat Nov 19 1955,Luton Town,8-2,Sunderland Afc
Sat Nov 19 1955,Manchester United,3-0,Chelsea FC
Sat Nov 19 1955,Newcastle United,4-0,Cardiff City
Sat Nov 19 1955,Preston North End,0-1,Arsenal FC
Sat Nov 19 1955,Sheffield United,1-3,Bolton Wanderers
Sat Nov 19 1955,Tottenham Hotspur,2-1,Wolverhampton Wanderers
Sat Nov 19 1955,West Bromwich Albion,1-2,Blackpool FC
Sat Nov 26 1955,Arsenal FC,0-1,Burnley FC
Sat Nov 26 1955,Aston Villa,0-2,Tottenham Hotspur
Sat Nov 26 1955,Blackpool FC,0-0,Manchester United
Sat Nov 26 1955,Bolton Wanderers,0-0,Preston North End
Sat Nov 26 1955,Cardiff City,2-1,Birmingham City
Sat Nov 26 1955,Chelsea FC,1-0,Sheffield United
Sat Nov 26 1955,Huddersfield Town,1-0,West Bromwich Albion
Sat Nov 26 1955,Manchester City,1-2,Newcastle United
Sat Nov 26 1955,Portsmouth FC,0-0,Luton Town
Sat Nov 26 1955,Sunderland Afc,3-2,Charlton Athletic
Sat Nov 26 1955,Wolverhampton Wanderers,1-0,Everton FC
Sat Dec 3 1955,Birmingham City,4-0,Arsenal FC
Sat Dec 3 1955,Burnley FC,2-2,Manchester City
Sat Dec 3 1955,Charlton Athletic,4-1,Huddersfield Town
Sat Dec 3 1955,Everton FC,3-3,Chelsea FC
Sat Dec 3 1955,Luton Town,3-0,Cardiff City
Sat Dec 3 1955,Manchester United,2-1,Sunderland Afc
Sat Dec 3 1955,Newcastle United,3-0,Bolton Wanderers
Sat Dec 3 1955,Preston North End,2-0,Wolverhampton Wanderers
Sat Dec 3 1955,Sheffield United,2-2,Aston Villa
Sat Dec 3 1955,Tottenham Hotspur,1-1,Blackpool FC
Sat Dec 3 1955,West Bromwich Albion,4-0,Portsmouth FC
Sat Dec 10 1955,Arsenal FC,2-0,West Bromwich Albion
Sat Dec 10 1955,Aston Villa,3-2,Preston North End
Sat Dec 10 1955,Blackpool FC,4-0,Everton FC
Sat Dec 10 1955,Bolton Wanderers,6-0,Birmingham City
Sat Dec 10 1955,Cardiff City,3-1,Charlton Athletic
Sat Dec 10 1955,Chelsea FC,2-1,Newcastle United
Sat Dec 10 1955,Huddersfield Town,1-0,Tottenham Hotspur
Sat Dec 10 1955,Manchester City,3-2,Luton Town
Sat Dec 10 1955,Portsmouth FC,3-2,Manchester United
Sat Dec 10 1955,Sunderland Afc,3-2,Sheffield United
Sat Dec 10 1955,Wolverhampton Wanderers,3-1,Burnley FC
Sat Dec 17 1955,Arsenal FC,4-1,Blackpool FC
Sat Dec 17 1955,Aston Villa,0-3,Manchester City
Sat Dec 17 1955,Bolton Wanderers,4-0,Chelsea FC
Sat Dec 17 1955,Burnley FC,2-0,Tottenham Hotspur
Sat Dec 17 1955,Luton Town,2-1,Charlton Athletic
Sat Dec 17 1955,Manchester United,2-1,Birmingham City
Sat Dec 17 1955,Portsmouth FC,5-2,Huddersfield Town
Sat Dec 17 1955,Preston North End,0-1,Everton FC
Sat Dec 17 1955,Sheffield United,2-1,Newcastle United
Sat Dec 17 1955,Sunderland Afc,1-1,Cardiff City
Sat Dec 17 1955,Wolverhampton Wanderers,3-2,West Bromwich Albion
Sat Dec 24 1955,Birmingham City,0-2,Sheffield United
