Date,Team 1,FT,Team 2
Sat May 21 2011,Flamengo RJ,4-0,Avai FC
Sat May 21 2011,Ceara SC,1-3,Vasco Da Gama
Sat May 21 2011,Atletico Mineiro,3-0,Atletico Paranaense
Sun May 22 2011,Santos FC,1-1,Internacional
Sun May 22 2011,Se Palmeiras,1-0,Botafogo RJ
Sun May 22 2011,Gremio Porto Alegre,1-2,Corinthians SP
Sun May 22 2011,Coritiba FC,0-1,Atletico GO
Sun May 22 2011,Figueirense,1-0,Cruzeiro EC
Sun May 22 2011,Fluminense RJ,0-2,Sao Paulo FC
Sun May 22 2011,America MG,2-1,EC Bahia
Sat May 28 2011,Botafogo RJ,1-0,Santos FC
Sat May 28 2011,Internacional,0-1,Ceara SC
Sat May 28 2011,Avai FC,1-3,Atletico Mineiro
Sun May 29 2011,Sao Paulo FC,1-0,Figueirense
Sun May 29 2011,Corinthians SP,2-1,Coritiba FC
Sun May 29 2011,EC Bahia,3-3,Flamengo RJ
Sun May 29 2011,Atletico Paranaense,0-1,Gremio Porto Alegre
Sun May 29 2011,Cruzeiro EC,1-1,Se Palmeiras
Sun May 29 2011,Vasco Da Gama,3-0,America MG
Sun May 29 2011,Atletico GO,0-1,Fluminense RJ
Sat Jun 4 2011,Se Palmeiras,1-0,Atletico Paranaense
Sat Jun 4 2011,Fluminense RJ,2-1,Cruzeiro EC
Sat Jun 4 2011,Ceara SC,2-2,Botafogo RJ
Sun Jun 5 2011,Figueirense,2-0,Atletico GO
Sun Jun 5 2011,Flamengo RJ,1-1,Corinthians SP
Sun Jun 5 2011,Gremio Porto Alegre,2-0,EC Bahia
Sun Jun 5 2011,Coritiba FC,5-1,Vasco Da Gama
Sun Jun 5 2011,Santos FC,3-1,Avai FC
Sun Jun 5 2011,America MG,2-4,Internacional
Thu Jun 9 2011,Atletico Mineiro,0-1,Sao Paulo FC
Sat Jun 11 2011,Avai FC,2-2,America MG
Sat Jun 11 2011,Cruzeiro EC,1-1,Santos FC
Sat Jun 11 2011,Sao Paulo FC,3-1,Gremio Porto Alegre
Sun Jun 12 2011,Vasco Da Gama,1-1,Figueirense
Sun Jun 12 2011,EC Bahia,1-1,Atletico Mineiro
Sun Jun 12 2011,Atletico GO,4-1,Ceara SC
Sun Jun 12 2011,Internacional,2-2,Se Palmeiras
Sun Jun 12 2011,Corinthians SP,2-0,Fluminense RJ
Sun Jun 12 2011,Atletico Paranaense,1-1,Flamengo RJ
Sun Jun 12 2011,Botafogo RJ,3-1,Coritiba FC
Sat Jun 18 2011,Fluminense RJ,0-1,EC Bahia
Sun Jun 19 2011,America MG,1-1,Cruzeiro EC
Sun Jun 19 2011,Se Palmeiras,5-0,Avai FC
Sun Jun 19 2011,Flamengo RJ,0-0,Botafogo RJ
Sun Jun 19 2011,Gremio Porto Alegre,1-1,Vasco Da Gama
Sun Jun 19 2011,Figueirense,2-0,Atletico Paranaense
Sun Jun 19 2011,Ceara SC,0-2,Sao Paulo FC
Sun Jun 19 2011,Atletico Mineiro,2-2,Atletico GO
Sun Jun 19 2011,Coritiba FC,1-1,Internacional
Sat Jun 25 2011,Flamengo RJ,4-1,Atletico Mineiro
Sat Jun 25 2011,Atletico Paranaense,0-2,EC Bahia
Sun Jun 26 2011,Cruzeiro EC,2-1,Coritiba FC
Sun Jun 26 2011,Corinthians SP,5-0,Sao Paulo FC
Sun Jun 26 2011,Botafogo RJ,2-1,Gremio Porto Alegre
Sun Jun 26 2011,Avai FC,0-1,Fluminense RJ
Sun Jun 26 2011,Ceara SC,2-0,Se Palmeiras
Sun Jun 26 2011,Internacional,4-1,Figueirense
Sun Jun 26 2011,Atletico GO,0-1,Vasco Da Gama
Thu Jun 30 2011,Vasco Da Gama,0-3,Cruzeiro EC
Thu Jun 30 2011,Gremio Porto Alegre,2-2,Avai FC
Thu Jun 30 2011,America MG,2-3,Flamengo RJ
Thu Jun 30 2011,Sao Paulo FC,0-2,Botafogo RJ
Thu Jun 30 2011,Figueirense,2-1,Santos FC
Thu Jun 30 2011,EC Bahia,0-1,Corinthians SP
Fri Jul 1 2011,Se Palmeiras,2-0,Atletico GO
Fri Jul 1 2011,Coritiba FC,3-1,Ceara SC
Fri Jul 1 2011,Fluminense RJ,3-1,Atletico Paranaense
Fri Jul 1 2011,Atletico Mineiro,0-4,Internacional
Sat Jul 2 2011,Santos FC,1-0,America MG
