Date,Team 1,FT,Team 2
Sat Aug 22 1953,Wiener AC,2-0,FC Wien
Sun Aug 23 1953,SC Wacker Wien,2-3,Austria Wien
Sun Aug 23 1953,Grazer Ak,1-3,Rapid Wien
Sun Aug 23 1953,First Vienna FC,7-1,Favoritner AC
Sun Aug 23 1953,Austria Salzburg,3-2,SK Admira Vienna
Sun Aug 23 1953,Sportclub,2-2,Sturm Graz
Sun Aug 23 1953,1. Simmeringer SC,0-0,LASK Linz
Tue Aug 25 1953,First Vienna FC,1-2,Sportclub
Wed Aug 26 1953,Favoritner AC,3-1,Austria Salzburg
Wed Aug 26 1953,LASK Linz,1-0,Wiener AC
Wed Aug 26 1953,Sturm Graz,3-1,1. Simmeringer SC
Wed Aug 26 1953,Rapid Wien,3-2,SK Admira Vienna
Wed Aug 26 1953,Austria Wien,4-3,Grazer Ak
Thu Aug 27 1953,FC Wien,1-1,SC Wacker Wien
Sat Aug 29 1953,1. Simmeringer SC,2-1,First Vienna FC
Sat Aug 29 1953,Wiener AC,2-0,Sturm Graz
Sun Aug 30 1953,SK Admira Vienna,5-3,Austria Wien
Sun Aug 30 1953,Austria Salzburg,1-3,Rapid Wien
Sun Aug 30 1953,Sportclub,4-0,Favoritner AC
Sun Aug 30 1953,Grazer Ak,7-0,FC Wien
Sun Aug 30 1953,LASK Linz,2-2,SC Wacker Wien
Tue Sep 1 1953,FC Wien,2-2,SK Admira Vienna
Tue Sep 1 1953,Sportclub,2-1,1. Simmeringer SC
Wed Sep 2 1953,First Vienna FC,7-0,Wiener AC
Wed Sep 2 1953,Sturm Graz,1-1,SC Wacker Wien
Wed Sep 2 1953,Favoritner AC,0-7,Rapid Wien
Wed Sep 2 1953,LASK Linz,5-0,Grazer Ak
Wed Sep 2 1953,Austria Wien,2-3,Austria Salzburg
Sat Sep 5 1953,1. Simmeringer SC,6-1,Favoritner AC
Sat Sep 5 1953,Wiener AC,1-4,Sportclub
Sat Sep 5 1953,SK Admira Vienna,0-0,LASK Linz
Sun Sep 6 1953,Austria Wien,4-3,Rapid Wien
Sun Sep 6 1953,Austria Salzburg,2-0,FC Wien
Sun Sep 6 1953,Grazer Ak,4-3,Sturm Graz
Sun Sep 6 1953,SC Wacker Wien,4-2,First Vienna FC
Tue Sep 8 1953,Sportclub,3-5,SK Admira Vienna
Sat Sep 12 1953,Sportclub,2-4,SC Wacker Wien
Sat Sep 12 1953,First Vienna FC,4-0,Grazer Ak
Sat Sep 12 1953,1. Simmeringer SC,2-0,Wiener AC
Sun Sep 13 1953,Favoritner AC,2-2,Austria Wien
Sun Sep 13 1953,FC Wien,0-3,Rapid Wien
Sun Sep 13 1953,LASK Linz,3-0,Austria Salzburg
Sun Sep 13 1953,Sturm Graz,2-3,SK Admira Vienna
Tue Sep 15 1953,Rapid Wien,8-0,LASK Linz
Wed Sep 16 1953,Austria Wien,3-2,FC Wien
