Date,Team 1,FT,Team 2
Sat Jul 24 1999,Se Palmeiras,3-1,Juventude RS
Sun Jul 25 1999,Sao Paulo FC,5-1,Atletico Mineiro
Sun Jul 25 1999,Parana Clube,0-2,Santos FC
Sun Jul 25 1999,Gremio Porto Alegre,2-1,Atletico Paranaense
Sun Jul 25 1999,Guarani FC,2-1,Internacional
Sun Jul 25 1999,Flamengo RJ,1-0,Ponte Preta
Sun Jul 25 1999,Coritiba FC,2-0,EC Vitoria Ba
Sun Jul 25 1999,Sport Club Recife,0-0,Vasco Da Gama
Sun Jul 25 1999,Botafogo SP,4-2,Portuguesa
Sun Jul 25 1999,Se Gama,2-4,Corinthians SP
Wed Jul 28 1999,Cruzeiro EC,4-1,Botafogo RJ
Wed Jul 28 1999,Santos FC,3-2,Sao Paulo FC
Sat Jul 31 1999,Ponte Preta,2-0,Gremio Porto Alegre
Sat Jul 31 1999,EC Vitoria Ba,2-1,Se Palmeiras
Sat Jul 31 1999,Juventude RS,0-0,Cruzeiro EC
Sat Jul 31 1999,Atletico Paranaense,3-2,Flamengo RJ
Sat Jul 31 1999,Atletico Mineiro,2-0,Se Gama
Sun Aug 1 1999,Internacional,0-2,Coritiba FC
Sun Aug 1 1999,Corinthians SP,4-1,Botafogo SP
Sun Aug 1 1999,Botafogo RJ,0-0,Sport Club Recife
Sun Aug 1 1999,Portuguesa,1-0,Guarani FC
Wed Aug 4 1999,Sao Paulo FC,0-1,Botafogo RJ
Wed Aug 4 1999,Guarani FC,0-2,Corinthians SP
Sat Aug 7 1999,Ponte Preta,1-1,Botafogo RJ
Sat Aug 7 1999,Santos FC,0-0,EC Vitoria Ba
Sat Aug 7 1999,Coritiba FC,1-1,Botafogo SP
Sun Aug 8 1999,Cruzeiro EC,3-1,Internacional
Sun Aug 8 1999,Se Palmeiras,2-2,Atletico Paranaense
Sun Aug 8 1999,Flamengo RJ,0-1,Parana Clube
Sun Aug 8 1999,Sport Club Recife,1-1,Atletico Mineiro
