Date,Team 1,FT,Team 2
Sat Aug 20 1960,Austria Wien,3-0,First Vienna FC
Sat Aug 20 1960,Rapid Wien,1-0,1. Simmeringer SC
Sat Aug 20 1960,1. Wiener Neustädter SC,2-4,Sportclub
Sat Aug 20 1960,LASK Linz,4-1,Grazer Ak
Sun Aug 21 1960,SC Wacker Wien,1-1,Wiener AC
Sun Aug 21 1960,SV Schwechat,2-1,FC Dornbirn 1913
Sun Aug 21 1960,Austria Salzburg,1-1,SV Chemie Linz
Sat Aug 27 1960,Sportclub,5-1,SC Wacker Wien
Sat Aug 27 1960,Wiener AC,3-1,Austria Wien
Sun Aug 28 1960,First Vienna FC,1-2,LASK Linz
Sun Aug 28 1960,FC Dornbirn 1913,1-3,Rapid Wien
Sun Aug 28 1960,Austria Salzburg,1-2,SV Schwechat
Sun Aug 28 1960,SV Chemie Linz,1-3,Grazer Ak
Sun Aug 28 1960,1. Simmeringer SC,4-2,1. Wiener Neustädter SC
Sat Sep 10 1960,LASK Linz,2-4,Wiener AC
Sat Sep 10 1960,Rapid Wien,2-1,Austria Salzburg
Sat Sep 10 1960,1. Wiener Neustädter SC,5-0,FC Dornbirn 1913
Sat Sep 10 1960,Grazer Ak,3-0,First Vienna FC
Sun Sep 11 1960,Austria Wien,3-1,Sportclub
Sun Sep 11 1960,SV Schwechat,1-1,SV Chemie Linz
Sun Sep 11 1960,SC Wacker Wien,0-0,1. Simmeringer SC
Sat Sep 17 1960,Sportclub,6-6,LASK Linz
Sat Sep 17 1960,1. Simmeringer SC,0-3,Austria Wien
Sat Sep 17 1960,Wiener AC,2-2,Grazer Ak
Sat Sep 17 1960,SV Chemie Linz,1-1,First Vienna FC
Sun Sep 18 1960,SV Schwechat,3-2,Rapid Wien
Sun Sep 18 1960,Austria Salzburg,0-3,1. Wiener Neustädter SC
Sun Sep 18 1960,FC Dornbirn 1913,2-2,SC Wacker Wien
Sat Sep 24 1960,Rapid Wien,3-1,SV Chemie Linz
Sat Sep 24 1960,1. Wiener Neustädter SC,4-2,SV Schwechat
Sat Sep 24 1960,First Vienna FC,0-0,Wiener AC
Sun Sep 25 1960,LASK Linz,4-1,1. Simmeringer SC
Sun Sep 25 1960,Grazer Ak,2-2,Sportclub
Sun Sep 25 1960,SC Wacker Wien,0-0,Austria Salzburg
Sun Sep 25 1960,Austria Wien,3-0,FC Dornbirn 1913
Sat Oct 1 1960,Sportclub,3-3,First Vienna FC
Sat Oct 1 1960,1. Simmeringer SC,1-3,Grazer Ak
Sat Oct 1 1960,SV Chemie Linz,3-2,Wiener AC
Sun Oct 2 1960,Rapid Wien,5-1,1. Wiener Neustädter SC
Sun Oct 2 1960,SV Schwechat,6-2,SC Wacker Wien
Sun Oct 2 1960,Austria Salzburg,3-1,Austria Wien
Sun Oct 2 1960,FC Dornbirn 1913,5-2,LASK Linz
Sat Oct 8 1960,Austria Wien,4-0,SV Schwechat
Sat Oct 8 1960,Wiener AC,2-0,Sportclub
Sat Oct 8 1960,1. Wiener Neustädter SC,4-2,SV Chemie Linz
Sun Oct 9 1960,SC Wacker Wien,0-1,Rapid Wien
Sun Oct 9 1960,First Vienna FC,5-1,1. Simmeringer SC
Sun Oct 9 1960,LASK Linz,0-2,Austria Salzburg
Sun Oct 9 1960,Grazer Ak,2-0,FC Dornbirn 1913
Sat Oct 15 1960,SV Chemie Linz,4-2,Sportclub
Sat Oct 15 1960,1. Wiener Neustädter SC,1-1,SC Wacker Wien
Sun Oct 16 1960,Rapid Wien,2-2,Austria Wien
Sun Oct 16 1960,SV Schwechat,3-0,LASK Linz
Sun Oct 16 1960,1. Simmeringer SC,1-2,Wiener AC
Sun Oct 16 1960,FC Dornbirn 1913,0-4,First Vienna FC
