Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 6 Aug 2004 (W32),OGC Nice (1),0-1,0-0,Olympique Lyonnais (1)
?,(Sat) 7 Aug 2004 (W32),SC Bastia (1),2-1,1-0,RC Strasbourg (1)
?,(Sat) 7 Aug 2004 (W32),Stade Malherbe Caen (1),1-1,1-1,FC Istres (1)
?,(Sat) 7 Aug 2004 (W32),Lille OSC (1),2-0,1-0,AJ Auxerre (1)
?,(Sat) 7 Aug 2004 (W32),Olympique de Marseille (1),1-0,0-0,Girondins de Bordeaux (1)
?,(Sat) 7 Aug 2004 (W32),FC Metz (1),1-0,0-0,FC Nantes (1)
?,(Sat) 7 Aug 2004 (W32),Stade Rennais FC (1),2-1,2-1,Paris Saint-Germain (1)
?,(Sat) 7 Aug 2004 (W32),FC Sochaux-Montbéliard (1),1-0,1-0,AC Ajaccio (1)
?,(Sat) 7 Aug 2004 (W32),AS Saint-Étienne (1),0-1,0-1,AS Monaco (1)
?,(Sat) 7 Aug 2004 (W32),Toulouse FC (1),0-0,0-0,RC Lens (1)
?,(Sat) 14 Aug 2004 (W33),AC Ajaccio (2),1-2,0-1,FC Metz (2)
?,(Sat) 14 Aug 2004 (W33),AJ Auxerre (2),3-1,0-0,Stade Rennais FC (2)
?,(Sat) 14 Aug 2004 (W33),Girondins de Bordeaux (2),5-1,2-0,OGC Nice (2)
?,(Sat) 14 Aug 2004 (W33),RC Lens (2),3-0,2-0,AS Saint-Étienne (2)
?,(Sat) 14 Aug 2004 (W33),Olympique Lyonnais (2),1-1,0-1,FC Sochaux-Montbéliard (2)
?,(Sat) 14 Aug 2004 (W33),AS Monaco (2),2-1,2-0,FC Istres (2)
?,(Sat) 14 Aug 2004 (W33),FC Nantes (2),1-1,0-0,SC Bastia (2)
?,(Sat) 14 Aug 2004 (W33),Paris Saint-Germain (2),2-2,1-1,Stade Malherbe Caen (2)
?,(Sat) 14 Aug 2004 (W33),RC Strasbourg (2),1-4,0-3,Toulouse FC (2)
?,(Sun) 15 Aug 2004 (W33),Olympique de Marseille (2),3-0,1-0,Lille OSC (2)
?,(Sat) 21 Aug 2004 (W34),SC Bastia (3),1-0,0-0,AC Ajaccio (3)
?,(Sat) 21 Aug 2004 (W34),Stade Malherbe Caen (3),1-0,1-0,AS Monaco (3)
?,(Sat) 21 Aug 2004 (W34),FC Istres (3),0-2,0-1,RC Lens (3)
?,(Sat) 21 Aug 2004 (W34),Lille OSC (3),0-0,0-0,Girondins de Bordeaux (3)
?,(Sat) 21 Aug 2004 (W34),OGC Nice (3),1-1,0-0,Olympique de Marseille (3)
?,(Sat) 21 Aug 2004 (W34),Stade Rennais FC (3),1-0,1-0,FC Nantes (3)
?,(Sat) 21 Aug 2004 (W34),FC Sochaux-Montbéliard (3),1-2,1-1,AJ Auxerre (3)
?,(Sat) 21 Aug 2004 (W34),AS Saint-Étienne (3),1-1,1-0,RC Strasbourg (3)
?,(Sat) 21 Aug 2004 (W34),Toulouse FC (3),2-1,0-0,Paris Saint-Germain (3)
?,(Sun) 22 Aug 2004 (W34),FC Metz (3),1-1,1-0,Olympique Lyonnais (3)
?,(Fri) 27 Aug 2004 (W35),OGC Nice (4),1-1,1-0,SC Bastia (4)
?,(Sat) 28 Aug 2004 (W35),AC Ajaccio (4),1-1,1-1,Stade Rennais FC (4)
?,(Sat) 28 Aug 2004 (W35),AJ Auxerre (4),1-0,0-0,Stade Malherbe Caen (4)
?,(Sat) 28 Aug 2004 (W35),Girondins de Bordeaux (4),2-0,1-0,FC Sochaux-Montbéliard (4)
?,(Sat) 28 Aug 2004 (W35),RC Lens (4),1-1,1-1,AS Monaco (4)
?,(Sat) 28 Aug 2004 (W35),Olympique Lyonnais (4),1-0,1-0,Lille OSC (4)
?,(Sat) 28 Aug 2004 (W35),Olympique de Marseille (4),1-3,1-1,FC Metz (4)
?,(Sat) 28 Aug 2004 (W35),FC Nantes (4),2-2,1-2,Toulouse FC (4)
?,(Sat) 28 Aug 2004 (W35),RC Strasbourg (4),1-1,1-0,FC Istres (4)
?,(Sun) 29 Aug 2004 (W35),Paris Saint-Germain (4),2-2,0-0,AS Saint-Étienne (4)
?,(Sat) 11 Sep 2004 (W37),SC Bastia (5),1-0,1-0,AJ Auxerre (5)
?,(Sat) 11 Sep 2004 (W37),Stade Malherbe Caen (5),1-0,0-0,RC Lens (5)
?,(Sat) 11 Sep 2004 (W37),FC Istres (5),1-1,1-0,Paris Saint-Germain (5)
?,(Sat) 11 Sep 2004 (W37),Lille OSC (5),1-0,0-0,OGC Nice (5)
?,(Sat) 11 Sep 2004 (W37),FC Metz (5),0-0,0-0,Girondins de Bordeaux (5)
?,(Sat) 11 Sep 2004 (W37),AS Monaco (5),3-1,1-1,RC Strasbourg (5)
?,(Sat) 11 Sep 2004 (W37),Stade Rennais FC (5),1-2,0-0,Olympique Lyonnais (5)
?,(Sat) 11 Sep 2004 (W37),AS Saint-Étienne (5),0-0,0-0,FC Nantes (5)
?,(Sat) 11 Sep 2004 (W37),Toulouse FC (5),3-1,1-1,AC Ajaccio (5)
?,(Sun) 12 Sep 2004 (W37),FC Sochaux-Montbéliard (5),2-0,1-0,Olympique de Marseille (5)
