Date,Team 1,FT,Team 2
Fri Aug 6 2004,Werder Bremen,1-0,FC Schalke 04
Sat Aug 7 2004,1 FC Kaiserslautern,1-3,1 FC Nuernberg
Sat Aug 7 2004,SC Freiburg,0-0,Hansa Rostock
Sat Aug 7 2004,Borussia Dortmund,1-2,Vfl Wolfsburg
Sat Aug 7 2004,Bayer Leverkusen,2-1,Hannover 96
Sat Aug 7 2004,Hertha BSC Berlin,2-2,Vfl Bochum
Sat Aug 7 2004,Hamburger SV,0-2,Bayern Muenchen
Sun Aug 8 2004,Arminia Bielefeld,0-0,Bor Moenchengladbach
Sun Aug 8 2004,Vfb Stuttgart,4-2,1 Fsv Mainz 05
Sat Aug 14 2004,1 Fsv Mainz 05,2-1,Hamburger SV
Sat Aug 14 2004,Bayern Muenchen,1-1,Hertha BSC Berlin
Sat Aug 14 2004,Bor Moenchengladbach,2-3,Borussia Dortmund
Sat Aug 14 2004,Hansa Rostock,0-4,Werder Bremen
Sat Aug 14 2004,FC Schalke 04,2-1,1 FC Kaiserslautern
Sat Aug 14 2004,1 FC Nuernberg,1-1,Vfb Stuttgart
Sun Aug 15 2004,Vfl Bochum,2-2,Bayer Leverkusen
Sun Aug 15 2004,Vfl Wolfsburg,0-1,SC Freiburg
Sat Aug 28 2004,1 FC Kaiserslautern,2-3,Vfb Stuttgart
Sat Aug 28 2004,SC Freiburg,1-1,Bor Moenchengladbach
Sat Aug 28 2004,Arminia Bielefeld,1-2,Vfl Bochum
Sat Aug 28 2004,Hertha BSC Berlin,1-1,1 Fsv Mainz 05
Sat Aug 28 2004,Bayer Leverkusen,4-1,Bayern Muenchen
Sat Aug 28 2004,Hamburger SV,4-3,1 FC Nuernberg
Sat Aug 28 2004,FC Schalke 04,0-2,Hansa Rostock
Sun Aug 29 2004,Borussia Dortmund,1-1,Hannover 96
Sun Aug 29 2004,Werder Bremen,1-2,Vfl Wolfsburg
Sat Sep 11 2004,1 Fsv Mainz 05,2-0,Bayer Leverkusen
Sat Sep 11 2004,Bayern Muenchen,1-0,Arminia Bielefeld
Sat Sep 11 2004,Vfl Bochum,2-2,Borussia Dortmund
Sat Sep 11 2004,Bor Moenchengladbach,3-1,Werder Bremen
Sat Sep 11 2004,Vfl Wolfsburg,3-0,FC Schalke 04
Sat Sep 11 2004,Vfb Stuttgart,2-0,Hamburger SV
Sat Sep 11 2004,1 FC Nuernberg,0-0,Hertha BSC Berlin
Sun Sep 12 2004,Hansa Rostock,2-3,1 FC Kaiserslautern
Sun Sep 12 2004,Hannover 96,2-2,SC Freiburg
Sat Sep 18 2004,1 FC Kaiserslautern,2-1,Hamburger SV
Sat Sep 18 2004,Borussia Dortmund,2-2,Bayern Muenchen
Sat Sep 18 2004,Arminia Bielefeld,1-1,1 Fsv Mainz 05
Sat Sep 18 2004,Bayer Leverkusen,2-2,1 FC Nuernberg
Sat Sep 18 2004,Hansa Rostock,1-2,Vfl Wolfsburg
Sat Sep 18 2004,Werder Bremen,3-0,Hannover 96
Sat Sep 18 2004,FC Schalke 04,3-2,Bor Moenchengladbach
Sun Sep 19 2004,SC Freiburg,1-1,Vfl Bochum
Sun Sep 19 2004,Hertha BSC Berlin,0-0,Vfb Stuttgart
Sat Sep 25 2004,Bayern Muenchen,3-1,SC Freiburg
Sat Sep 25 2004,Hannover 96,1-0,FC Schalke 04
Sat Sep 25 2004,Vfl Bochum,1-4,Werder Bremen
Sat Sep 25 2004,Bor Moenchengladbach,2-2,Hansa Rostock
Sat Sep 25 2004,Vfl Wolfsburg,2-1,1 FC Kaiserslautern
Sat Sep 25 2004,Vfb Stuttgart,3-0,Bayer Leverkusen
Sat Sep 25 2004,1 FC Nuernberg,1-2,Arminia Bielefeld
Sun Sep 26 2004,1 Fsv Mainz 05,1-1,Borussia Dortmund
Sun Sep 26 2004,Hamburger SV,2-1,Hertha BSC Berlin
Tue Sep 28 2004,Hannover 96,0-1,Arminia Bielefeld
Sat Oct 2 2004,1 FC Kaiserslautern,0-2,Hertha BSC Berlin
Sat Oct 2 2004,Borussia Dortmund,2-2,1 FC Nuernberg
Sat Oct 2 2004,SC Freiburg,1-2,1 Fsv Mainz 05
Sat Oct 2 2004,Vfl Wolfsburg,2-1,Bor Moenchengladbach
Sat Oct 2 2004,Bayer Leverkusen,3-0,Hamburger SV
Sat Oct 2 2004,Hansa Rostock,1-3,Hannover 96
Sat Oct 2 2004,Werder Bremen,1-2,Bayern Muenchen
Sun Oct 3 2004,Arminia Bielefeld,0-2,Vfb Stuttgart
Sun Oct 3 2004,FC Schalke 04,3-2,Vfl Bochum
Sat Oct 16 2004,1 Fsv Mainz 05,2-1,Werder Bremen
Sat Oct 16 2004,Vfl Bochum,0-1,Hansa Rostock
Sat Oct 16 2004,Bayern Muenchen,0-1,FC Schalke 04
Sat Oct 16 2004,Hertha BSC Berlin,3-1,Bayer Leverkusen
Sat Oct 16 2004,Hamburger SV,0-2,Arminia Bielefeld
Sat Oct 16 2004,1 FC Nuernberg,3-0,SC Freiburg
Sat Oct 16 2004,Vfb Stuttgart,2-0,Borussia Dortmund
Sun Oct 17 2004,Hannover 96,3-0,Vfl Wolfsburg
Sun Oct 17 2004,Bor Moenchengladbach,2-0,1 FC Kaiserslautern
Sat Oct 23 2004,1 FC Kaiserslautern,0-0,Bayer Leverkusen
Sat Oct 23 2004,Borussia Dortmund,0-2,Hamburger SV
Sat Oct 23 2004,Arminia Bielefeld,1-0,Hertha BSC Berlin
Sat Oct 23 2004,Bor Moenchengladbach,0-2,Hannover 96
Sat Oct 23 2004,Hansa Rostock,0-2,Bayern Muenchen
Sat Oct 23 2004,Vfl Wolfsburg,3-0,Vfl Bochum
Sat Oct 23 2004,Werder Bremen,4-1,1 FC Nuernberg
Sun Oct 24 2004,SC Freiburg,2-0,Vfb Stuttgart
Sun Oct 24 2004,FC Schalke 04,2-1,1 Fsv Mainz 05
Tue Oct 26 2004,Bayern Muenchen,2-0,Vfl Wolfsburg
Tue Oct 26 2004,Vfl Bochum,3-0,Bor Moenchengladbach
Tue Oct 26 2004,Hannover 96,3-1,1 FC Kaiserslautern
Tue Oct 26 2004,Hertha BSC Berlin,0-1,Borussia Dortmund
Wed Oct 27 2004,1 Fsv Mainz 05,3-1,Hansa Rostock
Wed Oct 27 2004,Bayer Leverkusen,3-2,Arminia Bielefeld
Wed Oct 27 2004,Hamburger SV,4-0,SC Freiburg
Wed Oct 27 2004,Vfb Stuttgart,1-2,Werder Bremen
Wed Oct 27 2004,1 FC Nuernberg,0-2,FC Schalke 04
Sat Oct 30 2004,Borussia Dortmund,1-0,Bayer Leverkusen
Sat Oct 30 2004,SC Freiburg,1-3,Hertha BSC Berlin
Sat Oct 30 2004,Hannover 96,3-0,Vfl Bochum
Sat Oct 30 2004,Bor Moenchengladbach,2-0,Bayern Muenchen
Sat Oct 30 2004,Vfl Wolfsburg,4-3,1 Fsv Mainz 05
Sat Oct 30 2004,FC Schalke 04,3-2,Vfb Stuttgart
Sat Oct 30 2004,Werder Bremen,1-1,Hamburger SV
