Date,Team 1,FT,Team 2
Sat Aug 28 2004,Atletico Madrid,2-0,Malaga CF
Sat Aug 28 2004,CD Numancia,1-1,Real Betis
Sat Aug 28 2004,Espanyol Barcelona,1-1,Deportivo La Coruna
Sun Aug 29 2004,Real Sociedad,1-1,Levante Ud
Sun Aug 29 2004,RCD Mallorca,0-1,Real Madrid
Sun Aug 29 2004,Real Zaragoza,3-1,Getafe CF
Sun Aug 29 2004,Sevilla FC,1-0,Albacete
Sun Aug 29 2004,CA Osasuna,1-1,Athletic Bilbao
Sun Aug 29 2004,Racing Santander,0-2,FC Barcelona
Mon Aug 30 2004,Valencia CF,2-1,Villarreal CF
Sat Sep 11 2004,Athletic Bilbao,2-2,Valencia CF
Sat Sep 11 2004,Real Madrid,1-0,CD Numancia
Sat Sep 11 2004,FC Barcelona,2-0,Sevilla FC
Sun Sep 12 2004,Deportivo La Coruna,1-3,CA Osasuna
Sun Sep 12 2004,Real Betis,1-4,Espanyol Barcelona
Sun Sep 12 2004,Levante Ud,3-1,Racing Santander
Sun Sep 12 2004,Malaga CF,0-0,Real Zaragoza
Sun Sep 12 2004,Getafe CF,1-2,RCD Mallorca
Sun Sep 12 2004,Villarreal CF,0-0,Real Sociedad
Sun Sep 12 2004,Albacete,0-2,Atletico Madrid
Sat Sep 18 2004,CA Osasuna,3-2,Real Betis
Sat Sep 18 2004,Espanyol Barcelona,1-0,Real Madrid
Sat Sep 18 2004,Valencia CF,3-1,Real Sociedad
Sun Sep 19 2004,Racing Santander,1-1,Villarreal CF
Sun Sep 19 2004,Sevilla FC,3-0,Levante Ud
Sun Sep 19 2004,Real Zaragoza,4-3,Albacete
Sun Sep 19 2004,RCD Mallorca,1-2,Malaga CF
Sun Sep 19 2004,CD Numancia,1-0,Getafe CF
Sun Sep 19 2004,Atletico Madrid,1-1,FC Barcelona
Sun Sep 19 2004,Athletic Bilbao,1-2,Deportivo La Coruna
Tue Sep 21 2004,Real Madrid,1-0,CA Osasuna
Wed Sep 22 2004,Albacete,0-0,RCD Mallorca
Wed Sep 22 2004,Real Betis,2-1,Athletic Bilbao
Wed Sep 22 2004,Real Sociedad,0-1,Racing Santander
Wed Sep 22 2004,Getafe CF,1-0,Espanyol Barcelona
Wed Sep 22 2004,Levante Ud,1-0,Atletico Madrid
Wed Sep 22 2004,Malaga CF,4-1,CD Numancia
Wed Sep 22 2004,Villarreal CF,0-0,Sevilla FC
Wed Sep 22 2004,Deportivo La Coruna,1-5,Valencia CF
Thu Sep 23 2004,FC Barcelona,4-1,Real Zaragoza
Sat Sep 25 2004,Atletico Madrid,1-0,Villarreal CF
Sat Sep 25 2004,Athletic Bilbao,2-1,Real Madrid
Sat Sep 25 2004,Deportivo La Coruna,1-1,Real Betis
Sun Sep 26 2004,Espanyol Barcelona,1-0,Malaga CF
Sun Sep 26 2004,Valencia CF,2-0,Racing Santander
Sun Sep 26 2004,CD Numancia,0-0,Albacete
Sun Sep 26 2004,Real Zaragoza,4-3,Levante Ud
Sun Sep 26 2004,CA Osasuna,2-1,Getafe CF
Sun Sep 26 2004,RCD Mallorca,1-3,FC Barcelona
Sun Sep 26 2004,Sevilla FC,2-1,Real Sociedad
Sat Oct 2 2004,Real Betis,1-1,Valencia CF
Sat Oct 2 2004,Real Sociedad,1-0,Atletico Madrid
Sun Oct 3 2004,Albacete,1-0,Espanyol Barcelona
Sun Oct 3 2004,Racing Santander,0-0,Sevilla FC
Sun Oct 3 2004,Getafe CF,3-1,Athletic Bilbao
Sun Oct 3 2004,Villarreal CF,2-0,Real Zaragoza
