Date,Team 1,FT,Team 2
Tue Jul 13 2004,FC Wacker Innsbruck,1-0,Grazer Ak
Wed Jul 14 2004,Austria Wien,2-1,FC Admira Wacker
Wed Jul 14 2004,Schwarz Weiss Bregenz,1-5,Rapid Wien
Wed Jul 14 2004,Sturm Graz,3-1,SV Mattersburg
Wed Jul 14 2004,RB Salzburg,1-1,Sk Austria Kaernten
Tue Jul 20 2004,Sk Austria Kaernten,3-0,Sturm Graz
Wed Jul 21 2004,Grazer Ak,1-0,RB Salzburg
Wed Jul 21 2004,Rapid Wien,4-1,FC Wacker Innsbruck
Wed Jul 21 2004,FC Admira Wacker,3-0,Schwarz Weiss Bregenz
Wed Jul 21 2004,SV Mattersburg,0-0,Austria Wien
Sat Jul 31 2004,Schwarz Weiss Bregenz,1-3,Grazer Ak
Sat Jul 31 2004,SV Mattersburg,3-0,Sk Austria Kaernten
Sat Jul 31 2004,Sturm Graz,1-0,FC Admira Wacker
Sat Jul 31 2004,RB Salzburg,0-0,FC Wacker Innsbruck
Sun Aug 1 2004,Austria Wien,1-1,Rapid Wien
Fri Aug 6 2004,Grazer Ak,1-0,Sturm Graz
Sat Aug 7 2004,Rapid Wien,0-0,RB Salzburg
Sat Aug 7 2004,FC Admira Wacker,3-1,SV Mattersburg
Sat Aug 7 2004,Sk Austria Kaernten,2-1,Austria Wien
Sun Aug 8 2004,FC Wacker Innsbruck,1-1,Schwarz Weiss Bregenz
Sat Aug 14 2004,Austria Wien,2-2,FC Wacker Innsbruck
Sat Aug 14 2004,SV Mattersburg,0-1,Grazer Ak
Sat Aug 14 2004,Sturm Graz,0-1,Rapid Wien
Sat Aug 14 2004,RB Salzburg,4-2,Schwarz Weiss Bregenz
Sat Aug 14 2004,Sk Austria Kaernten,0-3,FC Admira Wacker
Sat Aug 21 2004,Grazer Ak,2-1,Sk Austria Kaernten
Sat Aug 21 2004,Rapid Wien,3-0,SV Mattersburg
Sat Aug 21 2004,RB Salzburg,4-2,FC Admira Wacker
Sat Aug 21 2004,FC Wacker Innsbruck,2-1,Sturm Graz
Sun Aug 22 2004,Schwarz Weiss Bregenz,0-9,Austria Wien
Sat Aug 28 2004,FC Admira Wacker,2-0,Grazer Ak
Sat Aug 28 2004,SV Mattersburg,2-1,FC Wacker Innsbruck
Sat Aug 28 2004,Sturm Graz,0-0,Schwarz Weiss Bregenz
Sun Aug 29 2004,Austria Wien,2-0,RB Salzburg
Sun Aug 29 2004,Sk Austria Kaernten,2-1,Rapid Wien
Sat Sep 11 2004,Rapid Wien,2-1,FC Admira Wacker
Sat Sep 11 2004,Schwarz Weiss Bregenz,2-1,SV Mattersburg
Sat Sep 11 2004,RB Salzburg,1-0,Sturm Graz
Sat Sep 11 2004,FC Wacker Innsbruck,2-1,Sk Austria Kaernten
Sun Sep 12 2004,Grazer Ak,0-1,Austria Wien
Sat Sep 18 2004,FC Admira Wacker,0-2,FC Wacker Innsbruck
Sat Sep 18 2004,SV Mattersburg,5-3,RB Salzburg
Sat Sep 18 2004,Sk Austria Kaernten,4-0,Schwarz Weiss Bregenz
Sun Sep 19 2004,Rapid Wien,2-1,Grazer Ak
Sun Sep 19 2004,Sturm Graz,0-2,Austria Wien
Sat Sep 25 2004,Grazer Ak,2-2,Rapid Wien
Sat Sep 25 2004,RB Salzburg,2-0,SV Mattersburg
Sat Sep 25 2004,FC Wacker Innsbruck,0-2,FC Admira Wacker
Sun Sep 26 2004,Austria Wien,3-0,Sturm Graz
Sun Sep 26 2004,Schwarz Weiss Bregenz,2-3,Sk Austria Kaernten
Sat Oct 2 2004,SV Mattersburg,1-1,Sturm Graz
Sun Oct 3 2004,Grazer Ak,2-1,FC Wacker Innsbruck
Sun Oct 3 2004,Rapid Wien,2-1,Schwarz Weiss Bregenz
Sun Oct 3 2004,FC Admira Wacker,0-5,Austria Wien
Sun Oct 3 2004,Sk Austria Kaernten,2-1,RB Salzburg
Sat Oct 16 2004,Austria Wien,2-0,SV Mattersburg
Sat Oct 16 2004,Schwarz Weiss Bregenz,1-1,FC Admira Wacker
Sat Oct 16 2004,Sturm Graz,1-2,Sk Austria Kaernten
Sat Oct 16 2004,FC Wacker Innsbruck,0-2,Rapid Wien
Sun Oct 17 2004,RB Salzburg,0-1,Grazer Ak
Sat Oct 23 2004,FC Admira Wacker,0-0,Sturm Graz
Sat Oct 23 2004,FC Wacker Innsbruck,3-1,RB Salzburg
Sat Oct 23 2004,Sk Austria Kaernten,4-0,SV Mattersburg
Sun Oct 24 2004,Grazer Ak,3-0,Schwarz Weiss Bregenz
Sun Oct 24 2004,Rapid Wien,1-1,Austria Wien
Tue Oct 26 2004,SV Mattersburg,3-0,FC Admira Wacker
Wed Oct 27 2004,Austria Wien,1-2,Sk Austria Kaernten
Wed Oct 27 2004,Schwarz Weiss Bregenz,3-2,FC Wacker Innsbruck
Wed Oct 27 2004,Sturm Graz,1-0,Grazer Ak
Wed Oct 27 2004,RB Salzburg,0-1,Rapid Wien
Sat Oct 30 2004,Grazer Ak,1-1,SV Mattersburg
Sat Oct 30 2004,Schwarz Weiss Bregenz,1-1,RB Salzburg
Sat Oct 30 2004,FC Admira Wacker,2-4,Sk Austria Kaernten
Sat Oct 30 2004,FC Wacker Innsbruck,0-2,Austria Wien
Sun Oct 31 2004,Rapid Wien,2-0,Sturm Graz
Sat Nov 6 2004,FC Admira Wacker,0-2,RB Salzburg
Sat Nov 6 2004,SV Mattersburg,0-0,Rapid Wien
Sat Nov 6 2004,Sturm Graz,3-1,FC Wacker Innsbruck
Sun Nov 7 2004,Austria Wien,2-0,Schwarz Weiss Bregenz
Sun Nov 7 2004,Sk Austria Kaernten,1-2,Grazer Ak
