Date,Team 1,FT,Team 2
Sat Aug 14 2004,Arsenal Sarandi,3-1,Rosario Central
Sat Aug 14 2004,Quilmes Ac,1-0,Independiente
Sat Aug 14 2004,San Lorenzo,1-1,Olimpo
Sun Aug 15 2004,Estudiantes,1-1,Huracan De Tres Arroyos
Sun Aug 15 2004,CA Lanus,0-0,Boca Juniors
Sun Aug 15 2004,Newells Old Boys,0-1,Velez Sarsfield
Sun Aug 15 2004,River Plate,3-2,CA Colon
Sun Aug 15 2004,Club Almagro,0-0,Gye La Plata
Sun Aug 15 2004,Instituto Cordoba,1-1,CA Banfield
Fri Aug 20 2004,Independiente,3-0,Club Almagro
Sat Aug 21 2004,Gye La Plata,1-1,CA Lanus
Sat Aug 21 2004,Olimpo,1-3,Racing Club
Sat Aug 21 2004,Velez Sarsfield,4-0,Quilmes Ac
Sat Aug 21 2004,Huracan De Tres Arroyos,1-1,Arsenal Sarandi
Sun Aug 22 2004,CA Banfield,2-2,River Plate
Sun Aug 22 2004,Boca Juniors,3-0,San Lorenzo
Sun Aug 22 2004,CA Colon,1-1,Estudiantes
Sun Aug 22 2004,Rosario Central,0-1,Newells Old Boys
Sun Aug 22 2004,Argentinos Juniors,1-2,Instituto Cordoba
Tue Aug 24 2004,CA Lanus,4-2,Independiente
Tue Aug 24 2004,Club Almagro,0-0,Velez Sarsfield
Wed Aug 25 2004,Arsenal Sarandi,0-0,CA Colon
Wed Aug 25 2004,Estudiantes,1-0,CA Banfield
Wed Aug 25 2004,Newells Old Boys,1-0,Huracan De Tres Arroyos
Wed Aug 25 2004,Olimpo,0-2,Boca Juniors
Wed Aug 25 2004,Quilmes Ac,0-0,Rosario Central
Wed Aug 25 2004,Racing Club,2-1,Instituto Cordoba
Wed Aug 25 2004,River Plate,1-0,Argentinos Juniors
Wed Aug 25 2004,San Lorenzo,3-0,Gye La Plata
Fri Aug 27 2004,Velez Sarsfield,2-1,CA Lanus
Sat Aug 28 2004,CA Colon,0-0,Newells Old Boys
Sat Aug 28 2004,Independiente,2-2,San Lorenzo
Sun Aug 29 2004,CA Banfield,0-0,Arsenal Sarandi
Sun Aug 29 2004,Boca Juniors,2-1,Racing Club
Sun Aug 29 2004,Gye La Plata,1-0,Olimpo
Sun Aug 29 2004,Rosario Central,0-1,Club Almagro
Sun Aug 29 2004,Argentinos Juniors,0-1,Estudiantes
Sun Aug 29 2004,Huracan De Tres Arroyos,0-1,Quilmes Ac
Sun Aug 29 2004,Instituto Cordoba,0-2,River Plate
Fri Sep 10 2004,Olimpo,0-1,Independiente
