Date,Team 1,FT,Team 2
Fri Aug 13 2004,Roda JC Kerkrade,2-3,Vitesse
Sat Aug 14 2004,NAC Breda,3-2,FC Utrecht
Sat Aug 14 2004,RBC Roosendaal,2-5,PSV Eindhoven
Sat Aug 14 2004,NEC Nijmegen,2-0,Willem II
Sat Aug 14 2004,AZ Alkmaar,1-1,SC Heerenveen
Sun Aug 15 2004,FC Den Bosch,1-0,ADO Den Haag
Sun Aug 15 2004,FC Twente,2-3,AFC Ajax
Sun Aug 15 2004,Feyenoord,6-1,De Graafschap
Sun Aug 15 2004,FC Groningen,0-0,RKC Waalwijk
Fri Aug 20 2004,Vitesse,1-0,FC Groningen
Sat Aug 21 2004,SC Heerenveen,3-4,Roda JC Kerkrade
Sat Aug 21 2004,ADO Den Haag,1-2,NEC Nijmegen
Sat Aug 21 2004,PSV Eindhoven,5-1,AZ Alkmaar
Sat Aug 21 2004,RKC Waalwijk,1-0,FC Twente
Sun Aug 22 2004,FC Utrecht,5-1,RBC Roosendaal
Sun Aug 22 2004,AFC Ajax,6-2,NAC Breda
Sun Aug 22 2004,De Graafschap,1-1,FC Den Bosch
Sun Aug 22 2004,Willem II,0-4,Feyenoord
Fri Aug 27 2004,FC Den Bosch,1-2,Willem II
Sat Aug 28 2004,FC Twente,4-1,SC Heerenveen
Sat Aug 28 2004,Roda JC Kerkrade,2-1,De Graafschap
Sat Aug 28 2004,NEC Nijmegen,1-2,AZ Alkmaar
Sat Aug 28 2004,NAC Breda,2-2,PSV Eindhoven
Sun Aug 29 2004,Vitesse,1-1,Feyenoord
Sun Aug 29 2004,RBC Roosendaal,2-2,FC Groningen
Sun Aug 29 2004,AFC Ajax,1-1,FC Utrecht
Sun Aug 29 2004,RKC Waalwijk,1-3,ADO Den Haag
Fri Sep 10 2004,AZ Alkmaar,5-0,FC Den Bosch
Sat Sep 11 2004,SC Heerenveen,2-0,De Graafschap
Sat Sep 11 2004,RBC Roosendaal,4-1,Vitesse
Sat Sep 11 2004,Willem II,3-1,Roda JC Kerkrade
Sat Sep 11 2004,PSV Eindhoven,1-0,RKC Waalwijk
Sun Sep 12 2004,ADO Den Haag,3-3,AFC Ajax
Sun Sep 12 2004,Feyenoord,3-1,FC Twente
Sun Sep 12 2004,FC Groningen,2-3,NAC Breda
Sun Sep 12 2004,FC Utrecht,1-0,NEC Nijmegen
Fri Sep 17 2004,ADO Den Haag,0-4,Vitesse
Sat Sep 18 2004,De Graafschap,2-2,FC Groningen
Sat Sep 18 2004,FC Twente,0-0,Willem II
Sat Sep 18 2004,SC Heerenveen,3-0,NAC Breda
Sat Sep 18 2004,RKC Waalwijk,2-0,RBC Roosendaal
Sat Sep 18 2004,NEC Nijmegen,0-3,PSV Eindhoven
Sun Sep 19 2004,Feyenoord,0-3,FC Utrecht
Sun Sep 19 2004,Roda JC Kerkrade,1-1,AZ Alkmaar
Sun Sep 19 2004,FC Den Bosch,0-5,AFC Ajax
Sat Sep 25 2004,PSV Eindhoven,4-0,SC Heerenveen
Sat Sep 25 2004,RBC Roosendaal,0-4,Feyenoord
Sat Sep 25 2004,Vitesse,0-0,FC Den Bosch
Sat Sep 25 2004,AFC Ajax,1-0,Roda JC Kerkrade
Sat Sep 25 2004,AZ Alkmaar,3-1,Willem II
Sun Sep 26 2004,NAC Breda,0-4,RKC Waalwijk
Sun Sep 26 2004,FC Groningen,0-0,NEC Nijmegen
Sun Sep 26 2004,De Graafschap,0-0,FC Twente
Sun Sep 26 2004,FC Utrecht,2-0,ADO Den Haag
Fri Oct 1 2004,NEC Nijmegen,3-0,RBC Roosendaal
Sat Oct 2 2004,NAC Breda,3-2,De Graafschap
Sat Oct 2 2004,PSV Eindhoven,3-0,FC Groningen
Sat Oct 2 2004,Willem II,3-2,Vitesse
Sat Oct 2 2004,FC Twente,2-3,Roda JC Kerkrade
Sun Oct 3 2004,SC Heerenveen,1-0,ADO Den Haag
Sun Oct 3 2004,FC Utrecht,3-2,RKC Waalwijk
Sun Oct 3 2004,Feyenoord,4-2,FC Den Bosch
Sun Oct 3 2004,AZ Alkmaar,0-0,AFC Ajax
Fri Oct 15 2004,De Graafschap,1-3,AZ Alkmaar
Sat Oct 16 2004,FC Den Bosch,2-1,RBC Roosendaal
Sat Oct 16 2004,AFC Ajax,1-3,SC Heerenveen
Sat Oct 16 2004,ADO Den Haag,0-2,PSV Eindhoven
Sun Oct 17 2004,FC Groningen,3-0,FC Utrecht
Sun Oct 17 2004,Vitesse,1-2,NAC Breda
Sun Oct 17 2004,Roda JC Kerkrade,0-2,Feyenoord
Sun Oct 17 2004,RKC Waalwijk,2-2,NEC Nijmegen
Fri Oct 22 2004,Willem II,4-2,FC Groningen
Sat Oct 23 2004,RBC Roosendaal,0-1,FC Twente
Sat Oct 23 2004,NEC Nijmegen,3-3,NAC Breda
Sat Oct 23 2004,Vitesse,0-3,AZ Alkmaar
Sun Oct 24 2004,SC Heerenveen,2-1,FC Utrecht
Sun Oct 24 2004,PSV Eindhoven,2-0,AFC Ajax
Sun Oct 24 2004,Feyenoord,4-0,RKC Waalwijk
Sun Oct 24 2004,Roda JC Kerkrade,5-0,FC Den Bosch
Sun Oct 24 2004,De Graafschap,1-2,ADO Den Haag
Wed Oct 27 2004,ADO Den Haag,0-1,FC Twente
Wed Oct 27 2004,NAC Breda,4-0,Roda JC Kerkrade
Wed Oct 27 2004,De Graafschap,2-2,Willem II
Fri Oct 29 2004,FC Utrecht,0-0,PSV Eindhoven
Sat Oct 30 2004,Willem II,3-0,RBC Roosendaal
Sat Oct 30 2004,Roda JC Kerkrade,1-1,RKC Waalwijk
Sat Oct 30 2004,FC Twente,1-4,Vitesse
Sun Oct 31 2004,FC Groningen,4-3,ADO Den Haag
Sun Oct 31 2004,FC Den Bosch,2-4,SC Heerenveen
Sun Oct 31 2004,AZ Alkmaar,4-1,Feyenoord
Sun Oct 31 2004,AFC Ajax,1-0,NEC Nijmegen
Fri Nov 5 2004,RBC Roosendaal,3-0,De Graafschap
Sat Nov 6 2004,RKC Waalwijk,0-0,SC Heerenveen
Sun Nov 7 2004,Vitesse,1-0,NEC Nijmegen
Sun Nov 7 2004,Willem II,1-3,AFC Ajax
Sun Nov 7 2004,FC Den Bosch,0-3,PSV Eindhoven
Sun Nov 7 2004,FC Twente,1-2,FC Groningen
Sun Nov 7 2004,AZ Alkmaar,4-0,FC Utrecht
Sun Nov 7 2004,Feyenoord,4-0,NAC Breda
Fri Nov 12 2004,ADO Den Haag,5-1,RBC Roosendaal
Sat Nov 13 2004,PSV Eindhoven,1-0,Willem II
Sat Nov 13 2004,SC Heerenveen,0-3,Vitesse
Sat Nov 13 2004,NAC Breda,0-3,AZ Alkmaar
Sat Nov 13 2004,NEC Nijmegen,0-2,FC Twente
Sun Nov 14 2004,RKC Waalwijk,2-2,De Graafschap
Sun Nov 14 2004,FC Utrecht,1-1,Roda JC Kerkrade
Sun Nov 14 2004,FC Groningen,3-1,FC Den Bosch
Sun Nov 14 2004,AFC Ajax,1-1,Feyenoord
Fri Nov 19 2004,Roda JC Kerkrade,1-1,ADO Den Haag
Sat Nov 20 2004,De Graafschap,0-5,AFC Ajax
Sat Nov 20 2004,AZ Alkmaar,3-0,RKC Waalwijk
Sat Nov 20 2004,RBC Roosendaal,1-3,SC Heerenveen
Sun Nov 21 2004,Vitesse,0-2,PSV Eindhoven
Sun Nov 21 2004,Willem II,0-1,NAC Breda
Sun Nov 21 2004,FC Twente,0-1,FC Utrecht
Sun Nov 21 2004,FC Den Bosch,0-0,NEC Nijmegen
Sun Nov 21 2004,Feyenoord,1-2,FC Groningen
Fri Nov 26 2004,RKC Waalwijk,2-2,Vitesse
Sat Nov 27 2004,ADO Den Haag,0-1,Willem II
Sat Nov 27 2004,NEC Nijmegen,1-1,Roda JC Kerkrade
Sat Nov 27 2004,PSV Eindhoven,2-0,FC Twente
Sun Nov 28 2004,SC Heerenveen,2-2,Feyenoord
Sun Nov 28 2004,AFC Ajax,4-1,RBC Roosendaal
Sun Nov 28 2004,FC Utrecht,1-0,De Graafschap
Sun Nov 28 2004,FC Groningen,1-2,AZ Alkmaar
Sun Nov 28 2004,NAC Breda,3-0,FC Den Bosch
Fri Dec 3 2004,RKC Waalwijk,1-2,AFC Ajax
Sat Dec 4 2004,Roda JC Kerkrade,5-1,FC Groningen
Sat Dec 4 2004,De Graafschap,0-4,PSV Eindhoven
Sat Dec 4 2004,FC Twente,4-0,FC Den Bosch
Sat Dec 4 2004,RBC Roosendaal,0-0,NAC Breda
Sun Dec 5 2004,AZ Alkmaar,2-0,ADO Den Haag
Sun Dec 5 2004,Vitesse,2-1,FC Utrecht
Sun Dec 5 2004,Willem II,2-2,SC Heerenveen
Sun Dec 5 2004,Feyenoord,2-1,NEC Nijmegen
Fri Dec 10 2004,SC Heerenveen,1-0,FC Groningen
Sat Dec 11 2004,FC Den Bosch,0-2,RKC Waalwijk
Sat Dec 11 2004,Willem II,0-0,FC Utrecht
Sat Dec 11 2004,AZ Alkmaar,5-0,FC Twente
