Date,Team 1,FT,Team 2
Sat Aug 28 2004,Os Belenenses,3-0,CS Maritimo
Sat Aug 28 2004,Sporting CP,3-2,Gil Vicente
Sun Aug 29 2004,Moreirense FC,0-0,Vitoria Guimaraes
Sun Aug 29 2004,Boavista Porto,1-0,CD Nacional
Sun Aug 29 2004,FC Penafiel,1-4,Vitoria Setubal
Sun Aug 29 2004,GD Estoril,0-0,Rio Ave FC
Sun Aug 29 2004,SC Beira Mar,2-3,Sl Benfica
Mon Aug 30 2004,Academica De Coimbra,2-2,Sporting Braga
Sun Sep 5 2004,Vitoria Guimaraes,2-1,Academica De Coimbra
Fri Sep 10 2004,Gil Vicente,0-1,Boavista Porto
Sat Sep 11 2004,Uniao Leiria,4-2,GD Estoril
Sat Sep 11 2004,Sporting Braga,1-1,FC Porto
Sat Sep 11 2004,CS Maritimo,3-0,FC Penafiel
Sat Sep 11 2004,Sl Benfica,2-0,Moreirense FC
Sun Sep 12 2004,Vitoria Setubal,2-0,Sporting CP
Sun Sep 12 2004,CD Nacional,2-1,SC Beira Mar
Mon Sep 13 2004,Rio Ave FC,3-3,Os Belenenses
Fri Sep 17 2004,Boavista Porto,1-1,Vitoria Setubal
Sat Sep 18 2004,FC Porto,2-2,GD Estoril
Sun Sep 19 2004,Moreirense FC,3-2,CD Nacional
Sun Sep 19 2004,SC Beira Mar,1-0,Gil Vicente
Sun Sep 19 2004,Os Belenenses,2-1,Uniao Leiria
Sun Sep 19 2004,FC Penafiel,1-1,Rio Ave FC
Sun Sep 19 2004,Academica De Coimbra,0-1,Sl Benfica
Mon Sep 20 2004,Sporting CP,0-1,CS Maritimo
Tue Sep 21 2004,Sporting Braga,1-0,Vitoria Guimaraes
Wed Sep 22 2004,FC Porto,1-1,Uniao Leiria
Fri Sep 24 2004,Vitoria Setubal,1-2,SC Beira Mar
Sat Sep 25 2004,CS Maritimo,2-1,Boavista Porto
Sat Sep 25 2004,Vitoria Guimaraes,0-1,FC Porto
Sun Sep 26 2004,CD Nacional,2-1,Academica De Coimbra
Sun Sep 26 2004,Gil Vicente,3-1,Moreirense FC
Sun Sep 26 2004,Sl Benfica,0-0,Sporting Braga
Sun Sep 26 2004,Uniao Leiria,1-2,FC Penafiel
Sun Sep 26 2004,Rio Ave FC,0-0,Sporting CP
Mon Sep 27 2004,GD Estoril,1-0,Os Belenenses
Fri Oct 1 2004,Boavista Porto,0-1,Rio Ave FC
Sun Oct 3 2004,Moreirense FC,2-2,Vitoria Setubal
Sun Oct 3 2004,Academica De Coimbra,2-1,Gil Vicente
Sun Oct 3 2004,FC Porto,3-0,Os Belenenses
Sun Oct 3 2004,FC Penafiel,2-1,GD Estoril
Sun Oct 3 2004,Vitoria Guimaraes,1-2,Sl Benfica
Mon Oct 4 2004,Sporting CP,2-2,Uniao Leiria
Tue Oct 5 2004,Sporting Braga,3-2,CD Nacional
Sun Oct 10 2004,SC Beira Mar,2-2,CS Maritimo
Fri Oct 15 2004,Gil Vicente,0-1,Sporting Braga
Sat Oct 16 2004,CD Nacional,1-0,Vitoria Guimaraes
Sat Oct 16 2004,CS Maritimo,1-0,Moreirense FC
Sat Oct 16 2004,GD Estoril,1-4,Sporting CP
Sun Oct 17 2004,Uniao Leiria,0-3,Boavista Porto
Sun Oct 17 2004,Rio Ave FC,1-1,SC Beira Mar
Sun Oct 17 2004,Os Belenenses,4-1,FC Penafiel
Sun Oct 17 2004,Sl Benfica,0-1,FC Porto
Mon Oct 18 2004,Vitoria Setubal,1-0,Academica De Coimbra
Fri Oct 22 2004,Boavista Porto,0-0,GD Estoril
Sat Oct 23 2004,Sporting Braga,2-3,Vitoria Setubal
Sat Oct 23 2004,Sporting CP,2-0,Os Belenenses
Sat Oct 23 2004,Moreirense FC,0-0,Rio Ave FC
Sun Oct 24 2004,Sl Benfica,2-1,CD Nacional
Sun Oct 24 2004,Vitoria Guimaraes,2-1,Gil Vicente
Sun Oct 24 2004,Academica De Coimbra,1-0,CS Maritimo
Sun Oct 24 2004,SC Beira Mar,0-1,Uniao Leiria
Sun Oct 24 2004,FC Porto,2-0,FC Penafiel
Sat Oct 30 2004,FC Penafiel,0-3,Sporting CP
Sat Oct 30 2004,CD Nacional,2-2,FC Porto
Sun Oct 31 2004,Uniao Leiria,0-0,Moreirense FC
Sun Oct 31 2004,Rio Ave FC,3-1,Academica De Coimbra
Sun Oct 31 2004,GD Estoril,5-0,SC Beira Mar
Sun Oct 31 2004,Gil Vicente,1-1,Sl Benfica
Sun Oct 31 2004,Os Belenenses,1-2,Boavista Porto
Mon Nov 1 2004,CS Maritimo,2-0,Sporting Braga
Mon Nov 1 2004,Vitoria Setubal,1-0,Vitoria Guimaraes
Fri Nov 5 2004,SC Beira Mar,3-3,Os Belenenses
Sat Nov 6 2004,Vitoria Guimaraes,1-1,CS Maritimo
Sat Nov 6 2004,Boavista Porto,2-1,FC Penafiel
Sun Nov 7 2004,CD Nacional,0-0,Gil Vicente
Sun Nov 7 2004,Sl Benfica,4-0,Vitoria Setubal
Sun Nov 7 2004,Sporting Braga,3-0,Rio Ave FC
Sun Nov 7 2004,Academica De Coimbra,0-1,Uniao Leiria
Sun Nov 7 2004,Moreirense FC,1-2,GD Estoril
Mon Nov 8 2004,FC Porto,3-0,Sporting CP
