Date,Team 1,FT,Team 2
Sat Apr 19 2014,Fluminense RJ,3-0,Figueirense
Sat Apr 19 2014,Internacional,1-0,EC Vitoria Ba
Sun Apr 20 2014,Chapecoense,0-0,Coritiba FC
Sun Apr 20 2014,Sao Paulo FC,3-0,Botafogo RJ
Sun Apr 20 2014,Atletico Paranaense,1-0,Gremio Porto Alegre
Sun Apr 20 2014,Atletico Mineiro,0-0,Corinthians SP
Sun Apr 20 2014,EC Bahia,1-2,Cruzeiro EC
Sun Apr 20 2014,Flamengo RJ,0-0,Goias EC
Sun Apr 20 2014,Santos FC,1-1,Sport Club Recife
Sun Apr 20 2014,Criciuma EC,1-2,Se Palmeiras
Sat Apr 26 2014,Coritiba FC,0-0,Santos FC
Sun Apr 27 2014,Se Palmeiras,0-1,Fluminense RJ
Sun Apr 27 2014,Botafogo RJ,2-2,Internacional
Sun Apr 27 2014,Corinthians SP,2-0,Flamengo RJ
Sun Apr 27 2014,Cruzeiro EC,1-1,Sao Paulo FC
Sun Apr 27 2014,EC Vitoria Ba,2-2,Atletico Paranaense
Sun Apr 27 2014,Sport Club Recife,2-1,Chapecoense
Sun Apr 27 2014,Gremio Porto Alegre,2-1,Atletico Mineiro
Sun Apr 27 2014,Figueirense,0-2,EC Bahia
Sun Apr 27 2014,Goias EC,1-0,Criciuma EC
Sat May 3 2014,Sao Paulo FC,2-2,Coritiba FC
Sat May 3 2014,Santos FC,0-0,Gremio Porto Alegre
Sat May 3 2014,Atletico Paranaense,2-3,Cruzeiro EC
Sun May 4 2014,Fluminense RJ,1-2,EC Vitoria Ba
Sun May 4 2014,Flamengo RJ,4-2,Se Palmeiras
Sun May 4 2014,EC Bahia,1-0,Botafogo RJ
Sun May 4 2014,Internacional,2-1,Sport Club Recife
Sun May 4 2014,Criciuma EC,1-0,Figueirense
Sun May 4 2014,Atletico Mineiro,0-1,Goias EC
Sun May 4 2014,Chapecoense,0-1,Corinthians SP
Sat May 10 2014,Se Palmeiras,2-0,Goias EC
Sat May 10 2014,Internacional,2-1,Atletico Paranaense
Sun May 11 2014,Botafogo RJ,6-0,Criciuma EC
Sun May 11 2014,Fluminense RJ,2-0,Flamengo RJ
Sun May 11 2014,Sao Paulo FC,1-1,Corinthians SP
Sun May 11 2014,Atletico Mineiro,2-1,Cruzeiro EC
Sun May 11 2014,Chapecoense,1-2,Gremio Porto Alegre
Sun May 11 2014,Coritiba FC,0-1,Sport Club Recife
Sun May 11 2014,EC Bahia,1-1,EC Vitoria Ba
Sun May 11 2014,Figueirense,0-2,Santos FC
Thu May 15 2014,Goias EC,2-0,Botafogo RJ
Sat May 17 2014,Cruzeiro EC,3-2,Coritiba FC
Sun May 18 2014,Flamengo RJ,0-2,Sao Paulo FC
