Date,Team 1,FT,Team 2
Sun Sep 5 1993,CD Tenerife,1-0,Lleida Esportiu
Sun Sep 5 1993,Racing Santander,1-0,Rayo Vallecano
Sun Sep 5 1993,Atletico Madrid,1-0,CD Logrones
Sun Sep 5 1993,Real Oviedo,0-3,Valencia CF
Sun Sep 5 1993,Deportivo La Coruna,0-0,Celta Vigo
Sun Sep 5 1993,Real Valladolid,0-1,Sporting Gijon
Sun Sep 5 1993,CA Osasuna,1-4,Real Madrid
Sun Sep 5 1993,Real Zaragoza,1-2,Sevilla FC
Sun Sep 5 1993,FC Barcelona,3-0,Real Sociedad
Sun Sep 5 1993,Athletic Bilbao,4-1,Albacete
Sun Sep 12 1993,Lleida Esportiu,1-2,Athletic Bilbao
Sun Sep 12 1993,Rayo Vallecano,4-3,CD Tenerife
Sun Sep 12 1993,CD Logrones,0-1,Racing Santander
Sun Sep 12 1993,Valencia CF,2-2,Atletico Madrid
Sun Sep 12 1993,Celta Vigo,1-1,Real Oviedo
Sun Sep 12 1993,Sporting Gijon,0-2,Deportivo La Coruna
Sun Sep 12 1993,Real Madrid,1-3,Real Valladolid
Sun Sep 12 1993,Sevilla FC,1-1,CA Osasuna
Sun Sep 12 1993,Real Sociedad,2-2,Real Zaragoza
Sun Sep 12 1993,Albacete,0-0,FC Barcelona
Sun Sep 19 1993,Lleida Esportiu,0-1,Rayo Vallecano
Sun Sep 19 1993,CD Tenerife,2-0,CD Logrones
Sun Sep 19 1993,Racing Santander,0-1,Valencia CF
Sun Sep 19 1993,Atletico Madrid,3-2,Celta Vigo
Sun Sep 19 1993,Real Oviedo,0-1,Sporting Gijon
Sun Sep 19 1993,Deportivo La Coruna,4-0,Real Madrid
Sun Sep 19 1993,Real Valladolid,2-2,Sevilla FC
Sun Sep 19 1993,CA Osasuna,0-2,Real Sociedad
Sun Sep 19 1993,Real Zaragoza,1-1,Albacete
Sun Sep 19 1993,Athletic Bilbao,0-0,FC Barcelona
Sun Sep 26 1993,Rayo Vallecano,1-2,Athletic Bilbao
Sun Sep 26 1993,CD Logrones,2-1,Lleida Esportiu
Sun Sep 26 1993,Valencia CF,3-2,CD Tenerife
Sun Sep 26 1993,Celta Vigo,0-0,Racing Santander
Sun Sep 26 1993,Sporting Gijon,1-1,Atletico Madrid
Sun Sep 26 1993,Real Madrid,0-1,Real Oviedo
