Date,Team 1,FT,Team 2
Fri Jul 29 1994,Deportivo Espanol,1-0,River Plate
Sat Jul 30 1994,Argentinos Juniors,0-0,Independiente
Sun Jul 31 1994,San Lorenzo,2-0,Gimnasia Y Tiro
Sun Jul 31 1994,Rosario Central,2-0,Gye La Plata
Sun Jul 31 1994,Platense,1-2,Velez Sarsfield
Sun Jul 31 1994,Deportivo Mandiyu,2-3,Huracan
Mon Aug 1 1994,Racing Club,2-0,Newells Old Boys
Mon Aug 1 1994,CA Lanus,1-0,Ferro Carril Oeste
Mon Aug 1 1994,Estudiantes,3-2,Belgrano Cordoba
Mon Aug 1 1994,Boca Juniors,1-0,CA Banfield
Fri Aug 5 1994,Ferro Carril Oeste,1-0,Racing Club
Sat Aug 6 1994,Velez Sarsfield,1-1,Deportivo Mandiyu
Sun Aug 7 1994,River Plate,1-3,Platense
Sun Aug 7 1994,Newells Old Boys,1-0,Estudiantes
Sun Aug 7 1994,CA Lanus,1-0,Boca Juniors
Sun Aug 7 1994,Independiente,4-0,CA Banfield
Sun Aug 7 1994,Huracan,1-0,Rosario Central
Sun Aug 7 1994,Gimnasia Y Tiro,0-0,Deportivo Espanol
Sun Aug 7 1994,Gye La Plata,2-2,Argentinos Juniors
Mon Aug 8 1994,Belgrano Cordoba,0-1,San Lorenzo
Fri Aug 12 1994,San Lorenzo,0-0,Newells Old Boys
Sat Aug 13 1994,Argentinos Juniors,2-2,Huracan
Mon Aug 15 1994,Rosario Central,3-1,Velez Sarsfield
Mon Aug 15 1994,Racing Club,2-0,CA Lanus
Mon Aug 15 1994,Platense,4-1,Gimnasia Y Tiro
Mon Aug 15 1994,Estudiantes,0-0,Ferro Carril Oeste
Mon Aug 15 1994,Deportivo Espanol,0-0,Belgrano Cordoba
Mon Aug 15 1994,Deportivo Mandiyu,2-2,River Plate
Mon Aug 15 1994,Boca Juniors,1-1,Independiente
Mon Aug 15 1994,CA Banfield,4-1,Gye La Plata
Fri Aug 19 1994,Ferro Carril Oeste,0-0,San Lorenzo
Sat Aug 20 1994,Belgrano Cordoba,0-0,Platense
Sun Aug 21 1994,Velez Sarsfield,3-2,Argentinos Juniors
Sun Aug 21 1994,River Plate,1-0,Rosario Central
Sun Aug 21 1994,Racing Club,0-3,Boca Juniors
Sun Aug 21 1994,Newells Old Boys,2-2,Deportivo Espanol
Sun Aug 21 1994,CA Lanus,3-3,Estudiantes
Sun Aug 21 1994,Huracan,2-0,CA Banfield
Sun Aug 21 1994,Gimnasia Y Tiro,1-0,Deportivo Mandiyu
Sun Aug 21 1994,Gye La Plata,1-5,Independiente
Fri Aug 26 1994,Boca Juniors,1-1,Gye La Plata
Sat Aug 27 1994,Rosario Central,1-0,Gimnasia Y Tiro
Sat Aug 27 1994,Argentinos Juniors,0-0,River Plate
Sun Aug 28 1994,San Lorenzo,0-0,CA Lanus
Sun Aug 28 1994,Platense,0-2,Newells Old Boys
Sun Aug 28 1994,Independiente,4-0,Huracan
Sun Aug 28 1994,Estudiantes,4-1,Racing Club
Sun Aug 28 1994,Deportivo Espanol,0-0,Ferro Carril Oeste
Sun Aug 28 1994,Deportivo Mandiyu,2-1,Belgrano Cordoba
Sun Aug 28 1994,CA Banfield,1-1,Velez Sarsfield
Fri Sep 2 1994,CA Lanus,1-1,River Plate
Sat Sep 3 1994,Gye La Plata,0-0,San Lorenzo
Sun Sep 4 1994,Velez Sarsfield,2-0,Gye Jujuy
Sun Sep 4 1994,Talleres Cordoba,2-2,Newells Old Boys
Sun Sep 4 1994,Rosario Central,1-0,Belgrano Cordoba
Sun Sep 4 1994,Racing Club,0-1,Ferro Carril Oeste
Sun Sep 4 1994,Platense,1-1,Deportivo Espanol
Sun Sep 4 1994,Huracan,3-1,Deportivo Mandiyu
Sun Sep 4 1994,Boca Juniors,1-2,CA Banfield
Sun Sep 4 1994,Argentinos Juniors,0-2,Independiente
Fri Sep 9 1994,San Lorenzo,0-0,Argentinos Juniors
Sat Sep 10 1994,Newells Old Boys,0-0,Boca Juniors
Sun Sep 11 1994,River Plate,1-0,Rosario Central
Sun Sep 11 1994,Platense,0-2,Racing Club
Sun Sep 11 1994,Independiente,1-1,Ferro Carril Oeste
Sun Sep 11 1994,Gye Jujuy,1-0,CA Lanus
Sun Sep 11 1994,Deportivo Espanol,0-1,Huracan
Sun Sep 11 1994,Deportivo Mandiyu,2-2,Talleres Cordoba
Sun Sep 11 1994,Belgrano Cordoba,1-1,Gye La Plata
Sun Sep 11 1994,CA Banfield,0-1,Velez Sarsfield
Fri Sep 16 1994,Ferro Carril Oeste,1-1,San Lorenzo
Sat Sep 17 1994,Gye La Plata,0-0,River Plate
Sun Sep 18 1994,Velez Sarsfield,2-0,Newells Old Boys
Sun Sep 18 1994,Talleres Cordoba,1-1,Deportivo Espanol
Sun Sep 18 1994,Rosario Central,2-0,Gye Jujuy
Sun Sep 18 1994,Racing Club,0-2,Independiente
Sun Sep 18 1994,CA Lanus,1-0,CA Banfield
Sun Sep 18 1994,Huracan,3-0,Platense
Sun Sep 18 1994,Boca Juniors,1-1,Deportivo Mandiyu
