Date,Team 1,FT,Team 2
Sat Aug 20 1994,Sporting Farense,0-2,Sporting CP
Sun Aug 21 1994,FC Porto,2-0,Sporting Braga
Sun Aug 21 1994,Sl Benfica,2-0,SC Beira Mar
Sun Aug 21 1994,CS Maritimo,3-2,Vitoria Setubal
Sun Aug 21 1994,Uniao Leiria,1-2,Uniao Madeira
Sun Aug 21 1994,Vitoria Guimaraes,2-0,Boavista Porto
Sun Aug 21 1994,Os Belenenses,0-0,Estrela Amadora
Sun Aug 21 1994,GD Chaves,0-1,SC Salgueiros
Sun Aug 21 1994,Gil Vicente,0-1,FC Tirsense
Sat Aug 27 1994,Sporting CP,2-1,Os Belenenses
Sun Aug 28 1994,Sporting Braga,1-1,Gil Vicente
Sun Aug 28 1994,Boavista Porto,2-1,Sporting Farense
Sun Aug 28 1994,SC Beira Mar,0-2,FC Porto
Sun Aug 28 1994,Estrela Amadora,1-1,CS Maritimo
Sun Aug 28 1994,Vitoria Setubal,2-2,Uniao Leiria
Sun Aug 28 1994,SC Salgueiros,0-0,Vitoria Guimaraes
Sun Aug 28 1994,Uniao Madeira,0-2,Sl Benfica
Sun Aug 28 1994,FC Tirsense,0-1,GD Chaves
Fri Sep 9 1994,CS Maritimo,2-0,Uniao Leiria
Sat Sep 10 1994,Sl Benfica,1-0,Vitoria Setubal
Sat Sep 10 1994,Os Belenenses,3-1,Boavista Porto
Sat Sep 10 1994,Estrela Amadora,0-2,Sporting CP
Sun Sep 11 1994,FC Porto,3-0,Uniao Madeira
Sun Sep 11 1994,Vitoria Guimaraes,1-0,FC Tirsense
Sun Sep 11 1994,GD Chaves,1-0,Sporting Braga
Sun Sep 11 1994,Sporting Farense,1-0,SC Salgueiros
Sun Sep 11 1994,Gil Vicente,0-1,SC Beira Mar
Sat Sep 17 1994,Sporting CP,2-0,CS Maritimo
Sat Sep 17 1994,Sporting Braga,3-1,Vitoria Guimaraes
Sat Sep 17 1994,Boavista Porto,2-1,Estrela Amadora
Sat Sep 17 1994,Uniao Leiria,1-0,Sl Benfica
Sat Sep 17 1994,SC Beira Mar,4-2,GD Chaves
Sat Sep 17 1994,Vitoria Setubal,2-3,FC Porto
Sat Sep 17 1994,SC Salgueiros,1-0,Os Belenenses
Sat Sep 17 1994,Uniao Madeira,2-0,Gil Vicente
Sat Sep 17 1994,FC Tirsense,3-0,Sporting Farense
Sat Sep 24 1994,FC Porto,2-0,Uniao Leiria
Sat Sep 24 1994,Sporting CP,2-2,Boavista Porto
Sat Sep 24 1994,Vitoria Guimaraes,1-0,SC Beira Mar
Sat Sep 24 1994,Os Belenenses,0-1,FC Tirsense
Sat Sep 24 1994,Estrela Amadora,4-0,SC Salgueiros
Sat Sep 24 1994,GD Chaves,5-1,Uniao Madeira
Sat Sep 24 1994,Sporting Farense,0-1,Sporting Braga
Sat Sep 24 1994,Gil Vicente,3-0,Vitoria Setubal
