Date,Team 1,FT,Team 2
Fri Aug 26 1994,SC Heerenveen,2-0,FC Groningen
Sat Aug 27 1994,Roda JC Kerkrade,1-1,FC Twente
Sat Aug 27 1994,Willem II,2-0,NAC Breda
Sun Aug 28 1994,AFC Ajax,3-1,RKC Waalwijk
Sun Aug 28 1994,NEC Nijmegen,2-3,FC Utrecht
Sun Aug 28 1994,Vitesse,2-4,PSV Eindhoven
Sun Aug 28 1994,FC Volendam,3-0,Go Ahead Eagles
Sun Aug 28 1994,FC Dordrecht,1-1,Feyenoord
Wed Aug 31 1994,PSV Eindhoven,4-1,Go Ahead Eagles
Wed Aug 31 1994,FC Twente,2-2,FC Dordrecht
Wed Aug 31 1994,FC Utrecht,4-0,SC Heerenveen
Wed Aug 31 1994,NAC Breda,0-0,Vitesse
Wed Aug 31 1994,RKC Waalwijk,1-1,Roda JC Kerkrade
Wed Aug 31 1994,FC Groningen,3-1,Willem II
Wed Aug 31 1994,Sparta Rotterdam,0-1,Feyenoord
Wed Aug 31 1994,MVV,1-2,NEC Nijmegen
Sat Sep 10 1994,SC Heerenveen,0-4,MVV
Sat Sep 10 1994,Sparta Rotterdam,3-4,FC Twente
Sat Sep 10 1994,FC Dordrecht,0-1,RKC Waalwijk
Sun Sep 11 1994,AFC Ajax,5-0,Vitesse
Sun Sep 11 1994,Willem II,0-1,FC Utrecht
Sun Sep 11 1994,FC Groningen,3-4,NAC Breda
Sun Sep 11 1994,NEC Nijmegen,0-0,FC Volendam
Sun Sep 11 1994,Go Ahead Eagles,2-2,Feyenoord
Sat Sep 17 1994,PSV Eindhoven,4-0,FC Dordrecht
Sat Sep 17 1994,MVV,3-0,Willem II
Sun Sep 18 1994,FC Twente,3-0,Go Ahead Eagles
Sun Sep 18 1994,FC Utrecht,2-1,FC Groningen
Sun Sep 18 1994,RKC Waalwijk,2-2,Sparta Rotterdam
Sun Sep 18 1994,Vitesse,1-1,Roda JC Kerkrade
Sun Sep 18 1994,FC Volendam,1-2,SC Heerenveen
Wed Sep 21 1994,SC Heerenveen,0-4,Feyenoord
Wed Sep 21 1994,Roda JC Kerkrade,1-1,AFC Ajax
Wed Sep 21 1994,Willem II,4-0,FC Volendam
Wed Sep 21 1994,FC Groningen,0-1,MVV
Wed Sep 21 1994,NEC Nijmegen,0-1,FC Twente
Wed Sep 21 1994,Sparta Rotterdam,1-1,PSV Eindhoven
Wed Sep 21 1994,Go Ahead Eagles,4-2,RKC Waalwijk
Wed Sep 21 1994,FC Dordrecht,0-0,Vitesse
Sat Sep 24 1994,AFC Ajax,3-0,FC Dordrecht
Sat Sep 24 1994,FC Twente,4-3,SC Heerenveen
Sat Sep 24 1994,NAC Breda,2-4,Roda JC Kerkrade
Sat Sep 24 1994,Vitesse,2-0,Sparta Rotterdam
Sat Sep 24 1994,MVV,3-2,FC Utrecht
Sun Sep 25 1994,Feyenoord,0-2,Willem II
Sun Sep 25 1994,RKC Waalwijk,1-3,NEC Nijmegen
Sun Sep 25 1994,FC Volendam,1-1,FC Groningen
Fri Sep 30 1994,NEC Nijmegen,2-2,PSV Eindhoven
Sat Oct 1 1994,SC Heerenveen,1-0,RKC Waalwijk
Sat Oct 1 1994,Willem II,2-2,FC Twente
Sat Oct 1 1994,Go Ahead Eagles,0-0,Vitesse
Sat Oct 1 1994,FC Dordrecht,0-3,Roda JC Kerkrade
Sat Oct 1 1994,MVV,2-3,NAC Breda
Sun Oct 2 1994,FC Utrecht,0-0,FC Volendam
Sun Oct 2 1994,FC Groningen,1-1,Feyenoord
Sun Oct 2 1994,Sparta Rotterdam,0-2,AFC Ajax
Sat Oct 8 1994,Go Ahead Eagles,1-1,MVV
Sun Oct 9 1994,FC Utrecht,2-2,NAC Breda
Sun Oct 9 1994,Sparta Rotterdam,2-0,FC Volendam
Fri Oct 14 1994,Roda JC Kerkrade,1-0,Sparta Rotterdam
Sat Oct 15 1994,PSV Eindhoven,3-1,SC Heerenveen
Sat Oct 15 1994,NAC Breda,1-1,FC Dordrecht
Sun Oct 16 1994,AFC Ajax,4-0,Go Ahead Eagles
Sun Oct 16 1994,Feyenoord,3-0,FC Utrecht
Sun Oct 16 1994,FC Twente,2-2,FC Groningen
Sun Oct 16 1994,RKC Waalwijk,1-1,Willem II
Sun Oct 16 1994,Vitesse,2-0,NEC Nijmegen
Sun Oct 16 1994,FC Volendam,1-1,MVV
Fri Oct 21 1994,SC Heerenveen,3-0,Vitesse
Sat Oct 22 1994,Roda JC Kerkrade,3-1,NEC Nijmegen
Sat Oct 22 1994,NAC Breda,1-3,Sparta Rotterdam
Sun Oct 23 1994,PSV Eindhoven,1-4,AFC Ajax
Wed Oct 26 1994,AFC Ajax,5-1,SC Heerenveen
Wed Oct 26 1994,Willem II,2-1,PSV Eindhoven
Wed Oct 26 1994,FC Groningen,3-1,RKC Waalwijk
Wed Oct 26 1994,FC Volendam,1-1,NAC Breda
Wed Oct 26 1994,Sparta Rotterdam,3-1,FC Dordrecht
Wed Oct 26 1994,Go Ahead Eagles,0-4,Roda JC Kerkrade
Wed Oct 26 1994,MVV,1-4,Feyenoord
Sat Oct 29 1994,PSV Eindhoven,5-0,FC Groningen
