Date,Team 1,FT,Team 2
Fri Aug 20 2010,Bayern Muenchen,2-1,Vfl Wolfsburg
Sat Aug 21 2010,1899 Hoffenheim,4-1,Werder Bremen
Sat Aug 21 2010,Bor Moenchengladbach,1-1,1 FC Nuernberg
Sat Aug 21 2010,1 FC Koeln,1-3,1 FC Kaiserslautern
Sat Aug 21 2010,SC Freiburg,1-3,FC St Pauli
Sat Aug 21 2010,Hannover 96,2-1,Eintracht Frankfurt
Sat Aug 21 2010,Hamburger SV,2-1,FC Schalke 04
Sun Aug 22 2010,1 Fsv Mainz 05,2-0,Vfb Stuttgart
Sun Aug 22 2010,Borussia Dortmund,0-2,Bayer Leverkusen
Fri Aug 27 2010,1 FC Kaiserslautern,2-0,Bayern Muenchen
Sat Aug 28 2010,FC Schalke 04,1-2,Hannover 96
Sat Aug 28 2010,Werder Bremen,4-2,1 FC Koeln
Sat Aug 28 2010,Vfl Wolfsburg,3-4,1 Fsv Mainz 05
Sat Aug 28 2010,Eintracht Frankfurt,1-3,Hamburger SV
Sat Aug 28 2010,1 FC Nuernberg,1-2,SC Freiburg
Sat Aug 28 2010,FC St Pauli,0-1,1899 Hoffenheim
Sun Aug 29 2010,Bayer Leverkusen,3-6,Bor Moenchengladbach
Sun Aug 29 2010,Vfb Stuttgart,1-3,Borussia Dortmund
Fri Sep 10 2010,1899 Hoffenheim,2-0,FC Schalke 04
Sat Sep 11 2010,Borussia Dortmund,2-0,Vfl Wolfsburg
Sat Sep 11 2010,Hamburger SV,1-1,1 FC Nuernberg
Sat Sep 11 2010,Bor Moenchengladbach,0-4,Eintracht Frankfurt
Sat Sep 11 2010,SC Freiburg,2-1,Vfb Stuttgart
Sat Sep 11 2010,Hannover 96,2-2,Bayer Leverkusen
Sat Sep 11 2010,Bayern Muenchen,0-0,Werder Bremen
Sun Sep 12 2010,1 Fsv Mainz 05,2-1,1 FC Kaiserslautern
Sun Sep 12 2010,1 FC Koeln,1-0,FC St Pauli
Fri Sep 17 2010,Eintracht Frankfurt,0-1,SC Freiburg
Sat Sep 18 2010,Bayern Muenchen,0-0,1 FC Koeln
Sat Sep 18 2010,Werder Bremen,0-2,1 Fsv Mainz 05
Sat Sep 18 2010,Vfb Stuttgart,7-0,Bor Moenchengladbach
Sat Sep 18 2010,Vfl Wolfsburg,2-0,Hannover 96
Sat Sep 18 2010,1 FC Kaiserslautern,2-2,1899 Hoffenheim
Sun Sep 19 2010,FC St Pauli,1-1,Hamburger SV
Sun Sep 19 2010,FC Schalke 04,1-3,Borussia Dortmund
Sun Sep 19 2010,Bayer Leverkusen,0-0,1 FC Nuernberg
Tue Sep 21 2010,1 Fsv Mainz 05,2-0,1 FC Koeln
Tue Sep 21 2010,1899 Hoffenheim,1-2,Bayern Muenchen
Tue Sep 21 2010,Hannover 96,4-1,Werder Bremen
Wed Sep 22 2010,Bayer Leverkusen,2-1,Eintracht Frankfurt
Wed Sep 22 2010,Borussia Dortmund,5-0,1 FC Kaiserslautern
Wed Sep 22 2010,Hamburger SV,1-3,Vfl Wolfsburg
Wed Sep 22 2010,Bor Moenchengladbach,1-2,FC St Pauli
