Date,Team 1,FT,Team 2
Sat Aug 7 2010,Arsenal Sarandi,1-2,CA Lanus
Sat Aug 7 2010,Quilmes Ac,1-1,CA Colon
Sat Aug 7 2010,Argentinos Juniors,1-2,Huracan
Sat Aug 7 2010,Newells Old Boys,0-1,Estudiantes
Sun Aug 8 2010,Racing Club,1-0,All Boys
Sun Aug 8 2010,CA Banfield,2-1,Olimpo
Sun Aug 8 2010,River Plate,1-0,Tigre
Sun Aug 8 2010,Gye La Plata,0-0,San Lorenzo
Sun Aug 8 2010,Velez Sarsfield,1-0,Independiente
Mon Aug 9 2010,CD Godoy Cruz,1-1,Boca Juniors
Sat Aug 14 2010,CA Colon,0-1,CA Banfield
Sat Aug 14 2010,Boca Juniors,1-2,Racing Club
Sat Aug 14 2010,CA Lanus,1-1,Newells Old Boys
Sat Aug 14 2010,Tigre,1-2,Arsenal Sarandi
Sun Aug 15 2010,San Lorenzo,2-2,CD Godoy Cruz
Sun Aug 15 2010,Huracan,0-1,River Plate
Sun Aug 15 2010,All Boys,1-2,Velez Sarsfield
Sun Aug 15 2010,Estudiantes,2-0,Quilmes Ac
Mon Aug 16 2010,Olimpo,1-0,Gye La Plata
Tue Aug 17 2010,Independiente,1-1,Argentinos Juniors
Sat Aug 21 2010,CA Banfield,0-0,Estudiantes
Sat Aug 21 2010,Newells Old Boys,2-0,Tigre
Sat Aug 21 2010,Quilmes Ac,1-1,CA Lanus
Sat Aug 21 2010,Velez Sarsfield,2-0,Argentinos Juniors
Sat Aug 21 2010,CD Godoy Cruz,1-0,Olimpo
Sun Aug 22 2010,Racing Club,1-2,San Lorenzo
Sun Aug 22 2010,Gye La Plata,0-0,CA Colon
Sun Aug 22 2010,River Plate,3-2,Independiente
Sun Aug 22 2010,Arsenal Sarandi,2-0,Huracan
Mon Aug 23 2010,All Boys,2-0,Boca Juniors
Sat Aug 28 2010,Huracan,1-1,Newells Old Boys
Sat Aug 28 2010,CA Lanus,0-0,CA Banfield
Sat Aug 28 2010,Tigre,3-0,Quilmes Ac
Sat Aug 28 2010,CA Colon,1-3,CD Godoy Cruz
Sun Aug 29 2010,San Lorenzo,3-1,All Boys
Sun Aug 29 2010,Independiente,1-2,Arsenal Sarandi
Sun Aug 29 2010,Argentinos Juniors,0-0,River Plate
Sun Aug 29 2010,Boca Juniors,2-1,Velez Sarsfield
Mon Aug 30 2010,Olimpo,1-0,Racing Club
Sat Sep 4 2010,CD Godoy Cruz,1-2,Estudiantes
Sat Sep 4 2010,Racing Club,1-2,CA Colon
Sat Sep 4 2010,All Boys,1-0,Olimpo
Sat Sep 4 2010,Boca Juniors,1-2,San Lorenzo
Sat Sep 4 2010,Arsenal Sarandi,1-0,Argentinos Juniors
Sun Sep 5 2010,Newells Old Boys,1-1,Independiente
Sun Sep 5 2010,Quilmes Ac,1-2,Huracan
Sun Sep 5 2010,Gye La Plata,0-2,CA Lanus
Mon Sep 6 2010,CA Banfield,1-1,Tigre
Mon Sep 6 2010,Velez Sarsfield,2-1,River Plate
Sat Sep 11 2010,Tigre,2-0,Gye La Plata
Sat Sep 11 2010,CA Colon,1-1,All Boys
Sat Sep 11 2010,Huracan,2-2,CA Banfield
Sat Sep 11 2010,San Lorenzo,0-0,Velez Sarsfield
Sat Sep 11 2010,CA Lanus,1-4,CD Godoy Cruz
Sun Sep 12 2010,Estudiantes,2-0,Racing Club
Sun Sep 12 2010,Argentinos Juniors,1-2,Newells Old Boys
Sun Sep 12 2010,River Plate,1-0,Arsenal Sarandi
Sun Sep 12 2010,Independiente,0-0,Quilmes Ac
Mon Sep 13 2010,Olimpo,1-3,Boca Juniors
Sat Sep 18 2010,Gye La Plata,3-0,Huracan
Sat Sep 18 2010,Racing Club,4-0,CA Lanus
Sat Sep 18 2010,San Lorenzo,3-1,Olimpo
Sat Sep 18 2010,CD Godoy Cruz,1-2,Tigre
Sat Sep 18 2010,Quilmes Ac,2-2,Argentinos Juniors
Sun Sep 19 2010,Arsenal Sarandi,0-0,Velez Sarsfield
Sun Sep 19 2010,All Boys,2-1,Estudiantes
Sun Sep 19 2010,Newells Old Boys,1-0,River Plate
Sun Sep 19 2010,CA Banfield,4-0,Independiente
Mon Sep 20 2010,Boca Juniors,3-1,CA Colon
Sat Sep 25 2010,Velez Sarsfield,3-0,Olimpo
Sat Sep 25 2010,Independiente,1-0,Gye La Plata
Sat Sep 25 2010,Argentinos Juniors,1-0,CA Banfield
Sat Sep 25 2010,Estudiantes,1-0,Boca Juniors
Sat Sep 25 2010,CA Lanus,1-0,All Boys
Sun Sep 26 2010,CA Colon,2-0,San Lorenzo
Sun Sep 26 2010,Arsenal Sarandi,0-0,Newells Old Boys
Sun Sep 26 2010,Huracan,1-1,CD Godoy Cruz
Sun Sep 26 2010,Tigre,0-0,Racing Club
Mon Sep 27 2010,River Plate,1-1,Quilmes Ac
Wed Sep 29 2010,Estudiantes,2-0,Gye La Plata
Sat Oct 2 2010,Quilmes Ac,0-1,Arsenal Sarandi
Sat Oct 2 2010,Newells Old Boys,2-0,Velez Sarsfield
