Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 7 Aug 2010 (31),Auxerre (1),2-2,1-1,Lorient (1)
?,(Sat) 7 Aug 2010 (31),Lens (1),1-2,0-1,Nancy (1)
?,(Sat) 7 Aug 2010 (31),Lyon (1),0-0,0-0,Monaco (1)
?,(Sat) 7 Aug 2010 (31),Marseille (1),1-2,0-0,Caen (1)
?,(Sat) 7 Aug 2010 (31),Nice (1),0-0,0-0,Valenciennes (1)
?,(Sat) 7 Aug 2010 (31),Paris SG (1),3-1,2-1,St Etienne (1)
?,(Sat) 7 Aug 2010 (31),Rennes (1),1-1,1-0,Lille (1)
?,(Sat) 7 Aug 2010 (31),Sochaux (1),2-1,1-1,Arles (1)
?,(Sat) 7 Aug 2010 (31),Toulouse (1),2-0,1-0,Brest (1)
?,(Sun) 8 Aug 2010 (31),Montpellier (1),1-0,0-0,Bordeaux (1)
?,(Sat) 14 Aug 2010 (32),Arles (2),0-1,0-0,Lens (2)
?,(Sun) 15 Aug 2010 (32),Bordeaux (2),1-2,0-1,Toulouse (2)
?,(Sat) 14 Aug 2010 (32),Brest (2),1-1,1-0,Auxerre (2)
?,(Sun) 15 Aug 2010 (32),Caen (2),3-2,2-2,Lyon (2)
?,(Sun) 15 Aug 2010 (32),Lille (2),0-0,0-0,Paris SG (2)
?,(Sat) 14 Aug 2010 (32),Lorient (2),1-2,1-1,Nice (2)
?,(Sat) 14 Aug 2010 (32),Nancy (2),0-3,0-0,Rennes (2)
?,(Sat) 14 Aug 2010 (32),St Etienne (2),3-2,1-0,Sochaux (2)
?,(Sat) 14 Aug 2010 (32),Valenciennes (2),3-2,0-0,Marseille (2)
?,(Tue) 17 Aug 2010 (33),Monaco (2),0-0,0-0,Montpellier (2)
?,(Sat) 21 Aug 2010 (33),Auxerre (3),1-1,0-0,Valenciennes (3)
?,(Sat) 21 Aug 2010 (33),Lens (3),2-2,0-1,Monaco (3)
?,(Sat) 21 Aug 2010 (33),Lyon (3),1-0,1-0,Brest (3)
?,(Sat) 21 Aug 2010 (33),Marseille (3),2-0,1-0,Lorient (3)
?,(Sat) 21 Aug 2010 (33),Nice (3),1-1,1-0,Nancy (3)
?,(Sat) 21 Aug 2010 (33),Rennes (3),0-0,0-0,St Etienne (3)
?,(Sat) 21 Aug 2010 (33),Toulouse (3),2-1,1-0,Arles (3)
?,(Sun) 22 Aug 2010 (33),Montpellier (3),0-0,0-0,Caen (3)
?,(Sun) 22 Aug 2010 (33),Paris SG (3),1-2,0-0,Bordeaux (3)
?,(Sun) 22 Aug 2010 (33),Sochaux (3),0-0,0-0,Lille (3)
?,(Sat) 28 Aug 2010 (34),Arles (4),0-1,0-1,Rennes (4)
?,(Sat) 28 Aug 2010 (34),Caen (4),0-2,0-0,Brest (4)
?,(Sat) 28 Aug 2010 (34),Lorient (4),2-0,1-0,Lyon (4)
?,(Sat) 28 Aug 2010 (34),Nancy (4),0-2,0-0,Toulouse (4)
?,(Sat) 28 Aug 2010 (34),St Etienne (4),3-1,1-0,Lens (4)
?,(Sat) 28 Aug 2010 (34),Valenciennes (4),0-1,0-1,Montpellier (4)
?,(Sun) 29 Aug 2010 (34),Bordeaux (4),1-1,0-1,Marseille (4)
?,(Sun) 29 Aug 2010 (34),Lille (4),1-1,0-1,Nice (4)
?,(Sun) 29 Aug 2010 (34),Monaco (4),2-0,0-0,Auxerre (4)
?,(Sun) 29 Aug 2010 (34),Sochaux (4),3-1,3-0,Paris SG (4)
?,(Sat) 11 Sep 2010 (36),Auxerre (5),1-1,1-0,Caen (5)
?,(Sat) 11 Sep 2010 (36),Lens (5),1-4,0-1,Lille (5)
?,(Sat) 11 Sep 2010 (36),Lyon (5),1-1,1-0,Valenciennes (5)
?,(Sat) 11 Sep 2010 (36),Montpellier (5),1-2,0-2,Nancy (5)
?,(Sat) 11 Sep 2010 (36),Paris SG (5),4-0,2-0,Arles (5)
?,(Sat) 11 Sep 2010 (36),Rennes (5),2-1,1-1,Sochaux (5)
?,(Sat) 11 Sep 2010 (36),Toulouse (5),0-1,0-1,St Etienne (5)
?,(Sun) 12 Sep 2010 (36),Brest (5),0-0,0-0,Lorient (5)
?,(Sun) 12 Sep 2010 (36),Marseille (5),2-2,1-1,Monaco (5)
?,(Sun) 12 Sep 2010 (36),Nice (5),2-1,1-0,Bordeaux (5)
?,(Sat) 18 Sep 2010 (37),Arles (6),0-3,0-2,Marseille (6)
?,(Sat) 18 Sep 2010 (37),Lorient (6),0-1,0-1,Caen (6)
?,(Sat) 18 Sep 2010 (37),Monaco (6),0-0,0-0,Toulouse (6)
?,(Sat) 18 Sep 2010 (37),Nancy (6),0-2,0-0,Brest (6)
?,(Sat) 18 Sep 2010 (37),Sochaux (6),4-0,1-0,Nice (6)
?,(Sat) 18 Sep 2010 (37),St Etienne (6),3-0,2-0,Montpellier (6)
?,(Sat) 18 Sep 2010 (37),Valenciennes (6),1-1,0-0,Lens (6)
?,(Sun) 19 Sep 2010 (37),Bordeaux (6),2-0,0-0,Lyon (6)
?,(Sun) 19 Sep 2010 (37),Lille (6),1-0,0-0,Auxerre (6)
?,(Sun) 19 Sep 2010 (37),Paris SG (6),0-0,0-0,Rennes (6)
?,(Sat) 25 Sep 2010 (38),Auxerre (7),2-2,2-2,Nancy (7)
?,(Sat) 25 Sep 2010 (38),Caen (7),0-0,0-0,Bordeaux (7)
?,(Sat) 25 Sep 2010 (38),Lorient (7),2-1,1-1,Monaco (7)
?,(Sat) 25 Sep 2010 (38),Lyon (7),0-1,0-0,St Etienne (7)
?,(Sat) 25 Sep 2010 (38),Marseille (7),2-1,1-0,Sochaux (7)
?,(Sat) 25 Sep 2010 (38),Montpellier (7),3-1,1-0,Arles (7)
?,(Sat) 25 Sep 2010 (38),Nice (7),1-2,1-1,Rennes (7)
?,(Sun) 26 Sep 2010 (38),Brest (7),1-0,0-0,Valenciennes (7)
?,(Sun) 26 Sep 2010 (38),Lens (7),0-2,0-0,Paris SG (7)
?,(Sun) 26 Sep 2010 (38),Toulouse (7),1-1,0-1,Lille (7)
?,(Sat) 2 Oct 2010 (39),Arles (8),0-4,0-2,Auxerre (8)
?,(Sat) 2 Oct 2010 (39),Bordeaux (8),1-0,1-0,Lorient (8)
?,(Sat) 2 Oct 2010 (39),Monaco (8),0-1,0-0,Brest (8)
?,(Sat) 2 Oct 2010 (39),Nancy (8),2-3,0-1,Lyon (8)
?,(Sat) 2 Oct 2010 (39),Sochaux (8),3-0,2-0,Lens (8)
?,(Sat) 2 Oct 2010 (39),St Etienne (8),1-1,0-1,Marseille (8)
?,(Sat) 2 Oct 2010 (39),Valenciennes (8),2-1,2-0,Caen (8)
?,(Sun) 3 Oct 2010 (39),Lille (8),3-1,2-1,Montpellier (8)
?,(Sun) 3 Oct 2010 (39),Paris SG (8),0-0,0-0,Nice (8)
?,(Sun) 3 Oct 2010 (39),Rennes (8),3-1,1-0,Toulouse (8)
?,(Sat) 16 Oct 2010 (41),Auxerre (9),0-1,0-1,Bordeaux (9)
?,(Sat) 16 Oct 2010 (41),Brest (9),0-0,0-0,Arles (9)
?,(Sat) 16 Oct 2010 (41),Caen (9),0-0,0-0,Monaco (9)
?,(Sat) 16 Oct 2010 (41),Marseille (9),1-0,1-0,Nancy (9)
?,(Sat) 16 Oct 2010 (41),Montpellier (9),2-0,2-0,Sochaux (9)
?,(Sat) 16 Oct 2010 (41),Toulouse (9),0-2,0-1,Paris SG (9)
?,(Sun) 17 Oct 2010 (41),Lens (9),0-0,0-0,Rennes (9)
?,(Sun) 17 Oct 2010 (41),Lorient (9),2-1,2-1,Valenciennes (9)
?,(Sun) 17 Oct 2010 (41),Lyon (9),3-1,2-0,Lille (9)
?,(Sun) 17 Oct 2010 (41),Nice (9),2-1,0-1,St Etienne (9)
?,(Sat) 23 Oct 2010 (42),Bordeaux (10),0-2,0-1,Brest (10)
?,(Sat) 23 Oct 2010 (42),Lens (10),1-0,0-0,Nice (10)
?,(Sat) 23 Oct 2010 (42),Monaco (10),0-2,0-1,Valenciennes (10)
?,(Sat) 23 Oct 2010 (42),Nancy (10),1-0,1-0,Lorient (10)
?,(Sat) 23 Oct 2010 (42),Rennes (10),0-1,0-1,Montpellier (10)
?,(Sat) 23 Oct 2010 (42),Sochaux (10),1-3,0-0,Toulouse (10)
?,(Sat) 23 Oct 2010 (42),St Etienne (10),1-1,0-1,Caen (10)
?,(Sun) 24 Oct 2010 (42),Arles (10),1-1,1-0,Lyon (10)
?,(Sun) 24 Oct 2010 (42),Lille (10),1-3,1-0,Marseille (10)
?,(Sun) 24 Oct 2010 (42),Paris SG (10),2-3,1-3,Auxerre (10)
?,(Sat) 30 Oct 2010 (43),Auxerre (11),2-0,1-0,Nice (11)
?,(Sat) 30 Oct 2010 (43),Brest (11),2-0,0-0,St Etienne (11)
?,(Sat) 30 Oct 2010 (43),Caen (11),2-3,1-2,Nancy (11)
?,(Sat) 30 Oct 2010 (43),Lorient (11),2-0,0-0,Arles (11)
?,(Sat) 30 Oct 2010 (43),Lyon (11),2-1,1-0,Sochaux (11)
?,(Sat) 30 Oct 2010 (43),Toulouse (11),1-1,1-1,Lens (11)
?,(Sun) 31 Oct 2010 (43),Montpellier (11),1-1,1-1,Paris SG (11)
?,(Sun) 31 Oct 2010 (43),Valenciennes (11),1-1,0-0,Lille (11)
?,(Tue) 2 Nov 2010 (44),Monaco (11),2-2,0-1,Bordeaux (11)
?,(Sat) 6 Nov 2010 (44),Arles (12),3-2,2-1,Caen (12)
?,(Sat) 6 Nov 2010 (44),Bordeaux (12),1-1,0-1,Valenciennes (12)
?,(Sat) 6 Nov 2010 (44),Rennes (11),1-1,1-0,Lyon (12)
?,(Sat) 6 Nov 2010 (44),Sochaux (12),1-1,0-1,Auxerre (12)
?,(Sat) 6 Nov 2010 (44),St Etienne (12),1-2,0-1,Lorient (12)
?,(Sun) 7 Nov 2010 (44),Lens (12),2-0,2-0,Montpellier (12)
?,(Sun) 7 Nov 2010 (44),Lille (12),3-1,1-0,Brest (12)
?,(Sun) 7 Nov 2010 (44),Nancy (12),0-4,0-0,Monaco (12)
?,(Sun) 7 Nov 2010 (44),Nice (12),2-0,1-0,Toulouse (12)
?,(Sun) 7 Nov 2010 (44),Paris SG (12),2-1,2-1,Marseille (11)
?,(Sat) 13 Nov 2010 (45),Bordeaux (13),2-1,1-0,Nancy (13)
?,(Sat) 13 Nov 2010 (45),Brest (13),1-1,1-1,Sochaux (13)
?,(Sat) 13 Nov 2010 (45),Caen (13),2-5,1-3,Lille (13)
?,(Sat) 13 Nov 2010 (45),Marseille (12),1-1,1-0,Lens (13)
?,(Sat) 13 Nov 2010 (45),Monaco (13),0-0,0-0,Arles (13)
?,(Sat) 13 Nov 2010 (45),Montpellier (13),1-0,1-0,Toulouse (13)
?,(Sun) 14 Nov 2010 (45),Auxerre (13),2-1,0-0,Rennes (12)
?,(Sun) 14 Nov 2010 (45),Lorient (13),1-1,1-0,Paris SG (13)
?,(Sun) 14 Nov 2010 (45),Lyon (13),1-0,1-0,Nice (13)
?,(Sat) 20 Nov 2010 (46),Nancy (14),2-0,1-0,Valenciennes (13)
?,(Sat) 20 Nov 2010 (46),Nice (14),0-1,0-0,Montpellier (14)
?,(Sat) 20 Nov 2010 (46),Paris SG (14),2-1,1-0,Caen (14)
?,(Sat) 20 Nov 2010 (46),Rennes (13),2-1,1-0,Brest (14)
?,(Sat) 20 Nov 2010 (46),Sochaux (14),2-0,1-0,Lorient (14)
?,(Sat) 20 Nov 2010 (46),St Etienne (13),1-1,0-1,Auxerre (14)
?,(Sat) 20 Nov 2010 (46),Toulouse (14),0-1,0-0,Marseille (13)
?,(Sun) 21 Nov 2010 (46),Arles (14),2-4,1-2,Bordeaux (14)
?,(Sun) 21 Nov 2010 (46),Lens (14),1-3,1-0,Lyon (14)
?,(Sun) 21 Nov 2010 (46),Lille (14),2-1,1-0,Monaco (14)
?,(Sat) 27 Nov 2010 (47),Bordeaux (15),1-1,0-1,Lille (15)
?,(Sat) 27 Nov 2010 (47),Lorient (15),2-0,0-0,Rennes (14)
?,(Sat) 27 Nov 2010 (47),Marseille (14),4-0,2-0,Montpellier (15)
?,(Sat) 27 Nov 2010 (47),Monaco (15),1-1,0-0,Nice (15)
?,(Sat) 27 Nov 2010 (47),Nancy (15),1-1,0-0,St Etienne (14)
?,(Sat) 27 Nov 2010 (47),Valenciennes (14),3-0,1-0,Arles (15)
?,(Sun) 28 Nov 2010 (47),Auxerre (15),1-2,0-2,Toulouse (15)
?,(Sun) 28 Nov 2010 (47),Caen (15),0-3,0-1,Sochaux (15)
?,(Sun) 28 Nov 2010 (47),Lyon (15),2-2,0-0,Paris SG (15)
?,(Tue) 30 Nov 2010 (48),Brest (15),4-1,2-1,Lens (15)
?,(Wed) 1 Dec 2010 (48),Marseille (15),0-0,0-0,Rennes (15)
?,(Wed) 1 Dec 2010 (48),Valenciennes (15),1-1,0-1,St Etienne (15)
?,(Sat) 4 Dec 2010 (48),Arles (16),1-1,1-1,Nancy (16)
?,(Sat) 4 Dec 2010 (48),Lens (16),1-1,1-0,Auxerre (16)
?,(Sat) 4 Dec 2010 (48),Lille (16),6-3,2-2,Lorient (16)
?,(Sat) 4 Dec 2010 (48),Montpellier (16),1-2,0-1,Lyon (16)
?,(Sat) 4 Dec 2010 (48),Rennes (16),1-0,0-0,Monaco (16)
?,(Sat) 4 Dec 2010 (48),Sochaux (16),2-1,1-0,Valenciennes (16)
?,(Sat) 4 Dec 2010 (48),Toulouse (16),1-0,0-0,Caen (16)
?,(Sun) 5 Dec 2010 (48),Nice (16),1-0,0-0,Marseille (16)
?,(Sun) 5 Dec 2010 (48),Paris SG (16),3-1,1-0,Brest (16)
?,(Sun) 5 Dec 2010 (48),St Etienne (16),2-2,0-1,Bordeaux (16)
?,(Sat) 11 Dec 2010 (49),Arles (17),0-1,0-0,Lille (17)
?,(Sat) 11 Dec 2010 (49),Auxerre (17),1-1,1-1,Marseille (17)
?,(Sat) 11 Dec 2010 (49),Brest (17),0-0,0-0,Montpellier (17)
?,(Sat) 11 Dec 2010 (49),Caen (17),0-0,0-0,Nice (17)
?,(Sat) 11 Dec 2010 (49),Lorient (17),3-0,0-0,Lens (17)
?,(Sat) 11 Dec 2010 (49),Nancy (17),1-0,0-0,Sochaux (17)
?,(Sat) 11 Dec 2010 (49),Valenciennes (17),1-2,0-0,Paris SG (17)
?,(Sun) 12 Dec 2010 (49),Bordeaux (17),0-0,0-0,Rennes (17)
?,(Sun) 12 Dec 2010 (49),Lyon (17),2-0,2-0,Toulouse (17)
?,(Sun) 12 Dec 2010 (49),Monaco (17),0-2,0-1,St Etienne (17)
?,(Sat) 18 Dec 2010 (50),Montpellier (18),1-1,0-0,Auxerre (18)
?,(Sat) 18 Dec 2010 (50),Nice (18),1-1,1-1,Brest (18)
?,(Sat) 18 Dec 2010 (50),Paris SG (18),2-2,1-1,Monaco (18)
?,(Sat) 18 Dec 2010 (50),Rennes (18),1-0,0-0,Valenciennes (18)
?,(Sat) 18 Dec 2010 (50),St Etienne (18),2-0,0-0,Arles (18)
?,(Sat) 18 Dec 2010 (50),Toulouse (18),3-0,1-0,Lorient (18)
?,(Sun) 19 Dec 2010 (50),Marseille (18),1-1,0-1,Lyon (18)
?,(Sun) 19 Dec 2010 (50),Sochaux (18),1-1,1-1,Bordeaux (18)
?,(Tue) 21 Dec 2010 (51),Lorient (19),0-0,0-0,Montpellier (19)
?,(Wed) 22 Dec 2010 (51),Arles (19),0-0,0-0,Nice (19)
?,(Wed) 22 Dec 2010 (51),Bordeaux (19),2-2,0-2,Lens (18)
?,(Wed) 22 Dec 2010 (51),Brest (19),0-0,0-0,Marseille (19)
?,(Wed) 22 Dec 2010 (51),Caen (18),1-0,1-0,Rennes (19)
?,(Wed) 22 Dec 2010 (51),Lille (18),1-1,0-0,St Etienne (19)
?,(Wed) 22 Dec 2010 (51),Lyon (19),1-1,1-0,Auxerre (19)
?,(Wed) 22 Dec 2010 (51),Monaco (19),2-1,1-0,Sochaux (19)
?,(Wed) 22 Dec 2010 (51),Nancy (18),2-0,0-0,Paris SG (19)
?,(Wed) 22 Dec 2010 (51),Valenciennes (19),2-1,2-1,Toulouse (19)
?,(Sat) 15 Jan 2011 (2),Auxerre (20),1-1,1-0,Monaco (20)
?,(Sat) 15 Jan 2011 (2),Brest (20),1-3,1-1,Caen (19)
?,(Sat) 15 Jan 2011 (2),Lens (19),2-1,0-0,St Etienne (20)
?,(Sat) 15 Jan 2011 (2),Lyon (20),3-0,1-0,Lorient (20)
?,(Sat) 15 Jan 2011 (2),Montpellier (20),2-1,0-0,Valenciennes (20)
?,(Sat) 15 Jan 2011 (2),Nice (20),0-2,0-1,Lille (19)
?,(Sat) 15 Jan 2011 (2),Paris SG (20),2-1,2-1,Sochaux (20)
?,(Sat) 15 Jan 2011 (2),Rennes (20),4-0,2-0,Arles (20)
?,(Sat) 15 Jan 2011 (2),Toulouse (20),1-0,1-0,Nancy (19)
?,(Sun) 16 Jan 2011 (2),Marseille (20),2-1,2-0,Bordeaux (20)
?,(Wed) 19 Jan 2011 (3),Lille (20),3-0,0-0,Nancy (20)
?,(Sat) 22 Jan 2011 (3),Lens (20),2-0,1-0,Caen (20)
?,(Sat) 29 Jan 2011 (4),Arles (21),1-2,0-1,Paris SG (21)
?,(Sat) 29 Jan 2011 (4),Caen (21),2-0,0-0,Auxerre (21)
?,(Sat) 29 Jan 2011 (4),Lille (21),1-0,0-0,Lens (21)
