Date,Team 1,FT,Team 2
Fri Aug 13 2010,Sporting Braga,3-1,Portimonense SC
Sat Aug 14 2010,CS Maritimo,0-1,Vitoria Setubal
Sat Aug 14 2010,Naval 1 De Maio,0-1,FC Porto
Sat Aug 14 2010,Pacos De Ferreira,1-0,Sporting CP
Sun Aug 15 2010,Rio Ave FC,0-1,CD Nacional
Sun Aug 15 2010,SC Beira Mar,0-0,Uniao Leiria
Sun Aug 15 2010,Sl Benfica,1-2,Academica De Coimbra
Mon Aug 16 2010,SC Olhanense,0-0,Vitoria Guimaraes
Fri Aug 20 2010,Academica De Coimbra,1-1,SC Olhanense
Sat Aug 21 2010,Vitoria Setubal,0-0,Sporting Braga
Sat Aug 21 2010,CD Nacional,2-1,Sl Benfica
Sun Aug 22 2010,Portimonense SC,0-1,Naval 1 De Maio
Sun Aug 22 2010,Uniao Leiria,0-0,Pacos De Ferreira
Sun Aug 22 2010,Sporting CP,1-0,CS Maritimo
Sun Aug 22 2010,FC Porto,3-0,SC Beira Mar
Mon Aug 23 2010,Vitoria Guimaraes,0-0,Rio Ave FC
Sat Aug 28 2010,CD Nacional,1-3,Vitoria Guimaraes
Sat Aug 28 2010,Sl Benfica,3-0,Vitoria Setubal
Sun Aug 29 2010,Pacos De Ferreira,2-2,Portimonense SC
Sun Aug 29 2010,SC Beira Mar,2-1,Academica De Coimbra
Sun Aug 29 2010,Sporting Braga,1-0,CS Maritimo
Sun Aug 29 2010,SC Olhanense,1-0,Uniao Leiria
Sun Aug 29 2010,Rio Ave FC,0-2,FC Porto
Mon Aug 30 2010,Naval 1 De Maio,1-3,Sporting CP
Fri Sep 10 2010,Vitoria Guimaraes,2-1,Sl Benfica
Sat Sep 11 2010,Sporting CP,0-0,SC Olhanense
Sat Sep 11 2010,FC Porto,3-2,Sporting Braga
Sun Sep 12 2010,CS Maritimo,1-1,Pacos De Ferreira
Sun Sep 12 2010,Portimonense SC,3-1,Rio Ave FC
Sun Sep 12 2010,Uniao Leiria,2-1,CD Nacional
Sun Sep 12 2010,Academica De Coimbra,3-0,Naval 1 De Maio
Mon Sep 13 2010,Vitoria Setubal,0-0,SC Beira Mar
Fri Sep 17 2010,SC Olhanense,2-0,Portimonense SC
Sat Sep 18 2010,SC Beira Mar,1-1,CS Maritimo
Sat Sep 18 2010,Vitoria Guimaraes,1-0,Uniao Leiria
Sun Sep 19 2010,Rio Ave FC,2-2,Academica De Coimbra
Sun Sep 19 2010,Naval 1 De Maio,0-0,Vitoria Setubal
Sun Sep 19 2010,Pacos De Ferreira,2-2,Sporting Braga
Sun Sep 19 2010,Sl Benfica,2-0,Sporting CP
Mon Sep 20 2010,CD Nacional,0-2,FC Porto
Fri Sep 24 2010,Sporting Braga,3-1,Naval 1 De Maio
Sat Sep 25 2010,Academica De Coimbra,3-1,Vitoria Guimaraes
Sat Sep 25 2010,CS Maritimo,0-1,Sl Benfica
Sat Sep 25 2010,FC Porto,2-0,SC Olhanense
Sun Sep 26 2010,Uniao Leiria,1-0,Rio Ave FC
Sun Sep 26 2010,Portimonense SC,1-0,SC Beira Mar
Sun Sep 26 2010,Sporting CP,1-1,CD Nacional
Mon Sep 27 2010,Vitoria Setubal,1-0,Pacos De Ferreira
Fri Oct 1 2010,Uniao Leiria,2-1,Academica De Coimbra
Sat Oct 2 2010,SC Olhanense,3-1,Vitoria Setubal
Sun Oct 3 2010,Rio Ave FC,0-0,CS Maritimo
Sun Oct 3 2010,CD Nacional,3-1,Portimonense SC
Sun Oct 3 2010,Naval 1 De Maio,1-2,Pacos De Ferreira
Sun Oct 3 2010,Sl Benfica,1-0,Sporting Braga
Mon Oct 4 2010,SC Beira Mar,1-1,Sporting CP
Mon Oct 4 2010,Vitoria Guimaraes,1-1,FC Porto
Sat Oct 23 2010,Academica De Coimbra,2-1,CD Nacional
Sat Oct 23 2010,Pacos De Ferreira,1-1,SC Beira Mar
Sat Oct 23 2010,Vitoria Setubal,2-1,Vitoria Guimaraes
Sat Oct 23 2010,Sporting Braga,3-1,SC Olhanense
Sun Oct 24 2010,CS Maritimo,1-0,Naval 1 De Maio
Sun Oct 24 2010,Sporting CP,1-0,Rio Ave FC
Sun Oct 24 2010,Portimonense SC,0-1,Sl Benfica
Mon Oct 25 2010,FC Porto,5-1,Uniao Leiria
Fri Oct 29 2010,Sl Benfica,2-0,Pacos De Ferreira
Sat Oct 30 2010,Rio Ave FC,2-0,Sporting Braga
Sat Oct 30 2010,Academica De Coimbra,0-1,FC Porto
Sun Oct 31 2010,CD Nacional,1-0,Vitoria Setubal
Sun Oct 31 2010,SC Beira Mar,3-1,Naval 1 De Maio
Sun Oct 31 2010,SC Olhanense,1-1,CS Maritimo
Sun Oct 31 2010,Uniao Leiria,1-2,Sporting CP
Mon Nov 1 2010,Vitoria Guimaraes,2-0,Portimonense SC
Fri Nov 5 2010,Vitoria Setubal,3-3,Rio Ave FC
Sat Nov 6 2010,Pacos De Ferreira,0-1,CD Nacional
Sat Nov 6 2010,Portimonense SC,2-2,Academica De Coimbra
Sun Nov 7 2010,CS Maritimo,1-1,Uniao Leiria
Sun Nov 7 2010,Naval 1 De Maio,1-1,SC Olhanense
Sun Nov 7 2010,Sporting Braga,2-3,SC Beira Mar
Sun Nov 7 2010,FC Porto,5-0,Sl Benfica
Mon Nov 8 2010,Sporting CP,2-3,Vitoria Guimaraes
Fri Nov 12 2010,CD Nacional,0-0,CS Maritimo
Sat Nov 13 2010,Vitoria Guimaraes,2-1,Sporting Braga
Sat Nov 13 2010,Academica De Coimbra,1-2,Sporting CP
Sun Nov 14 2010,Rio Ave FC,3-1,Pacos De Ferreira
Sun Nov 14 2010,Uniao Leiria,1-0,Vitoria Setubal
Sun Nov 14 2010,SC Olhanense,1-1,SC Beira Mar
Sun Nov 14 2010,Sl Benfica,4-0,Naval 1 De Maio
Sun Nov 14 2010,FC Porto,2-0,Portimonense SC
Fri Nov 26 2010,Vitoria Setubal,0-1,Academica De Coimbra
Sat Nov 27 2010,Pacos De Ferreira,1-0,SC Olhanense
Sat Nov 27 2010,CS Maritimo,2-0,Vitoria Guimaraes
Sat Nov 27 2010,Sporting CP,1-1,FC Porto
Sun Nov 28 2010,Naval 1 De Maio,0-1,Rio Ave FC
Sun Nov 28 2010,SC Beira Mar,1-3,Sl Benfica
Sun Nov 28 2010,Sporting Braga,2-0,CD Nacional
Mon Nov 29 2010,Portimonense SC,1-2,Uniao Leiria
Fri Dec 3 2010,Sl Benfica,2-0,SC Olhanense
Sat Dec 4 2010,Vitoria Guimaraes,1-1,Pacos De Ferreira
Sat Dec 4 2010,Uniao Leiria,3-1,Sporting Braga
Sun Dec 5 2010,Rio Ave FC,1-1,SC Beira Mar
Sun Dec 5 2010,Portimonense SC,1-3,Sporting CP
Mon Dec 6 2010,CD Nacional,2-1,Naval 1 De Maio
Mon Dec 6 2010,FC Porto,1-0,Vitoria Setubal
Wed Dec 8 2010,Academica De Coimbra,1-5,CS Maritimo
Fri Dec 17 2010,Sporting Braga,5-0,Academica De Coimbra
Sat Dec 18 2010,Sl Benfica,5-2,Rio Ave FC
Sat Dec 18 2010,SC Beira Mar,3-2,Vitoria Guimaraes
Sun Dec 19 2010,CS Maritimo,1-1,Portimonense SC
Sun Dec 19 2010,Naval 1 De Maio,0-3,Uniao Leiria
Sun Dec 19 2010,SC Olhanense,0-0,CD Nacional
Sun Dec 19 2010,Pacos De Ferreira,0-3,FC Porto
Mon Dec 20 2010,Vitoria Setubal,0-3,Sporting CP
Fri Jan 7 2011,Portimonense SC,3-4,Vitoria Setubal
Sat Jan 8 2011,FC Porto,4-1,CS Maritimo
Sat Jan 8 2011,Sporting CP,2-1,Sporting Braga
Sun Jan 9 2011,Rio Ave FC,0-1,SC Olhanense
Sun Jan 9 2011,CD Nacional,0-0,SC Beira Mar
Sun Jan 9 2011,Academica De Coimbra,0-0,Pacos De Ferreira
