Date,Team 1,FT,Team 2
Sat Aug 14 2010,Tottenham Hotspur,0-0,Manchester City
Sat Aug 14 2010,Aston Villa,3-0,West Ham United
Sat Aug 14 2010,Blackburn Rovers,1-0,Everton FC
Sat Aug 14 2010,Wigan Athletic,0-4,Blackpool FC
Sat Aug 14 2010,Bolton Wanderers,0-0,Fulham FC
Sat Aug 14 2010,Sunderland Afc,2-2,Birmingham City
Sat Aug 14 2010,Wolverhampton Wanderers,2-1,Stoke City
Sat Aug 14 2010,Chelsea FC,6-0,West Bromwich Albion
Sun Aug 15 2010,Liverpool FC,1-1,Arsenal FC
Mon Aug 16 2010,Manchester United,3-0,Newcastle United
Sat Aug 21 2010,Arsenal FC,6-0,Blackpool FC
Sat Aug 21 2010,Birmingham City,2-1,Blackburn Rovers
Sat Aug 21 2010,Everton FC,1-1,Wolverhampton Wanderers
Sat Aug 21 2010,Stoke City,1-2,Tottenham Hotspur
Sat Aug 21 2010,West Bromwich Albion,1-0,Sunderland Afc
Sat Aug 21 2010,West Ham United,1-3,Bolton Wanderers
Sat Aug 21 2010,Wigan Athletic,0-6,Chelsea FC
Sun Aug 22 2010,Newcastle United,6-0,Aston Villa
Sun Aug 22 2010,Fulham FC,2-2,Manchester United
Mon Aug 23 2010,Manchester City,3-0,Liverpool FC
Sat Aug 28 2010,Blackburn Rovers,1-2,Arsenal FC
Sat Aug 28 2010,Blackpool FC,2-2,Fulham FC
Sat Aug 28 2010,Chelsea FC,2-0,Stoke City
Sat Aug 28 2010,Tottenham Hotspur,0-1,Wigan Athletic
Sat Aug 28 2010,Wolverhampton Wanderers,1-1,Newcastle United
Sat Aug 28 2010,Manchester United,3-0,West Ham United
Sun Aug 29 2010,Bolton Wanderers,2-2,Birmingham City
Sun Aug 29 2010,Liverpool FC,1-0,West Bromwich Albion
Sun Aug 29 2010,Sunderland Afc,1-0,Manchester City
Sun Aug 29 2010,Aston Villa,1-0,Everton FC
Sat Sep 11 2010,Everton FC,3-3,Manchester United
Sat Sep 11 2010,Arsenal FC,4-1,Bolton Wanderers
Sat Sep 11 2010,Fulham FC,2-1,Wolverhampton Wanderers
Sat Sep 11 2010,Manchester City,1-1,Blackburn Rovers
Sat Sep 11 2010,Newcastle United,0-2,Blackpool FC
Sat Sep 11 2010,West Bromwich Albion,1-1,Tottenham Hotspur
Sat Sep 11 2010,West Ham United,1-3,Chelsea FC
Sat Sep 11 2010,Wigan Athletic,1-1,Sunderland Afc
Sun Sep 12 2010,Birmingham City,0-0,Liverpool FC
Mon Sep 13 2010,Stoke City,2-1,Aston Villa
Sat Sep 18 2010,Stoke City,1-1,West Ham United
Sat Sep 18 2010,Aston Villa,1-1,Bolton Wanderers
Sat Sep 18 2010,Blackburn Rovers,1-1,Fulham FC
Sat Sep 18 2010,Everton FC,0-1,Newcastle United
Sat Sep 18 2010,Tottenham Hotspur,3-1,Wolverhampton Wanderers
Sat Sep 18 2010,West Bromwich Albion,3-1,Birmingham City
Sat Sep 18 2010,Sunderland Afc,1-1,Arsenal FC
Sun Sep 19 2010,Manchester United,3-2,Liverpool FC
Sun Sep 19 2010,Wigan Athletic,0-2,Manchester City
Sun Sep 19 2010,Chelsea FC,4-0,Blackpool FC
Sat Sep 25 2010,Manchester City,1-0,Chelsea FC
Sat Sep 25 2010,Arsenal FC,2-3,West Bromwich Albion
