Date,Team 1,FT,Team 2
Fri Aug 14 1992,1 FC Kaiserslautern,1-0,1 FC Koeln
Fri Aug 14 1992,Bayer Leverkusen,1-1,1 FC Saarbruecken
Fri Aug 14 1992,1 FC Nuernberg,0-0,Werder Bremen
Sat Aug 15 1992,Vfl Bochum,2-2,Borussia Dortmund
Sat Aug 15 1992,Eintracht Frankfurt,1-1,Dynamo Dresden
Sat Aug 15 1992,Hamburger SV,1-1,Vfb Stuttgart
Sat Aug 15 1992,Karlsruher SC,4-2,Bor Moenchengladbach
Sat Aug 15 1992,FC Schalke 04,3-4,Sg Wattenscheid 09
Sat Aug 15 1992,KSC Uerdingen 05,0-3,Bayern Muenchen
Fri Aug 21 1992,Sg Wattenscheid 09,1-1,KSC Uerdingen 05
Fri Aug 21 1992,Dynamo Dresden,1-1,Hamburger SV
Sat Aug 22 1992,Werder Bremen,1-1,Bayer Leverkusen
Sat Aug 22 1992,Borussia Dortmund,0-2,FC Schalke 04
Sat Aug 22 1992,1 FC Koeln,0-1,Eintracht Frankfurt
Sat Aug 22 1992,Bor Moenchengladbach,1-1,Vfl Bochum
Sat Aug 22 1992,Bayern Muenchen,1-0,1 FC Kaiserslautern
Sat Aug 22 1992,1 FC Saarbruecken,2-0,Karlsruher SC
Sat Aug 22 1992,Vfb Stuttgart,3-0,1 FC Nuernberg
Tue Aug 25 1992,Hamburger SV,0-1,1 FC Nuernberg
Tue Aug 25 1992,Bayer Leverkusen,4-0,Vfb Stuttgart
Tue Aug 25 1992,FC Schalke 04,1-2,Bor Moenchengladbach
Tue Aug 25 1992,KSC Uerdingen 05,0-2,Borussia Dortmund
Wed Aug 26 1992,Vfl Bochum,4-0,1 FC Saarbruecken
Wed Aug 26 1992,Dynamo Dresden,3-0,1 FC Koeln
Wed Aug 26 1992,1 FC Kaiserslautern,4-1,Sg Wattenscheid 09
Wed Aug 26 1992,Karlsruher SC,5-2,Werder Bremen
Thu Aug 27 1992,Eintracht Frankfurt,1-1,Bayern Muenchen
Fri Aug 28 1992,Bor Moenchengladbach,0-4,KSC Uerdingen 05
Fri Aug 28 1992,1 FC Nuernberg,0-1,Bayer Leverkusen
Sat Aug 29 1992,Werder Bremen,3-1,Vfl Bochum
Sat Aug 29 1992,Borussia Dortmund,1-0,1 FC Kaiserslautern
Sat Aug 29 1992,1 FC Koeln,2-2,Hamburger SV
Sat Aug 29 1992,Bayern Muenchen,3-1,Dynamo Dresden
Sat Aug 29 1992,1 FC Saarbruecken,1-3,FC Schalke 04
Sat Aug 29 1992,Vfb Stuttgart,2-1,Karlsruher SC
Sat Aug 29 1992,Sg Wattenscheid 09,1-2,Eintracht Frankfurt
Tue Sep 1 1992,Dynamo Dresden,2-1,Sg Wattenscheid 09
Tue Sep 1 1992,Eintracht Frankfurt,4-1,Borussia Dortmund
Tue Sep 1 1992,1 FC Kaiserslautern,0-0,Bor Moenchengladbach
Tue Sep 1 1992,Karlsruher SC,1-1,1 FC Nuernberg
Tue Sep 1 1992,FC Schalke 04,0-0,Werder Bremen
Wed Sep 2 1992,Vfl Bochum,0-0,Vfb Stuttgart
Wed Sep 2 1992,Hamburger SV,0-0,Bayer Leverkusen
Wed Sep 2 1992,1 FC Koeln,1-3,Bayern Muenchen
Wed Sep 2 1992,KSC Uerdingen 05,1-1,1 FC Saarbruecken
Fri Sep 4 1992,Borussia Dortmund,3-0,Dynamo Dresden
Fri Sep 4 1992,Bor Moenchengladbach,3-3,Eintracht Frankfurt
Sat Sep 5 1992,Werder Bremen,2-1,KSC Uerdingen 05
Sat Sep 5 1992,Bayer Leverkusen,5-1,Karlsruher SC
Sat Sep 5 1992,Bayern Muenchen,4-0,Hamburger SV
Sat Sep 5 1992,1 FC Nuernberg,2-1,Vfl Bochum
Sat Sep 5 1992,1 FC Saarbruecken,2-0,1 FC Kaiserslautern
Sat Sep 5 1992,Vfb Stuttgart,1-0,FC Schalke 04
Sat Sep 5 1992,Sg Wattenscheid 09,4-2,1 FC Koeln
