Date,Team 1,FT,Team 2
Sat Aug 8 1992,RC Lens,0-3,Aj Auxerre
Sat Aug 8 1992,Le Havre Ac,2-0,Nimes Olympique
Sat Aug 8 1992,Montpellier HSC,2-0,SM Caen
Sat Aug 8 1992,RC Strasbourg,2-0,Lille OSC
Sat Aug 8 1992,Olympique Marseille,2-1,Toulouse FC
Sat Aug 8 1992,As Saint Etienne,1-2,Paris Saint Germain
Sat Aug 8 1992,FC Sochaux,2-1,Valenciennes FC
Sat Aug 8 1992,Girondins Bordeaux,0-0,Olympique Lyon
Sat Aug 8 1992,FC Nantes,0-0,FC Metz
Sat Aug 8 1992,As Monaco,4-0,Sporting Toulon Var
Fri Aug 14 1992,Le Havre Ac,0-1,Girondins Bordeaux
Sat Aug 15 1992,Aj Auxerre,4-1,As Monaco
Sat Aug 15 1992,Toulouse FC,1-3,Montpellier HSC
Sat Aug 15 1992,Paris Saint Germain,2-0,FC Sochaux
Sat Aug 15 1992,Valenciennes FC,1-2,RC Strasbourg
Sat Aug 15 1992,Olympique Lyon,0-2,FC Nantes
Sat Aug 15 1992,FC Metz,2-2,As Saint Etienne
Sat Aug 15 1992,Nimes Olympique,1-1,RC Lens
Sat Aug 15 1992,Lille OSC,1-0,SM Caen
Sat Aug 15 1992,Sporting Toulon Var,0-0,Olympique Marseille
Fri Aug 21 1992,FC Nantes,2-1,Aj Auxerre
Sat Aug 22 1992,Montpellier HSC,3-0,Lille OSC
Sat Aug 22 1992,RC Strasbourg,0-4,Paris Saint Germain
Sat Aug 22 1992,Olympique Marseille,3-2,FC Metz
Sat Aug 22 1992,As Monaco,3-1,Nimes Olympique
Sat Aug 22 1992,FC Sochaux,1-0,Olympique Lyon
Sat Aug 22 1992,RC Lens,0-0,Le Havre Ac
Sat Aug 22 1992,As Saint Etienne,3-2,Toulouse FC
Sat Aug 22 1992,SM Caen,3-0,Valenciennes FC
Sat Aug 22 1992,Girondins Bordeaux,1-1,Sporting Toulon Var
Sat Aug 29 1992,Paris Saint Germain,2-0,SM Caen
Sat Aug 29 1992,Aj Auxerre,1-0,Girondins Bordeaux
Sat Aug 29 1992,Nimes Olympique,1-1,FC Nantes
Sat Aug 29 1992,Olympique Lyon,2-2,Olympique Marseille
Sat Aug 29 1992,Le Havre Ac,0-0,As Monaco
Sat Aug 29 1992,Toulouse FC,1-1,RC Strasbourg
Sat Aug 29 1992,FC Metz,5-1,FC Sochaux
Sat Aug 29 1992,RC Lens,1-1,As Saint Etienne
Sat Aug 29 1992,Valenciennes FC,0-1,Lille OSC
Sat Aug 29 1992,Sporting Toulon Var,1-0,Montpellier HSC
Tue Sep 1 1992,Lille OSC,0-0,Paris Saint Germain
Wed Sep 2 1992,FC Nantes,5-2,Le Havre Ac
Wed Sep 2 1992,Olympique Marseille,2-0,Aj Auxerre
Wed Sep 2 1992,As Monaco,2-1,RC Lens
Wed Sep 2 1992,Montpellier HSC,1-3,Valenciennes FC
Wed Sep 2 1992,RC Strasbourg,1-1,FC Metz
Wed Sep 2 1992,FC Sochaux,1-0,Toulouse FC
Wed Sep 2 1992,SM Caen,3-2,Olympique Lyon
Wed Sep 2 1992,As Saint Etienne,2-0,Sporting Toulon Var
Fri Sep 4 1992,Girondins Bordeaux,1-1,Nimes Olympique
Fri Sep 11 1992,FC Metz,1-0,SM Caen
Sat Sep 12 1992,Paris Saint Germain,2-0,Valenciennes FC
Sat Sep 12 1992,Nimes Olympique,1-3,Olympique Marseille
Sat Sep 12 1992,Aj Auxerre,1-0,As Saint Etienne
Sat Sep 12 1992,As Monaco,0-0,Montpellier HSC
Sat Sep 12 1992,RC Lens,1-2,Girondins Bordeaux
Sat Sep 12 1992,Olympique Lyon,2-2,RC Strasbourg
Sat Sep 12 1992,Le Havre Ac,0-0,FC Sochaux
Sat Sep 12 1992,Toulouse FC,0-0,Lille OSC
Sat Sep 12 1992,Sporting Toulon Var,1-3,FC Nantes
Sat Sep 19 1992,Montpellier HSC,0-0,Paris Saint Germain
Sat Sep 19 1992,FC Nantes,3-2,RC Lens
Sat Sep 19 1992,Olympique Marseille,1-1,Le Havre Ac
Sat Sep 19 1992,FC Sochaux,0-3,Aj Auxerre
Sat Sep 19 1992,Girondins Bordeaux,1-0,As Monaco
Sat Sep 19 1992,Lille OSC,1-1,FC Metz
Sat Sep 19 1992,As Saint Etienne,1-0,Nimes Olympique
Sat Sep 19 1992,SM Caen,4-1,Toulouse FC
Sat Sep 19 1992,Valenciennes FC,0-0,Olympique Lyon
Sat Sep 19 1992,RC Strasbourg,1-1,Sporting Toulon Var
Thu Sep 24 1992,Aj Auxerre,2-0,Lille OSC
Thu Sep 24 1992,RC Lens,2-2,Olympique Marseille
Fri Sep 25 1992,Toulouse FC,2-2,Paris Saint Germain
Fri Sep 25 1992,As Monaco,3-1,FC Nantes
Fri Sep 25 1992,Le Havre Ac,0-1,As Saint Etienne
Fri Sep 25 1992,Girondins Bordeaux,1-1,RC Strasbourg
Fri Sep 25 1992,FC Metz,0-0,Valenciennes FC
Fri Sep 25 1992,Olympique Lyon,2-1,Montpellier HSC
Fri Sep 25 1992,Nimes Olympique,1-1,FC Sochaux
Fri Sep 25 1992,Sporting Toulon Var,1-1,SM Caen
Sat Oct 3 1992,FC Nantes,1-0,Girondins Bordeaux
Sat Oct 3 1992,Olympique Marseille,1-0,As Monaco
Sat Oct 3 1992,Montpellier HSC,1-0,Aj Auxerre
Sat Oct 3 1992,As Saint Etienne,0-0,Olympique Lyon
Sat Oct 3 1992,RC Strasbourg,1-1,Nimes Olympique
Sat Oct 3 1992,Lille OSC,0-0,RC Lens
Sat Oct 3 1992,Valenciennes FC,1-1,Toulouse FC
Sat Oct 3 1992,FC Sochaux,2-1,Sporting Toulon Var
Sun Oct 4 1992,Paris Saint Germain,5-1,FC Metz
Sun Oct 4 1992,SM Caen,3-3,Le Havre Ac
Tue Oct 6 1992,Nimes Olympique,0-0,Montpellier HSC
Wed Oct 7 1992,Olympique Lyon,1-1,Paris Saint Germain
Wed Oct 7 1992,FC Nantes,4-0,Lille OSC
Wed Oct 7 1992,Aj Auxerre,3-2,SM Caen
Wed Oct 7 1992,Girondins Bordeaux,1-0,Olympique Marseille
Wed Oct 7 1992,As Monaco,1-0,As Saint Etienne
Wed Oct 7 1992,RC Lens,0-0,FC Sochaux
Wed Oct 7 1992,FC Metz,1-1,Toulouse FC
Wed Oct 7 1992,Le Havre Ac,3-0,RC Strasbourg
Wed Oct 7 1992,Sporting Toulon Var,1-2,Valenciennes FC
Sat Oct 17 1992,Olympique Marseille,0-1,FC Nantes
Sat Oct 17 1992,Paris Saint Germain,1-1,RC Lens
Sat Oct 17 1992,RC Strasbourg,1-1,Aj Auxerre
Sat Oct 17 1992,FC Sochaux,1-2,As Monaco
Sat Oct 17 1992,Montpellier HSC,1-0,FC Metz
Sat Oct 17 1992,As Saint Etienne,2-1,Girondins Bordeaux
Sat Oct 17 1992,SM Caen,2-2,Nimes Olympique
Sat Oct 17 1992,Valenciennes FC,4-1,Le Havre Ac
Sat Oct 17 1992,Toulouse FC,0-0,Olympique Lyon
Sat Oct 17 1992,Lille OSC,1-0,Sporting Toulon Var
Sat Oct 24 1992,FC Nantes,6-0,Montpellier HSC
Sat Oct 24 1992,Aj Auxerre,0-0,Toulouse FC
Sat Oct 24 1992,As Monaco,2-1,RC Strasbourg
Sat Oct 24 1992,Olympique Marseille,1-0,As Saint Etienne
Sat Oct 24 1992,Girondins Bordeaux,3-0,FC Sochaux
Sat Oct 24 1992,RC Lens,0-3,SM Caen
Sat Oct 24 1992,Olympique Lyon,1-1,FC Metz
Sat Oct 24 1992,Le Havre Ac,1-0,Lille OSC
Sat Oct 24 1992,Nimes Olympique,2-1,Valenciennes FC
Sat Oct 24 1992,Sporting Toulon Var,0-2,Paris Saint Germain
Thu Oct 29 1992,As Saint Etienne,1-0,FC Nantes
Fri Oct 30 1992,Paris Saint Germain,2-3,Nimes Olympique
Fri Oct 30 1992,Valenciennes FC,3-3,Aj Auxerre
Fri Oct 30 1992,FC Sochaux,2-2,Olympique Marseille
Fri Oct 30 1992,SM Caen,1-0,As Monaco
Fri Oct 30 1992,Montpellier HSC,2-0,Girondins Bordeaux
Fri Oct 30 1992,RC Strasbourg,4-1,RC Lens
Fri Oct 30 1992,Toulouse FC,1-0,Le Havre Ac
Fri Oct 30 1992,Lille OSC,1-1,Olympique Lyon
Fri Oct 30 1992,FC Metz,0-0,Sporting Toulon Var
Sat Nov 7 1992,FC Nantes,1-1,FC Sochaux
Sat Nov 7 1992,Le Havre Ac,1-1,Paris Saint Germain
Sat Nov 7 1992,Aj Auxerre,4-0,FC Metz
Sat Nov 7 1992,As Monaco,3-0,Lille OSC
Sat Nov 7 1992,Olympique Marseille,1-1,Montpellier HSC
Sat Nov 7 1992,Girondins Bordeaux,2-0,SM Caen
