Date,Team 1,FT,Team 2
Fri Aug 7 1992,Huracan,3-3,Independiente
Sun Aug 9 1992,River Plate,0-1,Rosario Central
Sun Aug 9 1992,Racing Club,1-1,CA Lanus
Sun Aug 9 1992,Platense,2-0,Talleres Cordoba
Sun Aug 9 1992,Gye La Plata,1-1,San Lorenzo
Sun Aug 9 1992,Ferro Carril Oeste,0-0,Estudiantes
Sun Aug 9 1992,Deportivo Mandiyu,0-0,Boca Juniors
Fri Aug 14 1992,Boca Juniors,2-0,Belgrano Cordoba
Sun Aug 16 1992,Talleres Cordoba,1-0,Deportivo Mandiyu
Sun Aug 16 1992,San Lorenzo,1-1,Racing Club
Sun Aug 16 1992,CA Lanus,1-1,Platense
Sun Aug 16 1992,Independiente,2-0,Ferro Carril Oeste
Sun Aug 16 1992,Estudiantes,0-1,River Plate
Sun Aug 16 1992,Deportivo Espanol,0-1,Huracan
Sun Aug 16 1992,Argentinos Juniors,2-1,Gye La Plata
Fri Aug 21 1992,Platense,0-1,San Lorenzo
Sun Aug 23 1992,Velez Sarsfield,1-0,Belgrano Cordoba
Sun Aug 23 1992,Talleres Cordoba,0-0,Boca Juniors
Sun Aug 23 1992,River Plate,3-0,Independiente
Sun Aug 23 1992,Racing Club,1-0,Argentinos Juniors
Sun Aug 23 1992,Newells Old Boys,0-3,Estudiantes
Sun Aug 23 1992,Huracan,2-0,San Martin Tucuman
Sun Aug 23 1992,Gye La Plata,2-1,Rosario Central
Sun Aug 23 1992,Ferro Carril Oeste,1-1,Deportivo Espanol
Sun Aug 23 1992,Deportivo Mandiyu,1-5,CA Lanus
Fri Aug 28 1992,Independiente,1-0,Newells Old Boys
Mon Aug 31 1992,CA Lanus,1-1,Talleres Cordoba
Tue Sep 1 1992,San Lorenzo,2-3,Deportivo Mandiyu
Tue Sep 1 1992,Deportivo Espanol,0-2,River Plate
Wed Sep 2 1992,San Martin Tucuman,0-0,Ferro Carril Oeste
