Date,Team 1,FT,Team 2
Fri Jul 24 1992,LASK Linz,2-2,Vorwaerts Steyr
Fri Jul 24 1992,Rapid Wien,1-2,Wiener Sportklub
Sat Jul 25 1992,RB Salzburg,4-0,FC Blau Weiss Linz
Sat Jul 25 1992,Vfb Moedling,4-1,FC Admira Wacker
Sat Jul 25 1992,Vse St Poelten,1-3,Austria Wien
Sat Jul 25 1992,FC Wacker Innsbruck,4-0,Sturm Graz
Tue Jul 28 1992,Vorwaerts Steyr,1-1,RB Salzburg
Tue Jul 28 1992,Austria Wien,5-0,Vfb Moedling
Tue Jul 28 1992,Wiener Sportklub,3-1,LASK Linz
Wed Jul 29 1992,Sturm Graz,3-1,Vse St Poelten
Wed Jul 29 1992,FC Admira Wacker,4-3,Rapid Wien
Wed Jul 29 1992,FC Blau Weiss Linz,2-1,FC Wacker Innsbruck
Fri Jul 31 1992,Vorwaerts Steyr,1-0,Wiener Sportklub
Fri Jul 31 1992,Vfb Moedling,1-1,Sturm Graz
Sat Aug 1 1992,LASK Linz,2-2,FC Admira Wacker
Sat Aug 1 1992,Rapid Wien,0-0,Austria Wien
Sat Aug 1 1992,RB Salzburg,1-1,FC Wacker Innsbruck
Sat Aug 1 1992,Vse St Poelten,3-0,FC Blau Weiss Linz
Tue Aug 4 1992,FC Admira Wacker,3-1,Vorwaerts Steyr
Tue Aug 4 1992,Wiener Sportklub,1-5,RB Salzburg
Wed Aug 5 1992,Sturm Graz,2-0,Rapid Wien
Wed Aug 5 1992,Austria Wien,5-1,LASK Linz
Wed Aug 5 1992,FC Blau Weiss Linz,1-3,Vfb Moedling
Wed Aug 5 1992,FC Wacker Innsbruck,1-1,Vse St Poelten
Fri Aug 7 1992,RB Salzburg,2-2,Vse St Poelten
Fri Aug 7 1992,Wiener Sportklub,0-3,FC Admira Wacker
Sat Aug 8 1992,Vorwaerts Steyr,0-1,Austria Wien
Sat Aug 8 1992,LASK Linz,0-2,Sturm Graz
Sat Aug 8 1992,Rapid Wien,2-1,FC Blau Weiss Linz
Sat Aug 8 1992,Vfb Moedling,0-5,FC Wacker Innsbruck
