Date,Team 1,FT,Team 2
Fri Aug 14 1992,Fortuna Sittard,1-1,MVV
Sat Aug 15 1992,Go Ahead Eagles,1-1,SC Cambuur
Sat Aug 15 1992,PSV Eindhoven,2-0,Roda JC Kerkrade
Sun Aug 16 1992,FC Dordrecht,0-3,AFC Ajax
Sun Aug 16 1992,FC Groningen,1-1,Willem II
Sun Aug 16 1992,FC Twente,0-5,Feyenoord
Sun Aug 16 1992,FC Utrecht,1-1,FC Den Bosch
Sun Aug 16 1992,FC Volendam,1-1,Vitesse
Sun Aug 16 1992,Sparta Rotterdam,0-0,RKC Waalwijk
Sat Aug 22 1992,SC Cambuur,0-0,Sparta Rotterdam
Sat Aug 22 1992,FC Den Bosch,2-0,FC Dordrecht
Sat Aug 22 1992,MVV,0-3,FC Utrecht
Sat Aug 22 1992,Willem II,0-1,FC Twente
Sun Aug 23 1992,AFC Ajax,3-1,Go Ahead Eagles
Sun Aug 23 1992,Feyenoord,4-1,Fortuna Sittard
Sun Aug 23 1992,Roda JC Kerkrade,1-0,FC Volendam
Sun Aug 23 1992,Vitesse,0-0,FC Groningen
Fri Aug 28 1992,Roda JC Kerkrade,0-2,Vitesse
Sat Aug 29 1992,FC Dordrecht,2-2,MVV
Sat Aug 29 1992,Fortuna Sittard,0-1,Willem II
Sat Aug 29 1992,Go Ahead Eagles,2-0,FC Den Bosch
Sun Aug 30 1992,FC Twente,5-0,FC Groningen
Sun Aug 30 1992,FC Utrecht,0-0,Feyenoord
Sun Aug 30 1992,FC Volendam,0-2,RKC Waalwijk
Sun Aug 30 1992,Sparta Rotterdam,0-0,AFC Ajax
Wed Sep 2 1992,PSV Eindhoven,3-0,SC Cambuur
Wed Sep 2 1992,FC Den Bosch,1-1,Sparta Rotterdam
Sat Sep 5 1992,SC Cambuur,0-0,FC Volendam
Sat Sep 5 1992,MVV,3-0,Go Ahead Eagles
Sat Sep 5 1992,Willem II,1-2,FC Utrecht
Sun Sep 6 1992,AFC Ajax,1-2,PSV Eindhoven
Sun Sep 6 1992,FC Groningen,2-1,Fortuna Sittard
Sun Sep 6 1992,Feyenoord,3-0,FC Dordrecht
Sun Sep 6 1992,RKC Waalwijk,1-4,Roda JC Kerkrade
Sun Sep 6 1992,Vitesse,0-1,FC Twente
Fri Sep 11 1992,Fortuna Sittard,0-2,FC Twente
Sat Sep 12 1992,FC Dordrecht,0-2,Willem II
Sat Sep 12 1992,PSV Eindhoven,7-0,FC Den Bosch
Sun Sep 13 1992,FC Utrecht,1-0,FC Groningen
Sun Sep 13 1992,Go Ahead Eagles,1-1,Feyenoord
Sun Sep 13 1992,RKC Waalwijk,0-0,Vitesse
Sun Sep 13 1992,Sparta Rotterdam,0-0,MVV
Sat Sep 26 1992,SC Cambuur,0-2,RKC Waalwijk
Sat Sep 26 1992,FC Den Bosch,0-5,FC Volendam
Sat Sep 26 1992,MVV,1-5,PSV Eindhoven
Sat Sep 26 1992,Vitesse,5-0,Fortuna Sittard
Sat Sep 26 1992,Willem II,2-1,Go Ahead Eagles
Sun Sep 27 1992,AFC Ajax,4-2,Roda JC Kerkrade
Sun Sep 27 1992,FC Groningen,3-0,FC Dordrecht
Sun Sep 27 1992,FC Twente,5-1,FC Utrecht
Sun Sep 27 1992,Feyenoord,2-2,Sparta Rotterdam
Fri Oct 2 1992,Roda JC Kerkrade,4-1,FC Den Bosch
Sat Oct 3 1992,SC Cambuur,1-3,Vitesse
Sat Oct 3 1992,FC Dordrecht,0-0,FC Twente
Sun Oct 4 1992,FC Utrecht,4-0,Fortuna Sittard
Sun Oct 4 1992,FC Volendam,1-2,MVV
Sun Oct 4 1992,Go Ahead Eagles,0-0,FC Groningen
Sun Oct 4 1992,PSV Eindhoven,1-1,Feyenoord
Sun Oct 4 1992,RKC Waalwijk,0-5,AFC Ajax
Sun Oct 4 1992,Sparta Rotterdam,1-0,Willem II
Wed Oct 7 1992,RKC Waalwijk,0-3,PSV Eindhoven
Sun Oct 11 1992,Roda JC Kerkrade,3-2,SC Cambuur
Sat Oct 17 1992,FC Den Bosch,1-3,RKC Waalwijk
Sat Oct 17 1992,Fortuna Sittard,0-2,FC Dordrecht
Sat Oct 17 1992,MVV,2-1,Roda JC Kerkrade
Sun Oct 18 1992,AFC Ajax,3-1,SC Cambuur
Sun Oct 18 1992,FC Groningen,1-2,Sparta Rotterdam
Sun Oct 18 1992,FC Twente,4-0,Go Ahead Eagles
Sun Oct 18 1992,Feyenoord,2-0,FC Volendam
Sun Oct 18 1992,Vitesse,1-1,FC Utrecht
Sun Oct 18 1992,Willem II,1-1,PSV Eindhoven
Sat Oct 24 1992,SC Cambuur,2-1,FC Den Bosch
Sat Oct 24 1992,Go Ahead Eagles,4-2,Fortuna Sittard
Sat Oct 24 1992,PSV Eindhoven,3-0,FC Groningen
Sun Oct 25 1992,RKC Waalwijk,0-3,MVV
Sat Oct 31 1992,Fortuna Sittard,1-0,Sparta Rotterdam
Sat Oct 31 1992,MVV,1-3,SC Cambuur
Sat Oct 31 1992,Vitesse,3-0,FC Dordrecht
Sat Oct 31 1992,Willem II,1-0,Roda JC Kerkrade
Sun Nov 1 1992,FC Den Bosch,2-2,AFC Ajax
Sun Nov 1 1992,FC Groningen,2-1,FC Volendam
Sun Nov 1 1992,FC Twente,1-2,PSV Eindhoven
Sun Nov 1 1992,FC Utrecht,0-2,Go Ahead Eagles
Sun Nov 1 1992,Feyenoord,4-1,RKC Waalwijk
Fri Nov 6 1992,Roda JC Kerkrade,4-2,FC Groningen
Sat Nov 7 1992,FC Den Bosch,0-0,Vitesse
Sat Nov 7 1992,Go Ahead Eagles,2-1,FC Dordrecht
Sat Nov 7 1992,PSV Eindhoven,5-0,Fortuna Sittard
Sun Nov 8 1992,AFC Ajax,2-2,MVV
Sun Nov 8 1992,SC Cambuur,0-1,Feyenoord
Sun Nov 8 1992,FC Volendam,1-1,FC Twente
Sun Nov 8 1992,RKC Waalwijk,0-0,Willem II
Sun Nov 8 1992,Sparta Rotterdam,1-3,FC Utrecht
Sat Nov 14 1992,FC Dordrecht,0-0,Sparta Rotterdam
Sat Nov 14 1992,Fortuna Sittard,0-0,FC Volendam
Sat Nov 14 1992,MVV,2-1,FC Den Bosch
Sat Nov 14 1992,Willem II,4-0,SC Cambuur
Sun Nov 15 1992,FC Groningen,2-2,RKC Waalwijk
Sun Nov 15 1992,FC Twente,4-0,Roda JC Kerkrade
Sun Nov 15 1992,FC Utrecht,2-0,PSV Eindhoven
Sun Nov 15 1992,Feyenoord,0-3,AFC Ajax
Sun Nov 15 1992,Vitesse,2-2,Go Ahead Eagles
Fri Nov 20 1992,MVV,1-0,Vitesse
Sat Nov 21 1992,AFC Ajax,0-0,Willem II
Sat Nov 21 1992,PSV Eindhoven,4-1,FC Dordrecht
Sun Nov 22 1992,SC Cambuur,0-0,FC Groningen
Sun Nov 22 1992,FC Den Bosch,1-5,Feyenoord
Sun Nov 22 1992,FC Volendam,2-2,FC Utrecht
Sun Nov 22 1992,RKC Waalwijk,2-1,FC Twente
Sun Nov 22 1992,Roda JC Kerkrade,4-1,Fortuna Sittard
Sun Nov 22 1992,Sparta Rotterdam,6-4,Go Ahead Eagles
Sat Nov 28 1992,FC Dordrecht,0-4,FC Volendam
Sat Nov 28 1992,Fortuna Sittard,4-1,RKC Waalwijk
Sat Nov 28 1992,Go Ahead Eagles,0-3,PSV Eindhoven
Sat Nov 28 1992,Willem II,1-1,FC Den Bosch
Sun Nov 29 1992,FC Groningen,0-3,AFC Ajax
Sun Nov 29 1992,FC Twente,1-1,SC Cambuur
Sun Nov 29 1992,FC Utrecht,2-1,Roda JC Kerkrade
Sun Nov 29 1992,Feyenoord,3-4,MVV
Sun Nov 29 1992,Vitesse,3-2,Sparta Rotterdam
Fri Dec 4 1992,AFC Ajax,0-1,FC Twente
Sun Dec 6 1992,FC Den Bosch,0-2,FC Groningen
Sun Dec 6 1992,FC Volendam,1-0,Go Ahead Eagles
Sun Dec 6 1992,Feyenoord,2-2,Vitesse
Sun Dec 6 1992,MVV,2-0,Willem II
Sun Dec 6 1992,Roda JC Kerkrade,1-3,FC Dordrecht
Sat Dec 12 1992,SC Cambuur,1-3,Fortuna Sittard
Sun Dec 13 1992,FC Dordrecht,0-2,FC Utrecht
Sun Dec 13 1992,FC Volendam,5-1,Willem II
Sat Dec 19 1992,Go Ahead Eagles,2-0,Roda JC Kerkrade
Sat Dec 19 1992,PSV Eindhoven,1-0,Vitesse
Sun Dec 20 1992,FC Groningen,2-1,MVV
Sun Dec 20 1992,FC Utrecht,1-1,SC Cambuur
Sun Dec 20 1992,Sparta Rotterdam,0-2,FC Volendam
Sun Dec 20 1992,Willem II,0-2,Feyenoord
Sun Jan 10 1993,RKC Waalwijk,2-4,FC Utrecht
Tue Jan 12 1993,Roda JC Kerkrade,1-2,Feyenoord
Wed Jan 13 1993,FC Dordrecht,0-1,RKC Waalwijk
Sat Jan 16 1993,SC Cambuur,5-0,FC Dordrecht
