Date,Team 1,Team 2,FT,HT
2012-07-27,Ajaccio GFCO,Caen,0-0,0-0
2012-07-27,Angers,Sedan,1-0,0-0
2012-07-27,Auxerre,Nimes,2-0,1-0
2012-07-27,Chateauroux,Laval,1-1,0-0
2012-07-27,Dijon,Guingamp,1-0,0-0
2012-07-27,Le Havre,Arles,1-2,1-0
2012-07-27,Nantes,Istres,1-1,1-0
2012-07-27,Niort,Clermont,1-1,0-0
2012-07-28,Lens,Le Mans,2-2,2-1
2012-07-30,Monaco,Tours,4-0,4-0
2012-08-03,Arles,Lens,0-0,0-0
2012-08-03,Clermont,Angers,1-2,0-2
2012-08-03,Guingamp,Le Havre,3-3,2-1
2012-08-03,Istres,Ajaccio GFCO,2-0,1-0
2012-08-03,Laval,Monaco,0-0,0-0
2012-08-03,Le Mans,Dijon,1-2,0-1
2012-08-03,Sedan,Chateauroux,1-1,1-0
2012-08-03,Tours,Niort,2-2,1-0
2012-08-04,Caen,Auxerre,3-1,2-1
2012-08-04,Nimes,Nantes,0-0,0-0
2012-08-10,Ajaccio GFCO,Arles,1-1,0-0
2012-08-10,Angers,Guingamp,1-2,1-2
2012-08-10,Chateauroux,Le Mans,1-0,0-0
2012-08-10,Clermont,Nimes,2-1,1-1
2012-08-10,Dijon,Tours,1-0,0-0
2012-08-10,Monaco,Istres,3-2,2-2
2012-08-10,Nantes,Laval,3-1,1-0
2012-08-10,Niort,Caen,1-0,1-0
2012-08-11,Auxerre,Sedan,1-0,0-0
2012-08-13,Lens,Le Havre,1-0,0-0
2012-08-17,Arles,Angers,2-0,0-0
2012-08-17,Caen,Clermont,4-0,2-0
2012-08-17,Istres,Chateauroux,0-0,0-0
2012-08-17,Laval,Niort,1-0,0-0
2012-08-17,Le Havre,Ajaccio GFCO,2-1,1-0
2012-08-17,Lens,Dijon,1-1,1-0
2012-08-17,Sedan,Nimes,2-3,2-2
2012-08-17,Tours,Nantes,0-2,0-0
2012-08-18,Guingamp,Monaco,1-2,1-0
2012-08-20,Le Mans,Auxerre,3-1,1-1
2012-08-24,Ajaccio GFCO,Lens,1-1,1-1
2012-08-24,Angers,Istres,0-1,0-0
2012-08-24,Auxerre,Laval,2-1,2-1
2012-08-24,Chateauroux,Tours,3-0,1-0
2012-08-24,Clermont,Sedan,0-2,0-0
2012-08-24,Monaco,Arles,3-0,1-0
2012-08-24,Nimes,Caen,0-2,0-1
2012-08-24,Niort,Guingamp,0-0,0-0
2012-08-25,Dijon,Le Havre,2-2,2-0
2012-08-27,Nantes,Le Mans,2-0,1-0
2012-08-31,Arles,Nantes,2-1,1-0
2012-08-31,Dijon,Ajaccio GFCO,2-1,0-1
2012-08-31,Guingamp,Chateauroux,2-1,2-0
2012-08-31,Istres,Niort,1-0,0-0
2012-08-31,Laval,Nimes,0-1,0-0
2012-08-31,Le Havre,Monaco,2-1,1-0
2012-08-31,Le Mans,Clermont,3-1,2-0
2012-08-31,Sedan,Caen,2-2,1-1
2012-08-31,Tours,Auxerre,1-0,0-0
2012-09-03,Lens,Angers,1-3,0-1
2012-09-14,Auxerre,Istres,0-0,0-0
2012-09-14,Caen,Le Mans,0-2,0-1
2012-09-14,Chateauroux,Lens,1-1,0-1
2012-09-14,Clermont,Tours,1-1,0-1
2012-09-14,Monaco,Dijon,1-1,0-0
2012-09-14,Niort,Arles,0-0,0-0
2012-09-14,Sedan,Laval,1-3,1-0
2012-09-17,Angers,Le Havre,3-1,2-0
2012-09-17,Nantes,Guingamp,1-1,1-0
2012-09-17,Nimes,Ajaccio GFCO,0-1,0-1
2012-09-21,Ajaccio GFCO,Angers,0-1,0-1
2012-09-21,Arles,Chateauroux,1-1,1-1
2012-09-21,Istres,Nimes,2-0,0-0
2012-09-21,Laval,Caen,1-2,1-2
2012-09-21,Le Havre,Nantes,1-1,0-0
2012-09-21,Le Mans,Niort,2-2,0-1
2012-09-21,Lens,Monaco,0-4,0-0
2012-09-21,Tours,Sedan,1-1,1-0
2012-09-22,Guingamp,Auxerre,4-3,1-2
2012-09-24,Dijon,Clermont,1-1,1-1
2012-09-28,Angers,Le Mans,4-0,2-0
2012-09-28,Chateauroux,Le Havre,1-1,1-0
