Date,Team 1,FT,Team 2
Fri Aug 10 2012,Montpellier HSC,1-1,Toulouse FC
Sat Aug 11 2012,As Nancy,1-0,Stade Brest
Sat Aug 11 2012,As Saint Etienne,1-2,Lille OSC
Sat Aug 11 2012,Estac Troyes,0-1,Valenciennes FC
Sat Aug 11 2012,Evian Thonon Gaillard,2-3,Girondins Bordeaux
Sat Aug 11 2012,FC Sochaux,2-3,SC Bastia
Sat Aug 11 2012,OGC Nice,0-1,AC Ajaccio
Sat Aug 11 2012,Paris Saint Germain,2-2,FC Lorient
Sat Aug 11 2012,Stade Rennes,0-1,Olympique Lyon
Sun Aug 12 2012,Stade Reims,0-1,Olympique Marseille
Fri Aug 17 2012,Lille OSC,1-1,As Nancy
Sat Aug 18 2012,Olympique Lyon,4-1,Estac Troyes
Sat Aug 18 2012,FC Lorient,2-1,Montpellier HSC
Sat Aug 18 2012,SC Bastia,2-1,Stade Reims
Sat Aug 18 2012,Stade Brest,1-0,Evian Thonon Gaillard
Sat Aug 18 2012,Toulouse FC,2-1,As Saint Etienne
Sat Aug 18 2012,Valenciennes FC,0-0,OGC Nice
Sun Aug 19 2012,Girondins Bordeaux,1-0,Stade Rennes
Sun Aug 19 2012,Olympique Marseille,2-0,FC Sochaux
Sun Aug 19 2012,AC Ajaccio,0-0,Paris Saint Germain
Fri Aug 24 2012,Evian Thonon Gaillard,1-1,Olympique Lyon
Sat Aug 25 2012,OGC Nice,2-2,Lille OSC
Sat Aug 25 2012,As Nancy,0-1,Toulouse FC
Sat Aug 25 2012,Estac Troyes,2-2,FC Lorient
Sat Aug 25 2012,Stade Reims,1-0,FC Sochaux
Sat Aug 25 2012,Stade Rennes,3-2,SC Bastia
Sat Aug 25 2012,Valenciennes FC,3-0,AC Ajaccio
Sun Aug 26 2012,As Saint Etienne,4-0,Stade Brest
Sun Aug 26 2012,Montpellier HSC,0-1,Olympique Marseille
Sun Aug 26 2012,Paris Saint Germain,0-0,Girondins Bordeaux
Sat Sep 1 2012,Olympique Lyon,3-2,Valenciennes FC
Sat Sep 1 2012,AC Ajaccio,2-0,Evian Thonon Gaillard
Sat Sep 1 2012,FC Lorient,3-0,As Nancy
Sat Sep 1 2012,FC Sochaux,1-3,Montpellier HSC
Sat Sep 1 2012,SC Bastia,0-3,As Saint Etienne
Sat Sep 1 2012,Stade Brest,2-1,Estac Troyes
Sat Sep 1 2012,Toulouse FC,1-1,Stade Reims
Sun Sep 2 2012,Girondins Bordeaux,1-1,OGC Nice
Sun Sep 2 2012,Olympique Marseille,3-1,Stade Rennes
Sun Sep 2 2012,Lille OSC,1-2,Paris Saint Germain
Fri Sep 14 2012,Paris Saint Germain,2-0,Toulouse FC
Fri Sep 14 2012,Stade Reims,3-1,Montpellier HSC
Sat Sep 15 2012,Estac Troyes,1-1,Lille OSC
Sat Sep 15 2012,As Saint Etienne,0-1,FC Sochaux
Sat Sep 15 2012,Evian Thonon Gaillard,3-0,SC Bastia
Sat Sep 15 2012,OGC Nice,4-2,Stade Brest
Sat Sep 15 2012,Valenciennes FC,0-0,Girondins Bordeaux
