Date,Team 1,FT,Team 2
Sat Aug 18 2012,Arsenal FC,0-0,Sunderland Afc
Sat Aug 18 2012,Fulham FC,5-0,Norwich City
Sat Aug 18 2012,Queens Park Rangers,0-5,Swansea City
Sat Aug 18 2012,Reading FC,1-1,Stoke City
Sat Aug 18 2012,West Bromwich Albion,3-0,Liverpool FC
Sat Aug 18 2012,West Ham United,1-0,Aston Villa
Sat Aug 18 2012,Newcastle United,2-1,Tottenham Hotspur
Sun Aug 19 2012,Wigan Athletic,0-2,Chelsea FC
Sun Aug 19 2012,Manchester City,3-2,Southampton FC
Mon Aug 20 2012,Everton FC,1-0,Manchester United
Wed Aug 22 2012,Chelsea FC,4-2,Reading FC
Sat Aug 25 2012,Swansea City,3-0,West Ham United
Sat Aug 25 2012,Aston Villa,1-3,Everton FC
Sat Aug 25 2012,Manchester United,3-2,Fulham FC
Sat Aug 25 2012,Norwich City,1-1,Queens Park Rangers
Sat Aug 25 2012,Southampton FC,0-2,Wigan Athletic
Sat Aug 25 2012,Tottenham Hotspur,1-1,West Bromwich Albion
Sat Aug 25 2012,Chelsea FC,2-0,Newcastle United
Sun Aug 26 2012,Stoke City,0-0,Arsenal FC
Sun Aug 26 2012,Liverpool FC,2-2,Manchester City
Sat Sep 1 2012,West Ham United,3-0,Fulham FC
Sat Sep 1 2012,Swansea City,2-2,Sunderland Afc
Sat Sep 1 2012,Tottenham Hotspur,1-1,Norwich City
Sat Sep 1 2012,West Bromwich Albion,2-0,Everton FC
Sat Sep 1 2012,Wigan Athletic,2-2,Stoke City
Sat Sep 1 2012,Manchester City,3-1,Queens Park Rangers
Sun Sep 2 2012,Liverpool FC,0-2,Arsenal FC
Sun Sep 2 2012,Newcastle United,1-1,Aston Villa
Sun Sep 2 2012,Southampton FC,2-3,Manchester United
Sat Sep 15 2012,Norwich City,0-0,West Ham United
Sat Sep 15 2012,Arsenal FC,6-1,Southampton FC
Sat Sep 15 2012,Aston Villa,2-0,Swansea City
