Date,Team 1,FT,Team 2
Sun Sep 8 1996,AC Milan,4-1,Hellas Verona
Sun Sep 8 1996,As Roma,3-1,Piacenza Calcio
Sun Sep 8 1996,Parma FC,3-0,Ssc Napoli
Sun Sep 8 1996,Udinese Calcio,0-1,Inter
Sun Sep 8 1996,Bologna FC,1-0,Lazio Roma
Sun Sep 8 1996,Cagliari Calcio,2-0,Atalanta
Sun Sep 8 1996,Acf Fiorentina,2-4,Vicenza Calcio
Sun Sep 8 1996,Ac Perugia Calcio,1-0,Sampdoria
Sun Sep 8 1996,AC Reggiana,1-1,Juventus
Sun Sep 15 1996,Juventus,2-1,Cagliari Calcio
Sun Sep 15 1996,Inter,1-0,Ac Perugia Calcio
Sun Sep 15 1996,Lazio Roma,0-1,Udinese Calcio
Sun Sep 15 1996,Sampdoria,2-1,AC Milan
Sun Sep 15 1996,Atalanta,2-2,Acf Fiorentina
Sun Sep 15 1996,Piacenza Calcio,0-0,Parma FC
Sun Sep 15 1996,Vicenza Calcio,0-2,As Roma
Sun Sep 15 1996,Ssc Napoli,1-0,AC Reggiana
Sun Sep 15 1996,Hellas Verona,0-2,Bologna FC
Sun Sep 22 1996,As Roma,1-4,Sampdoria
Sun Sep 22 1996,Parma FC,3-2,AC Reggiana
Sun Sep 22 1996,Inter,1-1,Lazio Roma
Sun Sep 22 1996,Bologna FC,1-2,AC Milan
Sun Sep 22 1996,Cagliari Calcio,1-2,Udinese Calcio
Sun Sep 22 1996,Acf Fiorentina,2-0,Hellas Verona
Sun Sep 22 1996,Ac Perugia Calcio,1-2,Juventus
Sun Sep 22 1996,Vicenza Calcio,4-1,Atalanta
Sun Sep 22 1996,Ssc Napoli,1-1,Piacenza Calcio
Sun Sep 29 1996,AC Milan,3-0,Ac Perugia Calcio
Sun Sep 29 1996,Juventus,1-0,Acf Fiorentina
Sun Sep 29 1996,Lazio Roma,2-1,Parma FC
Sun Sep 29 1996,Udinese Calcio,2-2,Bologna FC
Sun Sep 29 1996,Sampdoria,0-1,Ssc Napoli
Sun Sep 29 1996,Atalanta,1-1,Inter
Sun Sep 29 1996,Piacenza Calcio,1-0,Vicenza Calcio
Sun Sep 29 1996,Hellas Verona,2-2,Cagliari Calcio
Sun Sep 29 1996,AC Reggiana,1-1,As Roma
Sun Oct 13 1996,As Roma,3-0,AC Milan
Sun Oct 13 1996,Inter,2-0,Piacenza Calcio
Sun Oct 13 1996,Bologna FC,2-1,Sampdoria
Sun Oct 13 1996,Cagliari Calcio,0-1,Parma FC
Sun Oct 13 1996,Acf Fiorentina,0-0,Lazio Roma
Sun Oct 13 1996,Ac Perugia Calcio,3-1,Atalanta
Sun Oct 13 1996,Vicenza Calcio,2-1,Juventus
Sun Oct 13 1996,Ssc Napoli,1-1,Udinese Calcio
Sun Oct 13 1996,AC Reggiana,2-2,Hellas Verona
Sun Oct 20 1996,AC Milan,3-1,Ssc Napoli
Sun Oct 20 1996,Juventus,2-0,Inter
Sun Oct 20 1996,Parma FC,1-2,Ac Perugia Calcio
Sun Oct 20 1996,Lazio Roma,2-1,Cagliari Calcio
Sun Oct 20 1996,Udinese Calcio,1-1,Vicenza Calcio
Sun Oct 20 1996,Sampdoria,2-0,Atalanta
Sun Oct 20 1996,Bologna FC,0-2,Acf Fiorentina
Sun Oct 20 1996,Piacenza Calcio,3-0,AC Reggiana
Sun Oct 20 1996,Hellas Verona,2-1,As Roma
Sun Oct 27 1996,As Roma,1-1,Juventus
Sun Oct 27 1996,Inter,3-1,Parma FC
Sun Oct 27 1996,Atalanta,2-1,Lazio Roma
Sun Oct 27 1996,Acf Fiorentina,1-0,AC Milan
Sun Oct 27 1996,Ac Perugia Calcio,2-1,Udinese Calcio
Sun Oct 27 1996,Piacenza Calcio,2-0,Hellas Verona
Sun Oct 27 1996,Vicenza Calcio,2-0,Cagliari Calcio
Sun Oct 27 1996,Ssc Napoli,3-2,Bologna FC
Sun Oct 27 1996,AC Reggiana,1-1,Sampdoria
Sun Nov 3 1996,AC Milan,1-1,Atalanta
Sun Nov 3 1996,Juventus,1-1,Ssc Napoli
Sun Nov 3 1996,Parma FC,0-0,Acf Fiorentina
Sun Nov 3 1996,Lazio Roma,0-2,Vicenza Calcio
Sun Nov 3 1996,Udinese Calcio,2-1,AC Reggiana
Sun Nov 3 1996,Sampdoria,3-0,Piacenza Calcio
Sun Nov 3 1996,Bologna FC,3-2,As Roma
Sun Nov 3 1996,Cagliari Calcio,2-1,Ac Perugia Calcio
Sun Nov 3 1996,Hellas Verona,0-1,Inter
Sun Nov 17 1996,As Roma,3-1,Cagliari Calcio
Sun Nov 17 1996,Juventus,0-0,AC Milan
Sun Nov 17 1996,Inter,2-2,Acf Fiorentina
Sun Nov 17 1996,Sampdoria,1-1,Parma FC
Sun Nov 17 1996,Atalanta,1-0,Udinese Calcio
Sun Nov 17 1996,Piacenza Calcio,1-3,Lazio Roma
Sun Nov 17 1996,Ssc Napoli,4-2,Ac Perugia Calcio
Sun Nov 17 1996,Hellas Verona,2-2,Vicenza Calcio
Sun Nov 17 1996,AC Reggiana,1-3,Bologna FC
Sun Nov 24 1996,AC Milan,1-1,Inter
Sun Nov 24 1996,Parma FC,0-0,As Roma
Sun Nov 24 1996,Lazio Roma,1-1,Sampdoria
Sun Nov 24 1996,Bologna FC,3-1,Atalanta
Sun Nov 24 1996,Cagliari Calcio,1-1,Ssc Napoli
Sun Nov 24 1996,Acf Fiorentina,1-1,Piacenza Calcio
Sun Nov 24 1996,Ac Perugia Calcio,3-1,Hellas Verona
Sun Nov 24 1996,Vicenza Calcio,2-0,AC Reggiana
Sun Dec 1 1996,As Roma,3-3,Acf Fiorentina
Sun Dec 1 1996,Juventus,1-0,Bologna FC
Sun Dec 1 1996,Inter,2-2,Cagliari Calcio
Sun Dec 1 1996,Udinese Calcio,3-1,Parma FC
Sun Dec 1 1996,Atalanta,2-2,Ssc Napoli
Sun Dec 1 1996,Ac Perugia Calcio,1-1,Vicenza Calcio
Sun Dec 1 1996,Piacenza Calcio,3-2,AC Milan
Sun Dec 1 1996,Hellas Verona,1-1,Sampdoria
Sun Dec 1 1996,AC Reggiana,0-2,Lazio Roma
Sun Dec 8 1996,AC Milan,2-1,Udinese Calcio
Sun Dec 8 1996,Parma FC,0-0,Atalanta
Sun Dec 8 1996,Lazio Roma,0-0,As Roma
Sun Dec 8 1996,Sampdoria,0-1,Juventus
Sun Dec 8 1996,Bologna FC,1-1,Piacenza Calcio
Sun Dec 8 1996,Cagliari Calcio,1-1,AC Reggiana
Sun Dec 8 1996,Acf Fiorentina,4-1,Ac Perugia Calcio
Sun Dec 8 1996,Vicenza Calcio,1-1,Inter
Sun Dec 8 1996,Ssc Napoli,1-0,Hellas Verona
Wed Dec 11 1996,Udinese Calcio,1-4,Juventus
Sun Dec 15 1996,As Roma,1-0,Ssc Napoli
Sun Dec 15 1996,Juventus,3-2,Hellas Verona
Sun Dec 15 1996,Inter,3-4,Sampdoria
Sun Dec 15 1996,Udinese Calcio,2-0,Acf Fiorentina
Sun Dec 15 1996,Atalanta,4-0,Piacenza Calcio
Sun Dec 15 1996,Cagliari Calcio,2-2,Bologna FC
Sun Dec 15 1996,Ac Perugia Calcio,1-2,Lazio Roma
Sun Dec 15 1996,Vicenza Calcio,1-1,Parma FC
Sun Dec 15 1996,AC Reggiana,0-3,AC Milan
Sun Dec 22 1996,AC Milan,0-1,Parma FC
Sun Dec 22 1996,As Roma,0-2,Atalanta
Sun Dec 22 1996,Sampdoria,2-1,Vicenza Calcio
Sun Dec 22 1996,Bologna FC,0-0,Ac Perugia Calcio
