Date,Team 1,FT,Team 2
Tue Aug 20 1996,Roda JC Kerkrade,1-1,Feyenoord
Wed Aug 21 1996,AFC Ajax,1-0,NAC Breda
Wed Aug 21 1996,AZ Alkmaar,0-2,Vitesse
Wed Aug 21 1996,SC Heerenveen,1-3,FC Twente
Wed Aug 21 1996,FC Utrecht,2-2,RKC Waalwijk
Wed Aug 21 1996,FC Groningen,0-0,Willem II
Wed Aug 21 1996,FC Volendam,1-1,De Graafschap
Wed Aug 21 1996,Sparta Rotterdam,0-0,Fortuna Sittard
Thu Aug 22 1996,NEC Nijmegen,1-4,PSV Eindhoven
Sat Aug 24 1996,SC Heerenveen,2-0,AFC Ajax
Sat Aug 24 1996,Willem II,0-1,Fortuna Sittard
Sat Aug 24 1996,NAC Breda,1-0,Sparta Rotterdam
Sat Aug 24 1996,De Graafschap,3-2,RKC Waalwijk
Sun Aug 25 1996,PSV Eindhoven,4-1,FC Groningen
Sun Aug 25 1996,Feyenoord,3-0,FC Volendam
Sun Aug 25 1996,FC Twente,1-1,Roda JC Kerkrade
Sun Aug 25 1996,NEC Nijmegen,0-0,AZ Alkmaar
Sun Aug 25 1996,Vitesse,1-0,FC Utrecht
Tue Aug 27 1996,Fortuna Sittard,2-4,SC Heerenveen
Wed Aug 28 1996,AFC Ajax,1-0,AZ Alkmaar
Wed Aug 28 1996,Feyenoord,2-1,De Graafschap
Wed Aug 28 1996,Willem II,1-3,RKC Waalwijk
Wed Aug 28 1996,FC Utrecht,0-0,FC Twente
Wed Aug 28 1996,FC Groningen,1-1,Roda JC Kerkrade
Wed Aug 28 1996,Vitesse,1-1,Sparta Rotterdam
Wed Aug 28 1996,FC Volendam,1-3,PSV Eindhoven
Thu Aug 29 1996,NAC Breda,1-1,NEC Nijmegen
Tue Sep 3 1996,SC Heerenveen,0-1,NAC Breda
Tue Sep 3 1996,FC Utrecht,0-0,FC Groningen
Tue Sep 3 1996,Fortuna Sittard,0-2,Feyenoord
Wed Sep 4 1996,AZ Alkmaar,2-1,FC Volendam
Wed Sep 4 1996,Roda JC Kerkrade,0-0,AFC Ajax
Wed Sep 4 1996,Willem II,2-1,Vitesse
Wed Sep 4 1996,Sparta Rotterdam,1-2,FC Twente
Wed Sep 4 1996,De Graafschap,4-0,NEC Nijmegen
Thu Sep 5 1996,PSV Eindhoven,4-0,RKC Waalwijk
Fri Sep 6 1996,FC Groningen,1-5,SC Heerenveen
Sat Sep 7 1996,AZ Alkmaar,0-1,Fortuna Sittard
Sat Sep 7 1996,Feyenoord,4-1,Willem II
Sat Sep 7 1996,Roda JC Kerkrade,3-0,FC Volendam
Sun Sep 8 1996,PSV Eindhoven,5-0,NAC Breda
Sun Sep 8 1996,FC Twente,1-0,De Graafschap
Sun Sep 8 1996,NEC Nijmegen,2-0,AFC Ajax
Sun Sep 8 1996,Sparta Rotterdam,3-2,FC Utrecht
Fri Sep 13 1996,Vitesse,1-1,SC Heerenveen
Sat Sep 14 1996,NAC Breda,1-0,AZ Alkmaar
Sat Sep 14 1996,Fortuna Sittard,1-3,FC Utrecht
Sun Sep 15 1996,AFC Ajax,2-0,Sparta Rotterdam
Sun Sep 15 1996,FC Twente,0-1,Feyenoord
Sun Sep 15 1996,RKC Waalwijk,0-2,Roda JC Kerkrade
Sun Sep 15 1996,FC Groningen,2-4,NEC Nijmegen
Sun Sep 15 1996,FC Volendam,2-1,Willem II
Sun Sep 15 1996,De Graafschap,2-1,PSV Eindhoven
Fri Sep 20 1996,SC Heerenveen,1-1,NEC Nijmegen
Sat Sep 21 1996,PSV Eindhoven,0-0,Vitesse
Sat Sep 21 1996,Willem II,1-2,FC Twente
Sat Sep 21 1996,NAC Breda,0-1,Roda JC Kerkrade
Sat Sep 21 1996,Sparta Rotterdam,0-1,Feyenoord
Sat Sep 21 1996,Fortuna Sittard,1-1,FC Volendam
Sun Sep 22 1996,AFC Ajax,1-1,De Graafschap
Sun Sep 22 1996,AZ Alkmaar,3-1,FC Utrecht
Sun Sep 22 1996,FC Groningen,1-2,RKC Waalwijk
Thu Sep 26 1996,RKC Waalwijk,0-1,Vitesse
Sat Sep 28 1996,Roda JC Kerkrade,0-1,Fortuna Sittard
Sat Sep 28 1996,De Graafschap,2-2,Willem II
Sun Sep 29 1996,FC Twente,1-1,AFC Ajax
Sun Sep 29 1996,FC Utrecht,2-2,PSV Eindhoven
Sun Sep 29 1996,RKC Waalwijk,1-2,NAC Breda
Sun Sep 29 1996,FC Groningen,1-0,AZ Alkmaar
Sun Sep 29 1996,Vitesse,4-2,Feyenoord
Sun Sep 29 1996,FC Volendam,2-2,SC Heerenveen
Sun Sep 29 1996,Sparta Rotterdam,1-0,NEC Nijmegen
Tue Oct 8 1996,PSV Eindhoven,2-0,FC Twente
Tue Oct 8 1996,Fortuna Sittard,0-3,De Graafschap
Wed Oct 9 1996,AFC Ajax,3-0,Willem II
Wed Oct 9 1996,AZ Alkmaar,1-2,Sparta Rotterdam
Wed Oct 9 1996,Feyenoord,3-1,FC Groningen
Wed Oct 9 1996,NAC Breda,3-3,FC Utrecht
Wed Oct 9 1996,RKC Waalwijk,0-0,FC Volendam
Wed Oct 9 1996,NEC Nijmegen,1-1,SC Heerenveen
Wed Oct 9 1996,Vitesse,1-2,Roda JC Kerkrade
Fri Oct 11 1996,Fortuna Sittard,1-1,PSV Eindhoven
Sat Oct 12 1996,SC Heerenveen,0-0,Sparta Rotterdam
Sat Oct 12 1996,Roda JC Kerkrade,0-2,AZ Alkmaar
Sat Oct 12 1996,Willem II,3-1,FC Groningen
Sat Oct 12 1996,FC Utrecht,1-1,AFC Ajax
Sat Oct 12 1996,NAC Breda,1-2,FC Twente
Sat Oct 12 1996,RKC Waalwijk,1-1,Feyenoord
Sat Oct 12 1996,FC Volendam,1-0,NEC Nijmegen
Sat Oct 12 1996,De Graafschap,2-1,Vitesse
Fri Oct 18 1996,NEC Nijmegen,2-2,FC Utrecht
