Date,Team 1,FT,Team 2
Sat Aug 31 1985,Real Sociedad,1-1,Celta Vigo
Sat Aug 31 1985,Ud Las Palmas,1-3,Sporting Gijon
Sat Aug 31 1985,Valencia CF,2-1,Real Valladolid
Sat Aug 31 1985,Espanyol Barcelona,5-0,Cadiz CF
Sat Aug 31 1985,CA Osasuna,0-1,Athletic Bilbao
Sun Sep 1 1985,Real Betis,2-2,Real Madrid
Sun Sep 1 1985,Racing Santander,0-0,FC Barcelona
Sun Sep 1 1985,Atletico Madrid,3-0,Sevilla FC
Sun Sep 1 1985,Real Zaragoza,1-0,Hercules CF
Wed Sep 4 1985,Real Madrid,5-0,Valencia CF
Wed Sep 4 1985,Sevilla FC,1-0,CA Osasuna
Wed Sep 4 1985,Cadiz CF,2-1,Racing Santander
Wed Sep 4 1985,Athletic Bilbao,1-1,Ud Las Palmas
Wed Sep 4 1985,Celta Vigo,0-1,Real Betis
Wed Sep 4 1985,FC Barcelona,2-0,Real Zaragoza
Wed Sep 4 1985,Hercules CF,2-2,Atletico Madrid
Wed Sep 4 1985,Real Valladolid,1-0,Espanyol Barcelona
Wed Sep 4 1985,Sporting Gijon,0-0,Real Sociedad
Sun Sep 8 1985,Real Betis,1-1,Sporting Gijon
Sun Sep 8 1985,Atletico Madrid,2-1,FC Barcelona
Sun Sep 8 1985,Real Zaragoza,3-0,Cadiz CF
Sun Sep 8 1985,CA Osasuna,1-0,Hercules CF
Sun Sep 8 1985,Racing Santander,1-1,Real Valladolid
Sun Sep 8 1985,Espanyol Barcelona,1-2,Real Madrid
Sun Sep 8 1985,Athletic Bilbao,3-1,Sevilla FC
Sun Sep 8 1985,Ud Las Palmas,1-2,Real Sociedad
Sun Sep 8 1985,Valencia CF,3-1,Celta Vigo
Sat Sep 14 1985,FC Barcelona,2-2,CA Osasuna
Sat Sep 14 1985,Sporting Gijon,1-0,Valencia CF
Sun Sep 15 1985,Cadiz CF,2-0,Atletico Madrid
Sun Sep 15 1985,Real Madrid,1-0,Racing Santander
Sun Sep 15 1985,Sevilla FC,4-0,Ud Las Palmas
Sun Sep 15 1985,Real Valladolid,1-1,Real Zaragoza
Sun Sep 15 1985,Celta Vigo,2-1,Espanyol Barcelona
Sun Sep 15 1985,Hercules CF,0-1,Athletic Bilbao
Sun Sep 15 1985,Real Sociedad,2-2,Real Betis
Sat Sep 28 1985,Valencia CF,3-1,Real Sociedad
Sat Sep 28 1985,Athletic Bilbao,2-1,FC Barcelona
Sat Sep 28 1985,Ud Las Palmas,1-0,Real Betis
Sat Sep 28 1985,Atletico Madrid,1-4,Real Valladolid
Sat Sep 28 1985,CA Osasuna,0-0,Cadiz CF
Sun Sep 29 1985,Real Zaragoza,1-1,Real Madrid
Sun Sep 29 1985,Sevilla FC,0-0,Hercules CF
Sun Sep 29 1985,Espanyol Barcelona,0-0,Sporting Gijon
Sun Sep 29 1985,Racing Santander,3-0,Celta Vigo
Sun Oct 6 1985,FC Barcelona,0-0,Sevilla FC
Sun Oct 6 1985,Real Valladolid,1-0,CA Osasuna
Sun Oct 6 1985,Sporting Gijon,2-0,Racing Santander
Sun Oct 6 1985,Celta Vigo,1-2,Real Zaragoza
Sun Oct 6 1985,Real Madrid,2-1,Atletico Madrid
Sun Oct 6 1985,Real Sociedad,1-0,Espanyol Barcelona
Sun Oct 6 1985,Cadiz CF,1-1,Athletic Bilbao
Sun Oct 6 1985,Hercules CF,2-0,Ud Las Palmas
Sat Oct 12 1985,Real Zaragoza,0-0,Sporting Gijon
Sun Oct 13 1985,Ud Las Palmas,2-0,Valencia CF
Sun Oct 13 1985,Athletic Bilbao,3-3,Real Valladolid
Sun Oct 13 1985,Atletico Madrid,3-1,Celta Vigo
Sun Oct 13 1985,Sevilla FC,3-0,Cadiz CF
Sun Oct 13 1985,Hercules CF,1-2,FC Barcelona
Sun Oct 13 1985,CA Osasuna,0-1,Real Madrid
Sun Oct 13 1985,Espanyol Barcelona,2-0,Real Betis
Sun Oct 13 1985,Racing Santander,2-0,Real Sociedad
Sat Oct 19 1985,Celta Vigo,2-0,CA Osasuna
Sat Oct 19 1985,Sporting Gijon,1-1,Atletico Madrid
Sat Oct 19 1985,Valencia CF,0-0,Espanyol Barcelona
Sun Oct 20 1985,Real Madrid,2-0,Athletic Bilbao
Sun Oct 20 1985,Cadiz CF,2-0,Hercules CF
Sun Oct 20 1985,Real Betis,1-1,Racing Santander
Sun Oct 20 1985,Real Valladolid,2-0,Sevilla FC
Sun Oct 20 1985,Real Sociedad,2-0,Real Zaragoza
Sat Oct 26 1985,Atletico Madrid,3-1,Real Sociedad
