Date,Team 1,FT,Team 2
Fri Aug 9 1985,FC Schalke 04,0-1,Werder Bremen
Sat Aug 10 1985,Fortuna Duesseldorf,4-1,Waldhof Mannheim
Sat Aug 10 1985,1 FC Nuernberg,0-1,Vfl Bochum
Sat Aug 10 1985,1 FC Koeln,1-1,Eintracht Frankfurt
Sat Aug 10 1985,Hamburger SV,4-1,1 FC Kaiserslautern
Sat Aug 10 1985,1 FC Saarbruecken,1-1,Borussia Dortmund
Sat Aug 10 1985,Hannover 96,1-1,Bayer Leverkusen
Sat Aug 10 1985,Vfb Stuttgart,0-0,Bor Moenchengladbach
Sat Aug 10 1985,KSC Uerdingen 05,1-0,Bayern Muenchen
Fri Aug 16 1985,Werder Bremen,8-2,Hannover 96
Fri Aug 16 1985,Borussia Dortmund,1-1,Hamburger SV
Fri Aug 16 1985,Waldhof Mannheim,2-0,KSC Uerdingen 05
Sat Aug 17 1985,Bayern Muenchen,4-1,Vfb Stuttgart
Sat Aug 17 1985,Bayer Leverkusen,2-0,1 FC Saarbruecken
Sat Aug 17 1985,1 FC Kaiserslautern,1-0,1 FC Koeln
Sat Aug 17 1985,Eintracht Frankfurt,1-1,1 FC Nuernberg
Sat Aug 17 1985,Vfl Bochum,5-3,Fortuna Duesseldorf
Sat Aug 17 1985,Bor Moenchengladbach,4-0,FC Schalke 04
Tue Aug 20 1985,Fortuna Duesseldorf,0-1,Eintracht Frankfurt
Tue Aug 20 1985,Waldhof Mannheim,4-1,Vfl Bochum
Wed Aug 21 1985,1 FC Nuernberg,3-1,1 FC Kaiserslautern
Wed Aug 21 1985,1 FC Koeln,2-0,Borussia Dortmund
Wed Aug 21 1985,1 FC Saarbruecken,1-1,Werder Bremen
Wed Aug 21 1985,Hannover 96,2-3,Bor Moenchengladbach
Wed Aug 21 1985,FC Schalke 04,0-1,Bayern Muenchen
Wed Aug 21 1985,KSC Uerdingen 05,1-4,Vfb Stuttgart
Sat Aug 31 1985,Werder Bremen,2-0,Hamburger SV
Sat Aug 31 1985,Bayer Leverkusen,1-1,1 FC Koeln
Sat Aug 31 1985,Borussia Dortmund,1-4,1 FC Nuernberg
Sat Aug 31 1985,1 FC Kaiserslautern,2-0,Fortuna Duesseldorf
Sat Aug 31 1985,Eintracht Frankfurt,0-0,Waldhof Mannheim
Sat Aug 31 1985,Vfl Bochum,1-2,KSC Uerdingen 05
Sat Aug 31 1985,Vfb Stuttgart,0-1,FC Schalke 04
Sat Aug 31 1985,Bor Moenchengladbach,2-0,1 FC Saarbruecken
Tue Sep 3 1985,1 FC Saarbruecken,1-1,Bayern Muenchen
Tue Sep 3 1985,Vfl Bochum,2-1,Eintracht Frankfurt
Tue Sep 3 1985,Waldhof Mannheim,1-1,1 FC Kaiserslautern
Tue Sep 3 1985,KSC Uerdingen 05,3-2,FC Schalke 04
Wed Sep 4 1985,Fortuna Duesseldorf,4-2,Borussia Dortmund
Wed Sep 4 1985,1 FC Nuernberg,3-2,Bayer Leverkusen
Wed Sep 4 1985,1 FC Koeln,3-3,Werder Bremen
Wed Sep 4 1985,Hamburger SV,4-1,Bor Moenchengladbach
Wed Sep 4 1985,Hannover 96,1-3,Vfb Stuttgart
Fri Sep 6 1985,1 FC Kaiserslautern,2-0,Vfl Bochum
Sat Sep 7 1985,Bayern Muenchen,2-0,Hamburger SV
Sat Sep 7 1985,Werder Bremen,2-1,1 FC Nuernberg
Sat Sep 7 1985,Bayer Leverkusen,3-1,Fortuna Duesseldorf
Sat Sep 7 1985,Borussia Dortmund,0-0,Waldhof Mannheim
Sat Sep 7 1985,Eintracht Frankfurt,1-1,KSC Uerdingen 05
Sat Sep 7 1985,FC Schalke 04,2-2,Hannover 96
Sat Sep 7 1985,Vfb Stuttgart,3-1,1 FC Saarbruecken
Sat Sep 7 1985,Bor Moenchengladbach,1-1,1 FC Koeln
Fri Sep 13 1985,1 FC Saarbruecken,3-2,FC Schalke 04
Fri Sep 13 1985,Fortuna Duesseldorf,1-4,Werder Bremen
Fri Sep 13 1985,Eintracht Frankfurt,1-1,1 FC Kaiserslautern
Sat Sep 14 1985,1 FC Nuernberg,2-4,Bor Moenchengladbach
Sat Sep 14 1985,1 FC Koeln,1-1,Bayern Muenchen
Sat Sep 14 1985,Hamburger SV,2-0,Vfb Stuttgart
Sat Sep 14 1985,Vfl Bochum,6-1,Borussia Dortmund
